TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20170810,21.557,0.0,439.698,285.824,0.0,347.632,0.0,15.696,0.0,83.783,0.0,0.524,0.0,1.554,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.36429,-9999,-9999,-9999,81.7872,-9999,83.5317,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170811,24.273,0.0,437.842,283.988,0.0,341.374,0.0,22.436,0.0,83.62,0.0,0.056,0.0,2.389,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.35984,-9999,-9999,-9999,69.5541,-9999,70.9998,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170812,24.703,0.0,435.955,287.945,0.0,351.323,0.0,23.641,0.0,83.456,0.0,0.065,0.0,3.647,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.27396,-9999,-9999,-9999,77.2657,-9999,78.8129,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170813,24.518,0.0,434.038,286.054,0.0,345.016,0.0,23.544,0.0,83.274,0.0,0.023,0.0,3.256,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.34424,-9999,-9999,-9999,81.7872,-9999,83.3315,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170814,21.255,0.0,432.091,231.906,0.0,349.347,0.0,16.987,0.0,83.057,0.0,0.163,0.0,3.773,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.32865,-9999,-9999,-9999,69.5541,-9999,70.735,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170815,18.385,0.0,430.115,245.805,0.0,333.218,0.0,12.218,0.0,83.197,0.0,0.238,0.0,2.055,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.24925,-9999,-9999,-9999,77.2657,-9999,78.5775,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170816,20.406,0.0,428.109,283.068,0.0,323.661,0.0,17.935,0.0,83.517,0.0,0.001,0.0,1.337,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.32865,-9999,-9999,-9999,81.7872,-9999,83.1757,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170817,22.948,0.0,426.074,284.311,0.0,334.544,0.0,22.157,0.0,83.706,0.0,0.0,0.0,2.399,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.039,0.0,21.146,21.952,21.962,22.063,22.297,20.782,18.688,17.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.39553,-9999,-9999,-9999,69.5541,-9999,71.303,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170818,23.814,0.0,424.011,287.639,0.0,333.762,0.0,23.831,0.0,83.75,0.0,0.0,0.0,2.229,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.735,0.0,22.068,22.743,22.284,22.118,22.129,20.77,18.692,17.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.31221,-9999,-9999,-9999,77.2657,-9999,79.1772,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170819,24.803,0.0,421.919,267.774,0.0,342.428,0.0,26.16,0.0,83.543,0.0,0.079,0.0,2.269,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,409.599,0.0,21.73,22.462,22.299,22.286,22.274,20.755,18.691,17.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.38839,-9999,-9999,-9999,81.7872,-9999,83.7723,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170820,25.176,0.0,419.8,282.748,0.0,336.839,0.0,26.37,0.0,83.479,0.0,0.001,0.0,2.73,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.039,0.0,21.146,21.952,21.962,22.063,22.297,20.782,18.688,17.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.38817,-9999,-9999,-9999,69.5541,-9999,71.2404,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170821,23.352,0.0,417.653,275.335,0.0,343.115,0.0,20.966,0.0,83.73,0.0,0.157,0.0,2.204,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.735,0.0,22.068,22.743,22.284,22.118,22.129,20.77,18.692,17.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.30794,-9999,-9999,-9999,77.2657,-9999,79.1366,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170822,23.434,0.0,415.478,253.947,0.0,349.122,0.0,20.467,0.0,83.941,0.0,0.235,0.0,2.271,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,409.599,0.0,21.73,22.462,22.299,22.286,22.274,20.755,18.691,17.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.3825,-9999,-9999,-9999,81.7872,-9999,83.7135,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170823,21.976,0.0,413.278,255.348,0.0,349.166,0.0,17.258,0.0,83.712,0.0,0.523,0.0,1.945,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.039,0.0,21.146,21.952,21.962,22.063,22.297,20.782,18.688,17.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.37589,-9999,-9999,-9999,69.5541,-9999,71.1362,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170824,22.61,0.0,411.05,281.871,0.0,333.434,0.0,19.232,0.0,83.455,0.0,0.004,0.0,2.058,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.735,0.0,22.068,22.743,22.284,22.118,22.129,20.77,18.692,17.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.28786,-9999,-9999,-9999,77.2657,-9999,78.9453,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170825,24.102,0.0,408.796,282.941,0.0,333.247,0.0,23.995,0.0,83.512,0.0,0.0,0.0,2.632,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,409.599,0.0,21.73,22.462,22.299,22.286,22.274,20.755,18.691,17.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.36429,-9999,-9999,-9999,81.7872,-9999,83.5317,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170826,25.614,0.0,406.518,269.924,0.0,341.002,0.0,27.155,0.0,83.871,0.0,0.005,0.0,2.847,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,410.039,0.0,21.146,21.952,21.962,22.063,22.297,20.782,18.688,17.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.181562,-9999,8.18961,-9999,8.35984,-9999,-9999,-9999,69.5541,-9999,70.9998,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170827,25.431,0.0,404.214,282.062,0.0,335.469,0.0,27.256,0.0,84.004,0.0,0.0,0.0,2.169,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.735,0.0,22.068,22.743,22.284,22.118,22.129,20.77,18.692,17.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.03611,-9999,8.11154,-9999,8.27396,-9999,-9999,-9999,77.2657,-9999,78.8129,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170828,26.004,0.0,401.884,278.452,0.0,338.632,0.0,28.845,0.0,83.845,0.0,0.033,0.0,1.752,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,409.599,0.0,21.73,22.462,22.299,22.286,22.274,20.755,18.691,17.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.251014,-9999,8.18961,-9999,8.34424,-9999,-9999,-9999,81.7872,-9999,83.3315,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170829,26.171,0.0,399.531,267.782,0.0,347.27,0.0,27.968,0.0,83.755,0.0,0.08,0.0,1.474,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.796,0.0,20.605,21.49,21.836,22.113,22.412,20.779,18.687,17.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.48154,-9999,8.18961,-9999,8.32865,-9999,-9999,-9999,69.5541,-9999,70.735,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170830,23.74,0.0,397.154,228.423,0.0,361.23,0.0,19.542,0.0,83.687,0.0,0.448,0.0,1.872,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.796,0.0,20.605,21.49,21.836,22.113,22.412,20.779,18.687,17.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.48154,-9999,8.11154,-9999,8.24925,-9999,-9999,-9999,77.2657,-9999,78.5775,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170831,20.183,0.333333,394.753,206.661,0.333333,357.677,0.333333,11.928,0.333333,83.702,0.291667,0.83,0.291667,1.602,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.705,0.333333,20.733,21.619,21.914,22.152,22.412,20.777,18.687,17.733,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.53509,-9999,8.18961,-9999,8.32865,-9999,-9999,-9999,81.7872,-9999,83.1757,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170901,21.594,1.0,392.329,276.794,1.0,326.846,1.0,17.325,1.0,83.857,0.9375,0.45,1.0,1.599,0.0,-9999,0.0,135.26765957446807,0.9791666666666666,555.6891666666667,1.0,61.524375,1.0,44.23750000000001,1.0,44.57319148936168,0.9791666666666666,430.4479166666667,1.0,409.326,1.0,21.614,22.357,22.078,22.02,22.193,20.784,18.689,17.735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.59647,-9999,8.18961,-9999,-9999,-9999,-9999,-9999,69.5541,-9999,-9999,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170902,23.954,1.0,389.882,283.723,1.0,331.602,1.0,23.836,1.0,83.884,1.0,0.37,1.0,1.168,0.0,-9999,-9999,137.7275,0.9166666666666666,556.5289583333333,1.0,65.451875,1.0,40.9375,1.0,51.26977272727274,0.9166666666666666,448.03125,1.0,407.13,1.0,23.374,23.872,22.762,22.216,21.919,20.754,18.697,17.743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.82254,-9999,8.11154,-9999,-9999,-9999,-9999,-9999,77.2657,-9999,-9999,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170903,25.075,1.0,387.415,283.285,1.0,335.187,1.0,25.919,1.0,83.889,0.9375,0.21,1.0,1.425,0.0,-9999,0.0,126.2848888888889,0.9375,549.9285416666667,1.0,65.51958333333333,1.0,42.31875,1.0,50.576000000000015,0.9375,457.125,1.0,407.854,1.0,25.131,25.468,23.791,22.891,22.076,20.689,18.7,17.753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.36025,-9999,8.18961,-9999,-9999,-9999,-9999,-9999,81.7872,-9999,-9999,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170904,25.297,1.0,384.925,283.104,1.0,328.619,1.0,27.966,1.0,83.745,0.9375,0.22,1.0,1.796,0.0,-9999,0.0,114.63326086956523,0.9583333333333334,544.5568750000001,1.0,65.420625,1.0,43.97083333333334,1.0,49.61652173913044,0.9583333333333334,456.7958333333333,1.0,406.617,0.979167,25.663,26.175,24.247,23.313,22.325,20.644,18.696,17.764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.16338,-9999,8.18961,-9999,-9999,-9999,-9999,-9999,69.5541,-9999,-9999,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170905,25.167,1.0,382.414,269.813,1.0,327.035,1.0,27.837,1.0,83.709,0.9375,0.22,1.0,1.622,0.0,-9999,0.0,108.01659090909092,0.9166666666666666,503.0910416666666,1.0,61.046458333333334,1.0,60.88958333333334,1.0,49.863409090909094,0.9166666666666666,454.04375,1.0,407.149,1.0,25.48,26.152,24.267,23.438,22.487,20.633,18.687,17.771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.4519,-9999,8.11154,-9999,-9999,-9999,-9999,-9999,77.2657,-9999,-9999,-9999,-9999,-9999,0.176777,0.0,-9999,0.172171,0.177429,0.195771,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170906,24.254,1.0,379.882,245.081,1.0,326.963,1.0,25.642,1.0,83.603,0.895833,0.26,1.0,1.942,0.0,-9999,0.0,70.54534883720932,0.8958333333333334,407.9095555555556,0.9375,49.88244444444444,0.9375,84.64888888888889,0.9375,40.936511627906974,0.8958333333333334,443.5133333333333,0.9375,407.009,1.0,24.605,25.443,23.847,23.235,22.488,20.643,18.685,17.776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.72721,-9999,8.18961,-9999,-9999,-9999,-9999,-9999,81.7872,-9999,-9999,-9999,-9999,-9999,0.179264,0.0,-9999,0.174883,0.180798,0.183752,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170907,23.211,1.0,377.33,234.569,1.0,349.146,1.0,20.967,1.0,83.493,1.0,0.24,1.0,2.981,0.0,-9999,0.0,100.01489361702129,0.9791666666666666,456.9010416666667,1.0,55.521875,1.0,92.7354166666667,1.0,40.42936170212766,0.9791666666666666,448.0687500000001,1.0,406.22,1.0,25.017,25.894,23.901,23.168,22.426,20.657,18.684,17.781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.66943,-9999,8.18961,-9999,9.24489,-9999,-9999,-9999,69.5541,-9999,78.5165,-9999,-9999,-9999,0.162848,0.0,-9999,0.159951,0.163664,0.181002,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
