TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20170101,-7.21,0.0,8.36103,3.701,0.0,231.558,0.0,1.291,0.0,94.848,0.0,0.0,0.0,5.94,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,27.6522,-9999,-9999,-9999,-22.6064,-9999,-27.8095,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06064,0.0560651,0.06064,0.398169,0.0700891,0.0507174,0.0509193,0.0621157,-9999,-9999
20170102,-9.563,0.0,8.6864,3.293,0.0,227.822,0.0,1.275,0.0,94.998,0.0,0.0,0.0,4.432,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,25.5218,-9999,-9999,-9999,-18.228,-9999,-20.6868,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0323766,0.0294115,0.0323766,0.307967,0.0643798,0.0461937,0.0463919,0.057071,-9999,-9999
20170103,-8.331,0.0,9.04742,2.519,0.0,268.378,0.0,1.296,0.0,95.193,0.0,0.119,0.0,3.479,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,24.0285,-9999,-9999,-9999,-4.93051,-9999,-4.96923,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0478871,0.0440607,0.0478871,0.355844,0.0520423,0.0367757,0.0369537,0.0461566,-9999,-9999
20170104,-5.037,0.0,9.44517,2.797,0.0,289.366,0.0,0.749,0.0,95.321,0.0,1.843,0.0,2.234,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,21.4575,-9999,-9999,-9999,-22.6064,-9999,-18.7634,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0975541,0.0913078,0.0975541,0.489238,0.0562874,0.0400638,0.0402473,0.0499101,-9999,-9999
20170105,-9.166,0.0,9.88096,3.578,0.0,235.103,0.0,0.801,0.0,95.36,0.0,1.14,0.0,6.237,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,16.8938,-9999,-9999,-9999,-18.228,-9999,-12.5705,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0469281,0.0433721,0.0469281,0.33362,0.0692571,0.0498387,0.0500474,0.0613888,-9999,-9999
20170106,-21.227,0.0,10.3557,5.129,0.0,176.803,0.0,0.705,0.0,95.811,0.0,0.004,0.0,1.366,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,13.7143,-9999,-9999,-9999,-4.93051,-9999,-3.39912,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000393583,0.000321042,0.000393583,0.0443581,0.0900397,0.0664515,0.066668,0.0797477,-9999,-9999
20170107,-19.748,0.0,10.8706,5.389,0.0,197.972,0.0,0.897,0.0,94.962,0.0,0.0,0.0,1.865,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,13.8183,-9999,-9999,-9999,-22.6064,-9999,-15.575,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000952932,0.000791259,0.000952932,0.0647229,0.0941151,0.0695336,0.0697572,0.0833547,-9999,-9999
20170108,-16.633,0.0,11.427,5.688,0.0,207.365,0.0,0.952,0.0,94.403,0.0,0.0,0.0,1.496,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,13.4723,-9999,-9999,-9999,-18.228,-9999,-12.5825,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00282211,0.00239569,0.00282211,0.112041,0.0981678,0.0727435,0.0729694,0.0869361,-9999,-9999
20170109,-16.599,0.0,12.0257,5.909,0.0,217.008,0.0,0.849,0.0,93.918,0.0,0.0,0.0,1.743,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,26.0675,-9999,-9999,-9999,-4.93051,-9999,-6.16077,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00352702,0.00303165,0.00352702,0.11586,0.101185,0.0751251,0.0753529,0.0896032,-9999,-9999
20170110,-17.211,0.0,12.6679,6.214,0.0,217.178,0.0,0.807,0.0,93.722,0.0,0.0,0.0,2.042,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,26.1199,-9999,-9999,-9999,-22.6064,-9999,-28.0798,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00232966,0.00197161,0.00232966,0.101616,0.104926,0.0781615,0.0783887,0.0929063,-9999,-9999
20170111,-14.571,0.0,13.3551,6.546,0.0,219.582,0.0,0.793,0.0,93.246,0.0,0.065,0.0,2.344,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,26.0337,-9999,-9999,-9999,-18.228,-9999,-23.1438,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00720332,0.00629411,0.00720332,0.160296,0.110227,0.0821697,0.0824064,0.0975977,-9999,-9999
20170112,-17.492,0.0,14.0882,5.614,0.0,208.329,0.0,0.639,0.0,92.31,0.0,0.289,0.0,1.557,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.6093,-9999,-9999,-9999,-4.93051,-9999,-5.85905,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00313792,0.00269478,0.00313792,0.10459,0.0997967,0.0733972,0.0736455,0.0883992,-9999,-9999
20170113,-18.742,0.0,14.8686,6.489,0.0,216.109,0.0,0.645,0.0,90.668,0.0,0.572,0.0,2.495,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,23.7883,-9999,-9999,-9999,-22.6064,-9999,-26.8188,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00276297,0.00239346,0.00276297,0.0867508,0.110534,0.0821477,0.0823934,0.097879,-9999,-9999
20170114,-14.808,0.0,15.697,3.095,0.0,243.818,0.0,0.674,0.0,90.253,0.0,1.318,0.0,2.221,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,23.1926,-9999,-9999,-9999,-18.228,-9999,-21.6125,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0089395,0.00790341,0.0089395,0.162678,0.0639484,0.04519,0.0454088,0.0567161,-9999,-9999
20170115,-23.928,0.0,16.5751,7.677,0.0,191.675,0.0,0.668,0.0,91.091,0.0,0.169,0.0,1.037,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.6093,-9999,-9999,-9999,-4.93051,-9999,-5.84433,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.21002e-05,4.79221e-05,6.21002e-05,0.0209795,0.124961,0.0939001,0.0941421,0.110617,-9999,-9999
20170116,-22.494,0.0,17.5038,4.354,0.0,230.662,0.0,0.644,0.0,89.808,0.0,2.016,0.0,1.941,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,23.7883,-9999,-9999,-9999,-22.6064,-9999,-26.7918,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00012281,9.55934e-05,0.00012281,0.0305512,0.0840817,0.0605342,0.0607867,0.0745282,-9999,-9999
20170117,-28.175,0.0,18.4839,9.971,0.0,162.338,0.0,0.667,0.0,90.844,0.0,0.034,0.0,1.265,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,23.1797,-9999,-9999,-9999,-18.228,-9999,-21.6004,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.88864e-06,6.62111e-06,8.88864e-06,0.00669669,0.148691,0.113978,0.114185,0.131545,-9999,-9999
20170118,-30.922,0.0,19.5167,11.421,0.0,142.365,0.0,0.632,0.0,91.061,0.0,0.0,0.0,0.867,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.598,-9999,-9999,-9999,-4.93051,-9999,-5.84223,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.30466e-08,2.06307e-08,3.30466e-08,0.000910051,0.162837,0.126011,0.126193,0.14402,-9999,-9999
20170119,-29.02,0.0,20.603,11.654,0.0,161.192,0.0,0.667,0.0,91.021,0.0,0.025,0.0,2.716,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,23.7684,-9999,-9999,-9999,-22.6064,-9999,-26.785,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.11405e-05,8.58788e-06,1.11405e-05,0.00511598,0.165171,0.127919,0.1281,0.146082,-9999,-9999
20170120,-17.652,0.0,21.744,8.926,0.0,218.169,0.0,0.751,0.0,91.351,0.0,0.666,0.0,4.587,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,23.1667,-9999,-9999,-9999,-18.228,-9999,-21.5964,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00175382,0.00146773,0.00175382,0.092702,0.141776,0.107144,0.107397,0.125481,-9999,-9999
20170121,-20.268,0.0,22.9403,8.395,0.0,213.829,0.0,0.643,0.0,92.143,0.0,0.49,0.0,0.592,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.5777,-9999,-9999,-9999,-4.93051,-9999,-5.84139,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000607614,0.000497994,0.000607614,0.0555116,0.137721,0.103283,0.103557,0.12192,-9999,-9999
20170122,-23.982,0.0,24.1931,12.183,0.0,193.455,0.0,0.627,0.0,92.12,0.0,0.031,0.0,1.24,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,23.7521,-9999,-9999,-9999,-22.6064,-9999,-26.782,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.35167e-05,4.10341e-05,5.35167e-05,0.0202741,0.173862,0.134519,0.134715,0.153771,-9999,-9999
20170123,-20.248,0.0,25.503,10.376,0.0,211.622,0.0,0.741,0.0,91.292,0.0,0.061,0.0,3.919,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,23.1217,-9999,-9999,-9999,-18.228,-9999,-21.5617,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00287438,0.00248333,0.00287438,0.0840948,0.159966,0.121761,0.122015,0.141549,-9999,-9999
20170124,-9.686,0.0,26.8707,12.186,0.0,229.241,0.0,0.867,0.0,90.86,0.0,0.018,0.0,4.448,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.5299,-9999,-9999,-9999,-4.93051,-9999,-5.82502,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0317481,0.0288329,0.0317481,0.304299,0.176774,0.1363,0.136517,0.156363,-9999,-9999
20170125,-7.861,0.0,28.297,13.067,0.0,234.631,0.0,0.955,0.0,90.87,0.0,0.021,0.0,4.956,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,23.7084,-9999,-9999,-9999,-22.6064,-9999,-26.7077,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0582851,0.0540604,0.0582851,0.377188,0.185099,0.143442,0.143642,0.163702,-9999,-9999
20170126,-1.082,0.0,29.7824,9.704,0.0,255.852,0.0,2.228,0.0,90.966,0.0,0.042,0.0,6.312,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,23.1909,-9999,-9999,-9999,-18.228,-9999,-21.5416,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.230696,0.221685,0.230696,0.684531,0.153975,0.116315,0.116591,0.13628,-9999,-9999
20170127,-6.904,0.0,31.3275,13.969,0.0,238.929,0.0,0.978,0.0,91.045,0.0,0.014,0.0,3.932,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,23.5714,-9999,-9999,-9999,-4.93051,-9999,-5.8196,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.066207,0.0613995,0.066207,0.411096,0.194232,0.15097,0.151161,0.171766,-9999,-9999
20170128,-6.428,0.0,32.9328,6.336,0.0,262.137,0.0,0.938,0.0,91.661,0.0,1.538,0.0,3.21,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,25.2234,-9999,-9999,-9999,-22.6064,-9999,-26.7794,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0708089,0.0656806,0.0708089,0.428803,0.118205,0.0858722,0.0862018,0.104745,-9999,-9999
20170129,-12.859,0.0,34.5992,17.751,0.0,220.032,0.0,0.76,0.0,93.285,0.0,0.057,0.0,3.182,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,26.0212,-9999,-9999,-9999,-18.228,-9999,-21.6707,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0135966,0.0121199,0.0135966,0.205983,0.225398,0.178375,0.178474,0.199224,-9999,-9999
20170130,-9.233,0.0,36.3267,17.364,0.0,225.398,0.0,1.083,0.0,93.967,0.0,0.078,0.0,7.459,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,26.5735,-9999,-9999,-9999,-4.93051,-9999,-5.88275,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0445304,0.0410126,0.0445304,0.330978,0.225193,0.177618,0.177742,0.19906,-9999,-9999
20170131,-7.218,0.0,38.1156,11.907,0.0,264.188,0.0,1.146,0.0,94.423,0.0,0.947,0.0,4.437,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.0183,-9999,26.8605,-9999,-9999,-9999,-22.6064,-9999,-27.0689,-9999,-9999,-9999,0.569065,0.0,-9999,0.541458,0.546872,0.550864,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0590251,0.0544932,0.0590251,0.39659,0.183478,0.139655,0.139947,0.162354,-9999,-9999
20170201,-12.557,0.0,39.9661,17.744,0.0,242.944,0.0,0.7,0.0,95.531,0.0,0.264,0.0,1.231,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.517,-9999,26.2712,-9999,-9999,-9999,-18.228,-9999,-21.9041,-9999,-9999,-9999,0.576918,0.0,-9999,0.53628,0.55913,0.567859,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0158113,0.0141359,0.0158113,0.218014,0.230155,0.181566,0.181691,0.203445,-9999,-9999
20170202,-17.13,0.0,41.8787,23.639,0.0,219.675,0.0,0.839,0.0,95.743,0.0,0.004,0.0,1.808,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.8677,-9999,26.7141,-9999,-9999,-9999,-4.93051,-9999,-5.91765,-9999,-9999,-9999,0.566153,0.0,-9999,0.527094,0.529717,0.538313,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00324313,0.00279115,0.00324313,0.107573,0.268081,0.216516,0.216574,0.236812,-9999,-9999
