TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201909,7.329,0.995833,225.606,89.596,0.995139,305.307,0.995139,3.814,0.995833,92.762,0.982639,0.873,1.0,3.533,0.0,-9999,-9999,31.314340811965813,0.99375,189.7014757569558,0.992361111111111,15.433512354519001,0.992361111111111,55.78954594017094,0.99375,16.378284722222226,0.99375,347.04002136752143,0.99375,409.577,0.953472,7.287,6.733,5.826,4.057,2.927,1.223,0.537,0.012,-9999,0.994444,0.994444,0.994444,0.994444,0.994444,0.994444,0.994444,0.994444,-9999,3.68469,0.958333,19.3464,0.0,23.8229,-9999,6.90192,0.0,8.49895,-9999,0.0885969,0.0,-9999,0.0276434,0.0849666,0.133043,0.0,0.0,0.0,2.44246,2.42997,2.49545,2.70613,2.32367,2.32776,2.46381,2.53657,3.08189,2.45524,2.67542,3.38548,2.82534,2.75793,2.8334,3.23597,-9999,-9999
201910,-1.737,1.0,110.091,41.807,0.990591,268.148,1.0,1.432,1.0,92.683,0.991263,0.555,0.633065,3.754,0.0,-9999,-9999,-14.021008064516131,1.0,88.81025537634409,1.0,77.3011491935484,1.0,28.997782258064515,1.0,30.67074596774193,1.0,294.3016129032258,1.0,414.193,0.549731,-0.983,-0.599,-0.554,-0.1,0.459,0.048,0.51,0.039,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,0.0297912,0.999328,15.3133,0.0,21.5967,-9999,0.585596,0.0,0.82588,-9999,0.535787,0.0,-9999,0.488512,0.519372,0.563438,0.0,0.0,0.0,1.92317,1.73731,1.90431,2.13792,1.37833,1.21393,1.39938,1.57479,1.64897,0.855997,1.72014,2.16825,1.67267,1.61247,1.67267,1.94566,-9999,-9999
201911,-7.916,0.993056,34.7105,11.777,0.988194,254.149,0.993056,0.891,0.993056,92.4,0.984722,0.966,0.0,2.922,0.0,-9999,-9999,-14.69975787919938,0.9840277777777778,21.81262204333134,0.9902777777777778,21.436752894553763,0.9902777777777778,9.394157970582391,0.9902777777777778,8.419263997604308,0.9861111111111112,271.22301745666226,0.9895833333333334,417.737,0.874306,-5.524,-4.329,-3.393,-0.942,0.292,-0.018,0.491,0.052,-9999,0.993056,0.993056,0.993056,0.993056,0.993056,0.993056,0.993056,0.993056,-9999,-3.68527,0.990278,43.6143,0.0,53.2702,-9999,27.8058,0.0,33.9618,-9999,-0.882687,0.0,-9999,-1.05909,-0.882687,-0.812059,0.0,0.0,0.0,1.52682,1.28192,1.47681,1.69877,2.25186,2.16461,2.44619,2.54919,0.992644,0.398763,1.17493,1.67797,0.641185,0.593742,0.641185,0.769604,-9999,-9999
201912,-13.341,1.0,8.80509,2.979,1.0,213.071,1.0,1.074,1.0,91.516,0.992608,0.245,0.0,2.879,0.0,-9999,-9999,-34.28005672533255,0.9912634408602151,5.764782515442691,0.9993279569892473,5.496508665065202,0.9993279569892473,3.747110215053764,1.0,1.6923950335988256,0.9926075268817204,246.5042338709678,1.0,418.303,0.0,-7.938,-5.082,-3.16,-1.011,0.062,-0.021,0.488,0.06,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-7.2396,0.999328,43.6403,0.0,50.2748,-9999,27.7331,0.0,31.9493,-9999,-0.877517,0.0,-9999,-1.05591,-0.877517,-0.808237,0.0,0.0,0.0,1.1734,0.954638,1.12024,1.3062,1.8923,1.83216,2.05864,2.19594,0.755306,0.367301,0.867677,1.26516,0.205261,0.183328,0.19757,0.254399,-9999,-9999
202001,-22.423,1.0,19.5513,7.501,0.995296,184.562,1.0,0.377,1.0,92.4,0.993952,0.235,0.0,2.121,0.0,-9999,-9999,-21.90059425760695,0.9993279569892473,13.141948924731182,1.0,14.482990591397852,1.0,6.954032258064516,1.0,5.572325268817204,1.0,207.5491935483871,1.0,423.124,0.0,-10.861,-7.551,-5.056,-2.8,-1.552,-0.414,0.501,0.077,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9.36037,1.0,43.5538,0.0,44.5504,-9999,27.7785,0.0,28.4141,-9999,-0.917804,0.0,-9999,-1.03659,-0.916646,-0.843022,0.0,0.0,0.0,1.11014,1.00856,1.03376,1.06855,1.80546,1.8622,1.93698,2.05181,1.04907,1.02071,1.02939,1.04134,0.43574,0.419421,0.423911,0.442561,-9999,-9999
202002,-14.129,1.0,74.4189,42.559,0.996408,201.246,1.0,0.874,1.0,92.322,0.991379,0.39,0.0,3.03,0.0,-9999,-9999,-20.086647866226457,0.9992816091954023,81.11781609195404,1.0,69.4332040229885,1.0,20.80079022988506,1.0,29.872585901198335,0.9992816091954023,237.10452586206895,1.0,421.166,0.659483,-7.343,-5.365,-3.874,-2.498,-1.561,-0.819,0.489,0.086,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-6.88533,0.97773,64.2611,0.0,54.6801,-9999,12.7145,0.0,10.8188,-9999,-1.42133,0.0,-9999,-1.4744,-1.35905,-1.32129,0.0,0.0,0.0,1.68301,1.58825,1.61207,1.64854,3.0384,2.89788,2.9692,3.04001,1.75528,1.70783,1.72236,1.74235,1.70265,1.67523,1.68745,1.71703,-9999,-9999
202003,-10.822,1.0,178.21,100.915,0.986559,218.799,1.0,1.088,1.0,93.442,0.997984,0.772,0.0,3.126,0.0,-9999,-9999,-7.0341788206360105,0.9993279569892473,211.53799731182795,1.0,184.8105443548387,1.0,53.531989247311834,1.0,76.814948667353,0.9993279569892473,254.55369623655918,1.0,420.43,0.985887,-4.91,-3.874,-3.197,-2.508,-1.757,-1.327,0.328,0.081,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-3.97878,0.997312,66.8586,0.0,46.0328,-9999,10.1639,0.0,6.99798,-9999,-1.46554,0.0,-9999,-1.54155,-1.40894,-1.36467,0.0,0.0,0.0,1.91385,1.82323,1.84615,1.88106,3.31932,3.175,3.25266,3.32279,2.04373,1.98848,2.00539,2.02868,3.17519,3.16234,3.1878,3.20125,-9999,-9999
202004,-1.258,1.0,306.853,174.442,0.986111,253.632,1.0,2.45,1.0,93.136,0.95,0.45,0.0,3.176,0.0,-9999,-9999,36.021841485507245,0.9986111111111112,379.23444987922704,0.9986111111111112,241.31182759661837,0.9986111111111112,92.38535326086956,0.9986111111111112,98.5672324879227,0.9986111111111112,299.2658031400967,0.9986111111111112,420.567,0.981944,-1.659,-1.293,-1.21,-1.037,-0.509,-0.661,0.162,-0.072,-9999,1.0,1.0,0.999306,0.998611,1.0,1.0,1.0,1.0,-9999,-1.88824,0.998611,67.1963,0.0,75.1824,-9999,10.2285,0.0,11.4441,-9999,-1.46349,0.0,-9999,-1.53774,-1.40757,-1.36297,0.0,0.0,0.0,2.47623,2.41196,2.42841,2.45852,3.88137,3.77719,3.83424,3.90312,2.79959,2.72391,2.74708,2.77898,4.62608,4.61466,4.6587,4.68361,-9999,-9999
202005,8.984,1.0,420.321,223.4,1.0,288.015,1.0,6.482,1.0,93.195,0.973118,0.512,0.0,3.104,0.0,-9999,-9999,114.04342654277701,0.9986559139784946,469.0950537634409,1.0,43.78522849462365,1.0,100.21041666666667,1.0,41.54273667601684,0.9986559139784946,360.8302857643758,0.9986559139784946,415.693,0.0141129,9.963,8.776,7.365,3.48,1.294,-0.055,0.334,-0.076,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,6.84536,0.997984,62.0292,0.0,83.5593,-9999,16.5601,0.0,22.3081,-9999,-1.33057,0.0,-9999,-1.45815,-1.35399,-1.24818,0.0,0.0,0.0,2.93356,2.90847,2.91331,2.93356,4.28647,4.11665,4.25884,4.43628,3.46172,3.36813,3.39679,3.43623,5.51012,5.49689,5.54405,5.57454,-9999,-9999
202006,11.212,0.99375,477.008,205.931,0.994444,319.066,0.99375,5.277,0.993056,92.975,0.972917,1.615,0.216667,2.804,0.0,-9999,-9999,114.69894596883468,0.9902777777777777,443.91054199805586,0.9888888888888888,27.981252930953215,0.9888888888888888,109.5347191950643,0.9895833333333334,39.10691717479675,0.9902777777777777,376.09453929539285,0.9902777777777777,412.167,0.878472,13.13,12.375,11.112,8.075,3.929,0.322,0.357,-0.053,-9999,0.99375,0.99375,0.99375,0.994444,0.99375,0.99375,0.99375,0.994444,-9999,11.1883,0.993056,50.7502,0.0,65.8347,-9999,26.0511,0.0,33.7943,-9999,-1.23243,0.0,-9999,-1.49037,-1.33762,-1.13765,0.0,0.0,0.0,3.02133,3.00377,3.00691,3.02133,4.34158,4.032,4.30462,4.54673,3.59191,3.4948,3.52453,3.56546,5.43754,5.42234,5.45882,5.49404,-9999,-9999
202007,12.482,1.0,447.107,168.405,1.0,337.165,1.0,4.474,1.0,93.289,0.947581,0.065,1.0,2.712,0.0806452,-9999,-9999,93.75593706171108,0.9986559139784946,360.6369448340345,0.9986559139784946,20.094860039738197,0.9986559139784946,118.09963768115942,0.9986559139784946,32.31134700794764,0.9986559139784946,380.8974754558205,0.9986559139784946,404.527,1.0,13.929,13.08,11.789,9.644,5.156,0.878,0.43,-0.02,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,10.0547,1.0,42.7433,0.219086,52.6337,0.658977,14.1647,0.223118,17.4423,0.585147,-0.555928,0.194892,0.0410005,-0.994017,-0.728222,-0.484972,0.205645,0.202957,0.182124,3.1349,3.12197,3.13655,3.151,3.85325,3.5251,3.82292,4.10175,3.70528,3.60191,3.64148,3.67434,4.95561,4.93061,4.96652,4.9913,-9999,-9999
202008,11.667,0.991263,346.982,151.166,0.991935,324.457,0.991263,4.342,0.991263,92.816,0.909274,0.13,1.0,2.901,0.965726,0.20393700470372803,0.9455645161290323,75.35843787335722,0.9858870967741935,323.50009483273595,0.9858870967741935,19.365240442054958,0.9858870967741935,81.30094086021505,0.9858870967741935,29.22901135005974,0.9858870967741935,373.3377165471923,0.9858870967741935,406.369,0.992608,12.869,11.989,10.962,9.361,6.249,2.425,0.665,0.033,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,7.94125,1.0,35.3987,0.991935,43.5896,0.41917,19.4845,0.991935,23.993,0.408681,-0.099433,0.986559,0.0221534,-0.309198,-0.225654,-0.073332,0.991935,0.991263,0.986559,2.95561,2.63833,2.94013,3.27662,3.16579,2.94752,3.16579,3.33651,3.67801,3.34288,3.63707,3.81179,3.44874,3.3592,3.48105,3.59167,-9999,-9999
202009,5.385,0.938194,221.47,87.918,0.941667,299.653,0.938194,2.935,0.938194,92.954,0.933333,0.704,1.0,3.494,0.765278,0.2721236468646046,0.6652777777777779,27.003994659151907,0.882638888888889,185.82500110037574,0.882638888888889,14.492726368760065,0.882638888888889,49.48612734836285,0.882638888888889,16.191176368760065,0.882638888888889,341.9535807836822,0.882638888888889,410.48,0.11875,6.337,5.88,5.341,4.644,3.626,1.397,0.812,0.082,-9999,0.98125,0.98125,0.98125,0.98125,0.98125,0.98125,0.98125,0.98125,-9999,2.55352,0.518056,15.1271,0.443056,18.6274,0.264299,-0.918993,0.445833,-1.13164,0.441645,0.0995527,0.139583,0.0269498,0.0929397,0.102835,0.109309,0.143056,0.140972,0.140278,1.61207,1.53938,1.59953,1.60728,1.51872,1.43008,1.49849,1.50659,1.5136,1.39295,1.41406,1.5136,1.1524,1.05464,1.145,1.16571,-9999,-9999
202010,-3.287,1.0,106.852,46.032,0.994624,264.814,1.0,1.862,1.0,93.09,0.96707,0.016,1.0,3.488,0.990591,0.21627677005297563,0.9737903225806451,-9.09495546860235,0.9926075268817204,94.23557795698922,0.9939516129032259,42.167678237494165,0.9932795698924731,26.72217157550257,0.9932795698924731,20.774331999194292,0.9926075268817204,299.1714802477793,0.9932795698924731,414.336,0.0,-1.246,-0.937,-0.829,-0.723,-0.107,0.297,0.621,0.108,-9999,1.0,1.0,1.0,1.0,0.757392,1.0,1.0,1.0,-9999,-1.67451,1.0,6.23484,0.998656,8.79315,0.186901,-5.80767,1.0,-8.19069,0.400228,0.288646,0.0611559,0.0104993,0.290552,0.297504,0.32999,0.0611559,0.0611559,0.0490591,0.893627,0.867159,0.875626,0.886847,0.598212,0.522395,0.569677,0.596421,0.739457,0.683724,0.693856,0.80481,0.327307,0.293685,0.320569,0.325962,-9999,-9999
202011,-9.904,1.0,33.1259,13.097,0.988194,232.654,1.0,1.2,1.0,92.004,0.999306,0.115,1.0,3.446,0.826389,0.22138431287413887,0.7916666666666666,-25.70985081329017,0.9979166666666667,24.827108894799053,0.9993055555555554,23.792433067375885,0.9993055555555554,7.868828309692674,0.9993055555555554,10.282995413197654,0.9979166666666667,263.16882535460985,0.9993055555555554,416.183,0.809722,-6.852,-5.488,-3.9,-2.116,-1.118,-0.016,0.556,0.117,-9999,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-9999,-4.36526,0.999306,5.07544,0.961111,7.15801,0.227974,-22.5912,0.983333,-31.8608,0.548537,0.50447,0.869444,0.00638815,0.45201,0.50447,0.510337,0.896528,0.869444,0.871528,0.398066,0.371073,0.398534,0.420107,-0.0603171,-0.101275,-0.090471,-0.0775446,0.347511,0.274345,0.31705,0.39401,0.0125404,0.00438362,0.00455982,0.00666854,-9999,-9999
202012,-14.026,1.0,8.6097,2.717,1.0,227.96,1.0,0.914,1.0,91.665,0.997312,0.032,1.0,3.674,0.602823,0.23818614215188594,0.5389784946236559,-29.721736457183212,0.9952956989247311,5.915913978494623,1.0,5.635900537634408,1.0,2.792069892473118,1.0,2.330053241224275,0.9959677419354839,256.42956989247307,1.0,418.558,0.981183,-7.654,-5.675,-3.916,-2.084,-0.095,-0.031,0.544,0.12,-9999,1.0,1.0,1.0,1.0,0.0678763,1.0,1.0,1.0,-9999,-13.2947,1.0,6.12263,0.944892,6.32139,0.271134,-23.2796,0.93078,-24.0353,0.565095,0.261466,0.86828,0.00537486,0.258724,0.262499,0.27706,0.86828,0.870968,0.879032,0.215472,0.221619,0.232219,0.247215,-0.0351625,-0.0467946,-0.0397381,-0.0349601,0.250837,0.21683,0.257592,0.290705,0.0,0.0,0.0,0.0,-9999,-9999
202101,-9.669,1.0,19.5513,7.317,1.0,235.477,1.0,1.43,1.0,91.605,1.0,0.016,1.0,3.311,0.653226,0.23489814471338782,0.5873655913978495,-32.83100706360101,0.9993279569892473,14.592560483870967,1.0,13.359173387096773,1.0,6.380577956989248,1.0,5.491908602150537,1.0,268.4727822580645,1.0,420.549,0.969758,-8.958,-6.937,-4.868,-2.724,-0.156,0.543,0.124,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-14.9284,1.0,4.51935,0.898522,4.57945,0.235652,-24.2607,0.981855,-24.5833,0.660339,0.449611,0.843414,0.00521966,0.403823,0.429324,0.455231,0.868952,0.864247,0.840054,0.288634,0.289099,0.313644,0.418016,-0.136365,-0.164929,-0.13852,0.00840715,0.256907,0.24459,0.265423,0.305945,0.012711,0.00523405,0.0129029,0.0259532,-9999,-9999
202102,-18.029,1.0,72.9275,36.375,0.99628,218.964,1.0,0.696,1.0,92.802,0.991815,0.07,1.0,2.934,0.805804,0.20340419684479588,0.7797619047619048,-12.591643463099157,0.9933035714285714,68.0618675595238,1.0,65.59417410714285,1.0,22.2391369047619,1.0,28.477267245936307,0.9970238095238094,240.5357886904762,1.0,422.555,1.0,-9.345,-7.358,-5.367,-3.292,-9999,0.558,0.13,-9999,-9999,1.0,1.0,1.0,1.0,-9999,0.755208,1.0,-9999,-9999,-12.3322,1.0,2.97827,0.973958,2.53423,0.177385,-14.0935,0.973214,-11.9922,0.772799,0.343364,0.912946,0.00559093,0.319487,0.338368,0.349263,0.924851,0.916667,0.915179,0.194458,0.192232,0.195476,0.235949,-0.134305,-0.147754,-0.13712,-0.0961351,0.21528,0.193463,0.207591,0.216317,0.00405723,0.0037016,0.0182629,0.0211478,-9999,-9999
202103,-13.56,0.998656,174.198,103.233,0.989919,213.775,0.998656,0.788,0.998656,92.617,0.99328,0.016,1.0,2.853,0.938844,0.15854903910022264,0.8944892473118279,-13.311527370478984,0.9973118279569891,215.23574718963832,0.9973118279569891,188.39765823558164,0.9973118279569891,59.71438782991203,0.9973118279569891,79.61672409579667,0.9973118279569891,252.62748044965787,0.9973118279569891,423.61,0.997312,-5.846,-4.657,-3.518,-2.262,-9999,-9999,0.135,-9999,-9999,0.998656,0.997984,0.997984,0.997984,-9999,-9999,0.998656,-9999,-9999,-7.59516,0.995968,0.256151,0.994624,0.176363,0.0548412,-10.102,0.99328,-6.95535,0.382936,0.194551,0.913306,0.0023713,0.191081,0.194201,0.196921,0.926075,0.916667,0.899194,0.205877,0.204225,0.212952,0.224888,0.0116116,0.0126607,0.0183921,0.025185,0.167831,0.152772,0.154871,0.16573,0.00158786,0.0,0.0,0.00158786,-9999,-9999
202104,-3.891,1.0,302.65,198.833,0.997917,232.972,1.0,2.944,1.0,93.379,0.977778,0.425,1.0,3.716,0.993056,0.18487012484995338,0.9750000000000001,8.774750000000001,1.0,416.5734357269503,0.9993055555555554,343.9145277777778,0.9993055555555554,70.98531914893617,0.9993055555555554,137.90736805555554,1.0,289.2423611111111,1.0,424.353,1.0,-1.418,-1.151,-1.049,-0.811,-9999,-9999,0.137,-9999,-9999,0.9625,0.963889,0.961806,0.961111,-9999,-9999,1.0,-9999,-9999,-2.07059,0.999306,4.92805,0.99375,5.51375,0.173664,-12.2031,0.993056,-13.6534,0.435549,0.347366,0.900694,0.00416976,0.312922,0.327135,0.34522,0.822222,0.864583,0.926389,0.352199,0.33867,0.339412,0.347095,-0.000930424,-0.00718095,0.00662021,0.0257878,0.642584,0.594903,0.950475,1.33672,0.019459,0.00811027,0.0157199,0.01694,-9999,-9999
202105,6.02,1.0,417.272,217.812,1.0,281.105,1.0,4.63,1.0,93.132,0.964382,0.507,1.0,3.14,0.976478,0.22924587013885375,0.9583333333333334,98.22764885037749,0.9993279569892473,462.38067976435593,0.9993279569892473,91.86746439601923,0.9993279569892473,101.54437529219261,0.9986559139784947,56.740138269274766,0.9993279569892473,347.29205130404944,0.9993279569892473,422.206,0.861559,8.405,8.005,7.173,4.772,-9999,-9999,0.146,-9999,-9999,0.976478,0.976478,0.976478,0.976478,-9999,-9999,1.0,-9999,-9999,4.53554,1.0,27.4456,0.988575,42.5184,0.331584,32.8583,1.0,50.9036,0.655371,0.107455,0.827285,0.0104279,0.0577962,0.080231,0.0940943,0.723118,0.834005,0.827957,0.821318,0.831271,0.900122,0.976977,0.749655,0.752366,0.815059,0.873361,1.42045,0.940429,1.02733,1.23907,0.915581,0.952975,1.04184,1.17884,-9999,-9999
202106,11.912,0.997222,476.468,216.446,0.997222,315.503,0.997222,6.114,0.997222,93.096,0.959722,1.783,1.0,3.296,0.990972,0.24660926460483915,0.9694444444444444,112.24698141534391,0.9930555555555556,458.96425635624223,0.9930555555555556,32.341510587639306,0.9930555555555556,109.82542913430146,0.9930555555555556,41.560933637284705,0.9930555555555556,380.1651715214455,0.9930555555555556,416.008,0.9875,14.446,13.916,13.237,11.023,-9999,-9999,0.152,-9999,-9999,0.997222,0.997222,0.997222,0.997222,-9999,-9999,0.997222,-9999,-9999,11.3312,0.996528,49.9495,0.995833,57.1925,0.468513,38.7675,0.996528,44.3891,0.552871,-1.12367,0.968056,0.0226488,-1.1327,-1.12068,-1.114,0.961111,0.96875,0.969444,2.03844,1.98224,2.02727,2.03844,3.14906,3.11001,3.13683,3.15631,2.51771,2.62625,3.00541,3.05839,3.79722,3.73899,4.02396,4.07864,-9999,-9999
202107,13.617,0.995968,449.381,196.422,0.995968,328.526,0.995968,6.535,0.993952,93.44,0.955645,1.14,0.947581,3.292,0.96707,0.25259863374416147,0.9482526881720431,99.88673544197736,0.9932795698924731,406.9096873690826,0.9932795698924731,25.677258239072756,0.9932795698924731,98.98763789973466,0.9932795698924731,38.96112231182796,0.9932795698924731,387.32369868035187,0.9932795698924731,408.35,0.840726,15.697,15.237,14.685,13.406,-9999,-9999,0.158,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,8.62795,0.999328,44.6908,0.99328,53.5171,0.37782,31.9435,0.995296,38.2522,0.496339,-1.27961,0.781586,0.0232566,-1.3851,-1.32249,-1.28019,0.787634,0.783602,0.782258,2.78895,2.50688,2.6912,2.80443,4.1246,3.78574,4.03076,4.11159,3.47222,3.0954,3.2934,3.45291,4.85445,4.74733,4.85977,4.96034,-9999,-9999
202108,10.001,1.0,350.868,125.874,1.0,339.514,1.0,3.617,1.0,93.083,0.961694,2.71,0.922715,2.764,0.915323,0.2151413950339736,0.8884408602150536,76.1239162948982,0.9979838709677419,261.60393817204306,1.0,21.52879704301075,1.0,83.49482526881721,1.0,24.518219657973003,0.9979838709677419,364.36249999999995,1.0,408.121,1.0,11.222,10.781,10.266,9.42,-9999,-9999,0.176,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,6.43625,1.0,23.8451,0.631048,37.1576,0.270281,16.8166,0.999328,26.2051,0.342028,0.270832,0.515457,0.0222647,-0.0115914,0.179362,0.300867,0.555108,0.535618,0.520833,2.63585,2.23512,2.63603,2.7161,2.51992,2.1265,2.38671,2.50969,2.92597,2.6364,2.89284,3.58092,3.62471,3.07542,3.31358,3.71536,-9999,-9999
202109,3.17,1.0,225.606,107.277,1.0,283.337,1.0,2.952,1.0,92.392,0.961806,0.867,1.0,2.966,0.969444,0.20355288642267133,0.9493055555555556,30.474930555555556,1.0,218.63800694444447,1.0,46.558055555555555,1.0,55.30361111111111,1.0,34.89317361111111,1.0,325.7372222222222,1.0,413.85,1.0,3.971,3.477,2.996,2.684,-9999,-9999,0.187,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,2.26919,1.0,13.9056,0.994444,18.9221,0.239334,7.41907,0.997222,10.0955,0.4012,0.719289,0.977778,0.00774414,0.655514,0.675132,0.700222,0.979167,0.960417,0.977778,1.38541,1.32767,1.39409,1.40447,0.689145,0.681447,0.693671,0.717699,1.48258,1.34584,1.42634,1.48997,0.802435,0.767746,0.813682,0.86,-9999,-9999
202110,-2.518,1.0,110.091,42.38,0.99664,276.046,1.0,1.479,1.0,91.715,0.978495,0.306,1.0,3.366,0.719758,0.21975972885563805,0.6754032258064516,-10.442818477514844,0.9966397849462364,81.82695359981301,0.9986559139784946,62.453396154745214,0.9986559139784946,33.40521271622254,0.9986559139784946,31.967434256661992,0.9973118279569891,293.72989130434786,0.9986559139784946,421.314,1.0,-2.068,-1.377,-1.027,-0.572,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-0.825211,1.0,5.07633,0.891801,3.72257,0.182503,-18.6279,0.964382,-13.6602,0.458844,0.681529,0.829301,0.00530584,0.649607,0.65633,0.669471,0.823925,0.83871,0.83871,0.598854,0.598769,0.614233,0.626887,-0.0726642,-0.0657558,-0.0432699,-0.0332035,0.513321,0.537612,0.552421,0.595791,0.0313315,0.0136109,0.0214226,0.0481536,-9999,-9999
202111,-19.208,1.0,34.7106,12.518,0.998611,218.461,1.0,0.447,1.0,92.168,0.976389,0.033,1.0,2.045,0.277778,-9999,-9999,-14.664068848950501,0.9944444444444444,17.75438888888889,0.9972222222222221,15.615934974747471,0.9972222222222221,12.30183712121212,0.9972222222222221,8.678823303066121,0.9944444444444444,233.85969696969698,0.9972222222222221,425.086,1.0,-6.684,-5.042,-3.599,-2.312,-9999,-9999,0.195,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-6.34083,1.0,4.22524,0.484028,3.15894,0.146458,-18.6659,0.811806,-13.9553,0.392168,0.375534,0.268056,0.00461298,0.363769,0.371945,0.373627,0.276389,0.268056,0.26875,0.169383,0.169203,0.169917,0.243561,-0.203115,-0.202799,-0.193153,-0.132301,0.170157,0.220399,0.233917,0.264244,0.000324291,0.0120185,0.0184016,0.0397739,-9999,-9999
202112,-13.89,0.994624,8.80509,3.987,0.995968,237.337,0.994624,0.514,0.994624,92.574,0.961694,0.645,1.0,4.2,0.762097,0.24085869807694377,0.7036290322580645,-17.791861473485213,0.9825268817204301,5.987972350230416,0.9865591397849462,4.642654569892473,0.9865591397849462,5.355357142857143,0.9865591397849462,1.6219361449308518,0.9831989247311828,254.74974078341015,0.9865591397849462,423.617,0.994624,-4.188,-3.114,-2.238,-1.346,-9999,-9999,0.194,-9999,-9999,0.994624,0.994624,0.994624,0.994624,-9999,-9999,0.994624,-9999,-9999,-8.02267,0.994624,3.98168,0.976478,3.03385,0.272724,-17.8708,0.979839,-13.6167,0.480745,0.326128,0.91129,0.0040448,0.324373,0.326702,0.340085,0.910618,0.91129,0.916667,0.269838,0.270481,0.290563,0.295434,-0.0590384,-0.055909,-0.0495221,-0.0345313,0.309443,0.302341,0.304504,0.307153,0.0130433,8.87493e-05,0.00148558,0.00356142,-9999,-9999
