TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20210716,20210722,16.468,1.0,445.091,210.081,1.0,336.233,1.0,8.017,1.0,93.504,0.979167,2.453,1.0,3.182,1.0,0.24230172973673117,0.9930555555555555,105.41718750000001,1.0,447.1032291666667,1.0,28.441458333333333,1.0,113.27777777777777,1.0,44.466909722222226,1.0,404.3770833333333,1.0,405.509,0.997024,19.094,18.426,17.859,16.355,-9999,-9999,0.158,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,9.39547,1.0,47.2771,0.997024,52.2335,0.820284,37.0138,1.0,40.8942,0.943346,-1.38719,0.991071,0.0492787,-1.57029,-1.50666,-1.42357,0.994048,0.994048,0.988095,3.40507,2.68753,3.20867,3.40507,4.8949,4.36453,4.6919,4.8949,4.41253,3.51215,3.69942,4.41253,5.80179,5.08691,5.25272,5.77295,-9999,-9999
20210723,20210729,12.003,0.982143,425.757,121.807,0.982143,351.322,0.982143,3.018,0.973214,93.594,0.869048,2.384,1.0,2.758,0.866071,0.22295668771728958,0.8368055555555555,57.76542478354978,0.9652777777777778,212.11321112914868,0.9652777777777778,12.326285624098125,0.9652777777777778,91.81946248196249,0.9652777777777778,18.05340277777778,0.9652777777777778,378.45890151515147,0.9652777777777778,407.962,0.988095,13.353,13.114,12.678,11.874,-9999,-9999,0.162,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,8.60848,1.0,27.0903,0.973214,40.8506,0.589091,15.0663,0.979167,22.7191,0.666948,-0.393588,0.958333,0.0486695,-0.648113,-0.517632,-0.441297,0.96131,0.96131,0.96131,3.39883,2.57356,3.22148,3.42112,3.87068,3.32364,3.68527,3.86556,4.20452,3.10751,3.62566,4.17292,4.02959,3.98899,4.23789,4.74751,-9999,-9999
20210730,20210805,17.9,1.0,403.428,243.194,1.0,335.653,1.0,9.817,1.0,93.51,0.958333,0.001,0.425595,2.69,1.0,0.21898162154150358,0.9652777777777777,137.58845005910166,0.9930555555555557,525.1915277777779,1.0,35.34003472222222,1.0,75.37534722222223,1.0,48.35357343380614,0.9930555555555557,402.33090277777774,1.0,410.721,1.0,19.84,18.859,17.814,16.055,-9999,-9999,0.169,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,10.2912,1.0,53.2412,1.0,66.7198,0.719841,43.2818,1.0,54.2391,0.862188,-1.23918,0.9375,0.0519787,-1.26254,-1.24222,-1.22334,0.940476,0.940476,0.883929,3.55388,2.73633,3.45346,3.55392,4.80044,3.92019,4.70072,4.8005,4.40835,3.61474,4.01164,4.79421,4.51654,4.58202,4.82678,5.35306,-9999,-9999
20210806,20210812,10.673,1.0,378.655,119.898,1.0,348.1,1.0,2.909,1.0,92.53,1.0,1.857,1.0,3.21,0.922619,0.2617330663395853,0.8993055555555555,78.84347222222222,1.0,256.2052777777778,1.0,16.806944444444444,1.0,95.43680555555555,1.0,22.778229166666666,1.0,369.9774305555556,1.0,408.422,1.0,11.546,11.409,11.1,10.528,-9999,-9999,0.173,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,6.79367,1.0,23.2194,0.9375,44.1596,0.524502,14.6915,1.0,27.941,0.780772,-0.702628,0.872024,0.0709403,-0.838861,-0.751563,-0.46101,0.883929,0.877976,0.889881,2.81152,2.40724,2.8117,2.88157,3.65775,3.21457,3.52143,3.58524,3.12844,2.92788,3.04814,4.01471,4.09418,4.07054,4.19562,4.7569,-9999,-9999
20210813,20210819,7.16,1.0,351.968,86.003,1.0,342.214,1.0,1.545,1.0,93.177,0.964286,3.857,1.0,2.716,0.857143,0.2424799829333634,0.8159722222222222,59.93430555555555,1.0,177.9945486111111,1.0,11.327604166666665,1.0,79.690625,1.0,15.854618055555555,1.0,350.78229166666665,1.0,405.85,1.0,7.959,7.776,7.576,7.192,-9999,-9999,0.177,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,5.0379,1.0,12.5397,0.214286,18.7537,0.496589,8.29859,0.997024,12.4109,0.643144,0.909709,0.133929,0.0639171,0.43905,0.691379,0.97125,0.214286,0.172619,0.0922619,2.40947,2.05398,2.40985,2.57311,1.88821,1.47382,1.55444,1.73179,2.66434,2.26713,2.53989,3.43275,2.74209,2.75172,2.96691,3.55556,-9999,-9999
20210820,20210826,8.131,1.0,323.865,94.088,1.0,343.236,1.0,1.972,1.0,93.011,0.9375,3.929,1.0,2.711,0.96131,0.2143833577696261,0.9375,62.993819444444455,1.0,201.9504861111111,1.0,13.077430555555553,1.0,79.41979166666665,1.0,17.22920138888889,1.0,356.23333333333335,1.0,408.17,1.0,9.332,8.958,8.553,7.76,-9999,-9999,0.181,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,6.14574,1.0,16.2846,0.383929,24.8675,0.527669,11.0954,1.0,16.9432,0.619262,1.1904,0.047619,0.0287966,0.771176,1.10467,1.1207,0.125,0.0625,0.047619,2.35794,1.91533,2.38997,2.48303,1.25103,1.07575,1.26863,1.38681,2.52791,1.92255,2.34674,3.13753,2.09704,2.16753,2.46025,2.99856,-9999,-9999
20210827,20210902,8.324,1.0,294.822,113.447,1.0,319.556,1.0,4.057,1.0,93.185,0.970238,2.357,1.0,2.671,0.883929,0.1628439708481993,0.795138888888889,60.09102024231678,0.9965277777777778,248.37472222222223,1.0,39.28746527777778,1.0,80.26354166666667,1.0,28.613269799054375,0.9965277777777778,349.18402777777777,1.0,408.964,1.0,9.167,8.646,7.822,6.826,-9999,-9999,0.181,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,4.66779,1.0,26.3797,0.830357,35.1279,0.622184,8.57853,1.0,11.4234,0.713497,0.781081,0.842262,0.0266542,0.478466,0.614878,0.707127,0.854167,0.776786,0.85119,2.23701,1.635,2.28131,2.32682,1.53838,1.14566,1.56537,1.66805,2.33579,1.82029,2.16893,3.16792,1.69942,1.7783,2.01896,2.66479,-9999,-9999
20210903,20210909,8.927,1.0,265.293,112.346,1.0,313.985,1.0,3.197,1.0,92.598,0.943452,2.357,1.0,2.599,0.940476,0.17456585306547334,0.9131944444444445,51.99892361111111,1.0,227.78996527777778,1.0,16.88340277777778,1.0,68.67291666666667,1.0,19.4334375,1.0,355.05243055555565,1.0,414.046,1.0,9.756,9.142,8.283,7.427,-9999,-9999,0.183,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,5.16746,1.0,19.6901,0.988095,26.5362,0.582879,15.2667,1.0,20.5748,0.855712,0.899631,0.985119,0.0206648,0.670326,0.773828,0.843794,0.839286,0.985119,0.985119,2.07919,1.98222,2.09479,2.12195,1.24104,1.24154,1.27819,1.31082,2.55581,2.31911,2.49867,2.55691,1.58987,1.66055,1.71755,1.80987,-9999,-9999
20210910,20210916,7.441,1.0,235.715,130.066,1.0,277.487,1.0,4.902,1.0,92.275,0.988095,0.857,1.0,3.616,1.0,0.2760221889200884,0.9687499999999999,41.90850694444445,1.0,270.4718055555556,1.0,20.28204861111111,1.0,51.838888888888896,1.0,25.789375000000003,1.0,344.3434027777777,1.0,411.317,1.0,7.554,7.045,6.019,5.121,-9999,-9999,0.185,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,2.68477,1.0,20.6385,1.0,27.1129,0.600629,11.2691,1.0,14.8043,1.05918,0.661191,0.985119,0.0149591,0.644227,0.661871,0.685731,0.985119,0.994048,0.985119,1.52403,1.52403,1.53339,1.55938,0.877666,0.860256,0.870619,0.877227,1.39885,1.06299,1.29259,1.38341,0.711351,0.719246,0.835542,0.890239,-9999,-9999
20210917,20210923,-0.61,1.0,206.518,87.264,1.0,276.263,1.0,1.814,1.0,92.478,0.985119,0.429,1.0,3.369,0.9375,0.24253158872507,0.923611111111111,27.776875,1.0,183.3959027777778,1.0,42.05097222222223,1.0,50.571875000000006,1.0,29.69694444444444,1.0,312.27534722222225,1.0,413.428,1.0,0.465,0.292,0.003,-0.177,-9999,-9999,0.189,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,0.135281,1.0,10.0526,0.988095,15.2414,0.416405,6.90069,0.988095,10.4627,0.690293,0.613693,0.985119,0.0114041,0.613693,0.630241,0.649653,0.985119,0.985119,0.946429,0.922214,0.916683,0.920716,0.949134,0.306247,0.291973,0.302181,0.309939,0.876263,0.862023,0.877386,0.889792,0.306683,0.306683,0.317629,0.326224,-9999,-9999
20210924,20210930,-5.835,1.0,178.123,103.067,1.0,254.164,1.0,0.755,1.0,92.188,0.919643,0.071,1.0,2.192,0.991071,0.13368820603452908,0.96875,7.3933333333333335,1.0,206.52850694444444,1.0,117.74562500000002,1.0,51.48993055555555,1.0,70.799375,1.0,285.6652777777778,1.0,416.956,1.0,-4.197,-4.916,-4.541,-3.588,-9999,-9999,0.192,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-0.0859969,1.0,0.356809,1.0,0.338048,0.242518,0.195288,1.0,0.18502,0.681345,0.673956,0.949405,0.0108574,0.643837,0.666347,0.673956,0.943452,0.940476,0.949405,0.695712,0.69699,0.701116,0.70579,0.0264854,0.0278512,0.0397968,0.0478377,0.79271,0.779331,0.790825,0.814282,0.0908813,0.0518023,0.065672,0.0771038,-9999,-9999
20211001,20211007,-2.176,1.0,150.947,53.353,1.0,282.514,1.0,1.313,1.0,92.366,0.973214,0.0,1.0,4.013,0.991071,0.2557744829079957,0.96875,-2.4228472222222224,1.0,119.87906249999999,1.0,67.51965277777778,1.0,40.5125,1.0,40.378993055555554,1.0,295.84270833333335,1.0,417.871,1.0,-2.109,-1.487,-1.236,-0.882,-9999,-9999,0.193,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-0.0447809,1.0,2.42499,1.0,0.584882,0.335256,-7.14679,1.0,-1.72373,0.788645,0.751965,0.979167,0.012286,0.729353,0.745829,0.751965,0.979167,0.967262,0.979167,0.74756,0.728923,0.740281,0.74756,-0.00500505,-0.0123945,-0.00508642,-0.000597257,0.690272,0.693746,0.701771,0.729217,0.00814839,0.00592361,0.00961146,0.0147576,-9999,-9999
20211008,20211014,-2.12,1.0,125.394,46.994,1.0,281.5,1.0,1.192,1.0,91.43,0.991071,0.143,1.0,2.431,0.565476,0.17283417804179985,0.6458333333333334,-8.503958333333333,1.0,102.46756944444446,1.0,74.17621527777777,1.0,41.703472222222224,1.0,35.45552083333333,1.0,299.78541666666666,1.0,422.574,1.0,-1.395,-0.846,-0.601,-0.28,-9999,-9999,0.193,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-0.417117,1.0,2.4504,0.702381,1.76088,0.361071,-12.3682,0.910714,-8.88789,0.79433,0.720887,0.571429,0.0135224,0.687644,0.70919,0.722169,0.511905,0.577381,0.568452,0.709519,0.711448,0.726807,0.746695,0.000555814,-0.00102649,0.0200425,0.040837,0.497631,0.491686,0.527515,0.547032,0.00816162,0.00738252,0.0094839,0.0304815,-9999,-9999
20211015,20211021,-1.952,1.0,101.846,45.678,0.985119,266.802,1.0,2.004,1.0,91.791,1.0,0.071,1.0,2.933,0.702381,0.21169838121550033,0.6284722222222222,-14.042572399527186,0.9965277777777777,82.18267361111111,1.0,75.00548611111111,1.0,31.91076388888889,1.0,35.851284722222225,1.0,288.8486111111111,1.0,420.47,1.0,-2.466,-1.564,-1.077,-0.535,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-1.06844,1.0,4.53999,0.827381,4.54763,0.372536,-21.2214,0.940476,-21.2571,0.961718,0.625754,0.714286,0.0116973,0.580973,0.599089,0.629581,0.738095,0.738095,0.71131,0.513327,0.513404,0.544497,0.578473,-0.085637,-0.0688486,-0.0560932,-0.0468593,0.467461,0.480746,0.486526,0.560956,0.0163467,0.0164017,0.0195553,0.0577122,-9999,-9999
20211022,20211028,-4.533,1.0,80.6451,26.559,1.0,281.5,1.0,0.963,1.0,91.124,0.940476,1.071,1.0,2.064,0.5625,0.10528351957298959,0.5868055555555556,-8.51336956521739,0.9930555555555555,41.15314915458937,0.9930555555555555,47.249699577294685,0.9930555555555555,23.529362922705317,0.9930555555555555,22.18311896135266,0.9930555555555555,291.3794384057971,0.9930555555555555,424.87,1.0,-2.291,-1.575,-1.138,-0.562,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-1.35295,1.0,1.62902,0.991071,1.01044,0.339453,-14.5746,0.991071,-9.0402,1.10475,0.659326,0.979167,0.00729243,0.550473,0.595162,0.652358,0.973214,0.991071,0.991071,0.441864,0.439216,0.455706,0.495172,-0.211706,-0.207875,-0.154192,-0.0838213,0.42708,0.46647,0.479441,0.548506,0.0200993,0.0159347,0.0204869,0.068162,-9999,-9999
20211029,20211104,-0.808,1.0,62.0723,28.45,1.0,262.399,1.0,2.191,1.0,91.795,1.0,0.143,1.0,5.65,0.842262,0.3730412292613241,0.6354166666666666,-23.12519799054373,0.9965277777777777,58.083125,1.0,39.243784722222216,1.0,21.366319444444443,1.0,20.317963947990545,0.9965277777777777,297.2725694444444,1.0,420.922,1.0,-1.536,-1.036,-0.824,-0.432,-9999,-9999,0.195,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-1.21811,1.0,24.5994,0.994048,19.1373,0.578438,-58.963,0.994048,-45.8709,1.26608,0.621588,0.994048,0.00761977,0.56849,0.591654,0.621454,0.994048,0.994048,0.994048,0.551077,0.543202,0.551358,0.584247,-0.0705216,-0.0689115,-0.0301551,-0.0229693,0.636778,0.571608,0.581456,0.605784,0.0291778,0.0278128,0.0318684,0.0424462,-9999,-9999
20211105,20211111,-13.54,1.0,46.3201,12.929,1.0,249.015,1.0,0.329,1.0,92.233,0.973214,0.071,1.0,1.799,0.1875,-9999,-9999,-10.155104166666668,1.0,22.343125,1.0,19.24673611111111,1.0,14.065972222222221,1.0,9.849375,1.0,260.5322916666666,1.0,426.475,1.0,-4.846,-3.614,-2.573,-1.541,-9999,-9999,0.195,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-1.09626,1.0,2.42077,0.431548,1.6924,0.266508,-15.9562,0.440476,-11.1552,0.922959,0.473513,0.446429,0.00668269,0.45119,0.458153,0.470884,0.458333,0.455357,0.446429,0.256885,0.256628,0.257663,0.351942,-0.213598,-0.213121,-0.190397,-0.115774,0.242542,0.324623,0.347626,0.394367,0.0177583,0.0169315,0.0213392,0.0551802,-9999,-9999
20211112,20211118,-22.172,1.0,33.4698,11.864,1.0,222.148,1.0,0.194,1.0,92.877,0.946429,0.0,1.0,1.96,0.241071,-9999,-9999,2.061404671717171,0.9861111111111112,12.78,0.9861111111111112,13.149362373737373,0.9861111111111112,12.41126893939394,0.9861111111111112,9.733011363636363,0.9861111111111112,222.94362373737374,0.9861111111111112,426.273,1.0,-8.852,-6.898,-5.029,-3.439,-9999,-9999,0.195,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-5.34916,1.0,1.72855,0.196429,0.723464,0.254462,-18.7916,0.866071,-7.865,0.867406,0.301229,0.0,0.0120121,0.300213,0.300603,0.30105,0.0,0.0,0.0,0.0918316,0.0916337,0.0924882,0.181972,-0.207886,-0.208758,-0.207886,-0.120139,0.0300885,0.142041,0.177981,0.19589,0.0118875,0.0113114,0.0186829,0.0424232,-9999,-9999
20211119,20211125,-26.005,1.0,23.4739,10.295,0.994048,175.185,1.0,0.168,1.0,92.12,0.988095,0.0,1.0,1.633,0.27381,-9999,-9999,-31.05069444444445,1.0,12.316076388888888,1.0,13.138333333333334,1.0,8.851041666666669,1.0,6.916944444444444,1.0,204.18506944444445,1.0,424.355,1.0,-8.399,-6.138,-4.255,-2.623,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-10.0988,1.0,0.163769,0.294643,0.0689669,0.162457,-9.00835,0.994048,-3.79363,0.360608,0.267994,0.0,0.012605,0.263546,0.266404,0.275039,0.0,0.0,0.0,0.0466199,0.0464757,0.0470545,0.113337,-0.217159,-0.221999,-0.217261,-0.158994,0.00868467,0.0844291,0.109176,0.118443,0.00687709,0.00653347,0.0111356,0.0298339,-9999,-9999
20211126,20211202,-27.423,1.0,16.1515,7.083,1.0,194.347,1.0,0.173,1.0,91.952,0.991071,0.0,1.0,1.747,0.238095,-9999,-9999,-13.89082175925926,0.9895833333333334,6.698715277777777,1.0,8.25701388888889,1.0,9.469444444444443,1.0,3.675398148148149,0.9895833333333334,207.82326388888887,1.0,424.973,1.0,-8.143,-6.274,-4.471,-2.97,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-14.0609,1.0,1.02074,0.872024,0.0603424,0.225608,-5.6522,0.89881,-0.334137,0.484373,0.280861,0.175595,0.0100298,0.275077,0.277562,0.289405,0.172619,0.172619,0.199405,0.0335674,0.0334311,0.0339174,0.0898077,-0.241428,-0.248488,-0.24151,-0.19267,0.00391595,0.0657981,0.0850699,0.092411,0.00242315,0.00221596,0.00449713,0.0176243,-9999,-9999
20211203,20211209,-11.866,1.0,11.2066,4.421,1.0,225.199,1.0,1.035,1.0,91.937,1.0,0.0,1.0,5.163,0.872024,0.30498583727231093,0.8125,-30.022467494089835,0.9965277777777777,7.479166666666667,1.0,5.5872222222222225,1.0,6.120138888888889,1.0,2.5101285460992906,0.9965277777777777,252.4993055555556,1.0,422.328,1.0,-4.867,-3.537,-2.576,-1.583,-9999,-9999,0.194,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-11.0713,1.0,12.7507,0.925595,9.9855,0.827371,-35.8551,0.940476,-28.0792,1.79006,0.335905,0.880952,0.00996132,0.335033,0.337381,0.34361,0.877976,0.880952,0.904762,0.296615,0.297406,0.300583,0.334195,-0.0377959,-0.0408194,-0.0378853,-0.00533057,0.293173,0.347362,0.351355,0.366452,8.1775e-05,7.39066e-05,0.000156896,0.0112852,-9999,-9999
20211210,20211216,-23.513,1.0,8.27942,4.148,1.0,194.818,1.0,0.334,1.0,92.199,1.0,0.0,1.0,3.681,0.815476,0.2155113954353082,0.6284722222222222,-27.256578014184395,0.9965277777777777,6.403715277777779,1.0,4.729444444444444,1.0,5.999305555555556,1.0,1.9018055555555555,1.0,209.0815972222222,1.0,424.444,1.0,-6.365,-4.587,-3.091,-1.797,-9999,-9999,0.193,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-12.8566,1.0,0.223785,1.0,0.344778,0.145887,-6.46305,1.0,-9.9574,0.528648,0.269746,1.0,0.00893257,0.264418,0.267229,0.27802,1.0,1.0,1.0,0.102539,0.102539,0.129195,0.144807,-0.162562,-0.16254,-0.142515,-0.122707,0.0781585,0.179194,0.188589,0.192371,0.0,0.0,0.0,0.0,-9999,-9999
20211217,20211223,-8.183,1.0,7.03913,3.432,1.0,262.201,1.0,0.48,1.0,93.266,1.0,0.0,1.0,3.829,1.0,0.2006914905350147,0.9791666666666666,-15.203958333333333,1.0,5.206631944444444,1.0,4.1750694444444445,1.0,4.636111111111111,1.0,1.2960069444444444,1.0,277.8430555555555,1.0,423.562,1.0,-4.038,-3.162,-2.336,-1.419,-9999,-9999,0.193,-9999,-9999,1.0,1.0,1.0,1.0,-9999,-9999,1.0,-9999,-9999,-6.54,1.0,0.858489,1.0,0.605449,0.668246,-12.0441,1.0,-8.49408,0.685148,0.305247,0.997024,0.00841377,0.295507,0.300381,0.322746,1.0,0.997024,0.997024,0.307692,0.305754,0.316656,0.349554,0.0101486,0.00684733,0.0145056,0.020546,0.293435,0.378608,0.393892,0.411393,0.0,0.0,0.0,0.0,-9999,-9999
20211224,20211231,-9.359,0.979167,7.39914,3.312,0.984375,273.163,0.979167,0.321,0.979167,92.794,0.851562,2.5,1.0,4.699,0.403646,-9999,-9999,-6.194082700713136,0.9315476190476192,4.948282312925171,0.9404761904761906,4.068214285714285,0.9404761904761906,4.293069727891156,0.9404761904761906,0.8921812456866806,0.9315476190476192,287.5238520408163,0.9404761904761906,423.951,0.979167,-0.912,-0.682,-0.59,-0.3,-9999,-9999,0.195,-9999,-9999,0.979167,0.979167,0.979167,0.979167,-9999,-9999,0.979167,-9999,-9999,-1.03609,0.979167,2.98514,0.973958,1.18695,0.471818,-20.6406,0.973958,-8.2071,0.640828,0.40066,0.979167,0.00570161,0.40066,0.411183,0.424427,0.979167,0.960938,0.960938,0.414658,0.405825,0.410525,0.423257,-0.00975874,-0.00715575,-0.000648839,0.00767743,0.615732,0.314848,0.326464,0.333359,0.0,0.0,0.0,0.0,-9999,-9999
