TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
202006,10.972,1.0,486.186,233.518,1.0,309.907,1.0,6.81,1.0,78.623,0.989583,1.693,0.688194,2.222,0.986806,0.45920496590265286,0.9770833333333333,138.77167987460172,0.9979166666666667,483.690031182547,0.9979166666666667,23.478169319817038,0.9979166666666667,110.89899154589374,0.9986111111111112,25.943671195652175,0.9986111111111112,378.22824275362314,0.9986111111111112,424.129,0.339583,11.16,11.038,10.323,9.854,8.967,8.636,7.654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.913,32.892,4.712,9.518,27.7,26.598,0.986806,0.897917,0.995833,0.990278,0.985417,0.986111,2.22999,1.0,55.6389,0.0847222,70.1524,0.649674,60.4645,0.0826389,76.2367,1.00962,0.406827,0.0,-9999,0.0904008,0.365227,0.426334,0.0,0.0,0.0,1.54403,1.38628,1.4809,1.54403,1.1788,1.0801,1.1788,1.27708,8.25556,8.25556,8.79518,10.3222,4.03078,3.91718,4.09404,5.09548,-9999,-9999
202007,15.763,1.0,470.191,305.715,1.0,305.91,1.0,11.332,1.0,78.947,0.977823,1.189,0.81922,2.193,0.990591,0.4394129889702121,0.9771505376344086,171.15741949948443,0.9952956989247311,621.2183351921756,0.9979838709677419,-9999,-9999,66.95063057652712,0.9993279569892473,34.696037186379925,0.9979838709677419,406.7675403225806,0.9979838709677419,419.402,0.94422,14.133,13.852,12.766,12.067,11.11,10.601,9.556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.148,12.979,1.845,2.997,10.907,14.782,0.991935,1.0,0.987231,1.0,0.993952,0.994624,2.66038,1.0,59.0168,0.0,68.1499,-9999,92.8994,0.0,107.276,-9999,0.217557,0.0,-9999,-0.142115,0.197082,0.250686,0.0,0.0,0.0,1.49407,1.34519,1.42054,1.47416,1.27347,1.18384,1.28654,1.47356,10.1546,9.88679,10.7889,11.6194,3.81058,3.75858,3.9517,4.44021,-9999,-9999
202008,16.884,1.0,413.208,242.031,1.0,314.011,1.0,13.171,1.0,78.977,0.97379,0.966,0.789651,2.061,0.992608,0.40501218978429937,0.9798387096774193,115.60970517350854,0.9932795698924731,472.51319205118307,0.9879032258064516,27.114589157706096,0.9979838709677419,73.98868279569892,0.9979838709677419,27.927439964157703,0.9979838709677419,410.83973566308254,0.9979838709677419,422.345,0.765457,15.134,14.868,13.884,13.314,12.501,12.029,11.086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.352,6.956,0.984,1.621,5.779,11.441,0.999328,0.998656,0.99328,0.998656,0.994624,0.984543,1.61662,0.998656,38.1581,0.293683,39.9148,0.704727,74.8081,0.321237,78.2522,1.13097,0.0811093,0.0,-9999,-0.23269,0.0574746,0.211831,0.0,0.0,0.0,1.35095,1.23411,1.28077,1.32723,1.18324,1.10417,1.2075,1.47632,9.24894,8.93279,9.75756,10.9761,2.50834,2.39446,2.61881,2.95701,-9999,-9999
202009,11.684,0.977083,329.484,203.245,0.976389,280.783,0.976389,10.264,0.977083,79.131,0.938889,0.802,0.610417,2.134,0.975694,0.39733333412092303,0.9590277777777777,72.79240979708761,0.9715277777777778,362.1136963054839,0.9618055555555556,22.944525908119655,0.9736111111111111,55.07239471920367,0.9395833333333332,22.294446848290594,0.9736111111111111,373.9735016025641,0.9736111111111111,425.196,0.0,9.046,9.289,9.396,9.711,9.576,9.855,9.503,0.986111,0.986111,0.986111,0.986111,0.986111,0.985417,0.986111,1.075,5.811,0.86,1.301,5.015,10.482,0.984028,0.981944,0.96875,0.963889,0.916667,0.952083,-0.256152,0.961806,17.7474,0.734722,18.5645,0.297864,53.3836,0.897222,55.8413,0.796614,0.437251,0.0,-9999,0.417859,0.437251,0.452479,0.0,0.0,0.0,1.10143,1.02887,1.06049,1.08186,0.674662,0.581545,0.622917,0.663017,5.21389,5.27197,5.80856,6.81983,1.76557,1.74291,1.79635,2.15014,-9999,-9999
202010,2.578,1.0,236.642,132.379,1.0,269.741,1.0,4.53,1.0,78.722,0.985215,1.136,0.285618,2.311,0.96707,0.4611046741558298,0.9549731182795699,45.436800105438,0.9966397849462364,267.09077698669665,0.9771505376344085,41.62570754130484,0.9966397849462364,51.06155410412502,0.9979838709677418,24.827019200163132,0.9966397849462364,328.61973437826384,0.9966397849462364,422.087,0.0,2.933,3.542,4.417,5.372,5.722,6.556,6.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,6.189,1.304,1.387,4.687,10.315,0.985887,0.987231,1.0,0.985215,0.948253,0.992608,-2.30294,0.993952,8.92724,0.0,9.33824,0.65981,16.6592,0.99664,17.4262,0.762127,0.434778,0.0,-9999,0.441922,0.445292,0.465183,0.0,0.0,0.0,0.803822,0.775518,0.795873,0.809207,0.358656,0.319715,0.343152,0.361474,2.09531,2.08496,2.4387,3.58352,0.949842,0.89279,0.974626,1.25,-9999,-9999
202011,-3.344,1.0,160.154,91.303,1.0,248.465,1.0,2.291,1.0,78.536,0.978472,1.07,0.0756944,1.883,0.910417,0.4035743723559038,0.9027777777777779,17.4453479441357,0.9833333333333333,184.95384425201524,0.9638888888888889,51.92528805936944,0.9833333333333333,39.09926859721769,0.9833333333333333,25.381597135955836,0.9833333333333333,295.1416334995096,0.9833333333333333,420.176,0.0,-0.796,-0.097,0.82,1.886,2.353,3.35,3.63,1.0,1.0,1.0,0.998611,0.998611,0.998611,0.999306,6.095,6.78,3.946,5.776,4.409,10.968,0.851389,0.814583,0.972222,0.982639,0.886806,0.985417,-3.36335,0.995833,4.00047,0.0791667,5.96684,0.10679,-3.7583,0.989583,-5.60563,0.609775,0.411171,0.0,-9999,0.417546,0.423289,0.435829,0.0,0.0,0.0,0.587196,0.573966,0.607214,0.617204,0.168681,0.156757,0.177206,0.187676,0.950853,1.0005,1.39233,1.90905,0.407465,0.370465,0.423976,0.593206,-9999,-9999
202012,-6.948,1.0,125.361,68.082,1.0,240.422,1.0,1.218,1.0,78.687,0.865591,0.839,0.015457,1.734,0.670699,0.22882534913936092,0.6182795698924732,7.651101090908346,0.9005376344086022,138.33630864927616,0.8924731182795701,47.058281268207736,0.8998655913978495,29.869102580551417,0.9005376344086022,22.06719230693132,0.9005376344086022,278.0542423262457,0.9005376344086022,420.018,0.55914,-3.295,-2.635,-1.756,-0.635,-0.143,0.951,1.329,1.0,0.999328,0.998656,0.997312,0.995968,0.997312,0.999328,1.917,5.956,1.579,3.597,4.307,11.261,0.717742,0.300403,0.821237,0.835349,0.534274,0.600806,-3.27879,0.93414,4.37847,0.895833,7.05836,0.116354,-3.17869,0.914651,-5.12425,0.506419,0.406096,0.37836,0.00675971,0.4185,0.426757,0.439049,0.379704,0.380376,0.364919,0.45123,0.444148,0.457847,0.477077,0.0358422,0.0221438,0.0313834,0.0439969,0.571535,0.584972,0.765254,0.863281,0.0787512,0.0707386,0.0823518,0.117873,-9999,-9999
202101,-7.075,1.0,142.83,77.905,1.0,245.806,1.0,0.999,1.0,78.477,0.926075,0.96,0.0,1.851,0.88172,0.3629790945629177,0.8575268817204302,16.310039981789124,0.9556451612903226,166.68757786637545,0.9509408602150538,63.107656499269126,0.9556451612903226,41.37924091967349,0.9556451612903226,29.19776346939376,0.9556451612903226,279.5417738829148,0.9556451612903226,420.944,0.993952,-3.293,-2.808,-2.369,-1.537,-1.228,-0.26,0.029,1.0,1.0,0.999328,0.997984,0.997312,0.998656,0.995968,1.784,6.548,1.189,2.369,4.311,10.798,0.508065,0.0,0.567204,0.434812,0.127016,0.585349,-2.17874,0.991935,4.77083,0.987903,7.69087,0.212432,1.80276,0.991935,2.90615,0.601461,0.343912,0.873656,0.00506382,0.333751,0.3424,0.344354,0.844758,0.872312,0.872312,0.193478,0.229626,0.233836,0.23894,-0.12248,-0.112924,-0.109086,-0.0982833,0.4015,0.383939,0.401534,0.405839,0.0181551,0.0106497,0.0159301,0.0186885,-9999,-9999
202102,-10.372,1.0,205.888,113.08,1.0,240.688,1.0,0.898,1.0,77.961,0.927083,1.755,0.0,2.409,0.90997,0.4743065944357955,0.8898809523809526,34.4985838675894,0.941220238095238,243.18562541369602,0.9278273809523808,112.99392775177962,0.9404761904761905,77.06206604010615,0.941220238095238,51.036069976179746,0.941220238095238,270.87086871198795,0.941220238095238,422.307,0.994792,-3.055,-2.603,-2.266,-1.543,-1.359,-0.511,-0.354,0.99628,0.993304,0.997024,0.993304,0.994792,0.994792,0.997024,2.865,6.475,1.321,2.035,11.684,12.1,0.341518,0.000744048,0.672619,0.415179,0.0,0.668899,-1.77251,0.868304,7.08748,0.99256,-9999,0.210628,12.1848,0.99628,-9999,0.672501,0.354018,0.970238,0.00546548,0.344176,0.35362,0.373612,0.968006,0.970238,0.968006,0.288515,0.279532,0.287148,0.298653,-0.0594229,-0.0793038,-0.0726872,-0.0668591,0.325192,0.322885,0.33593,0.350673,0.0089622,0.00915324,0.0125727,0.0169669,-9999,-9999
202103,-2.557,1.0,295.739,197.076,1.0,244.939,1.0,2.301,1.0,78.353,0.952957,1.026,0.0,1.978,0.939516,0.40357472318844695,0.9254032258064515,63.524319642781236,0.9919354838709676,412.36779324533086,0.9697580645161289,176.82798743040505,0.9919354838709676,84.06723564537383,0.9919354838709676,77.58255081495177,0.9919354838709676,298.5625698605976,0.9919354838709676,422.712,0.993952,-1.659,-1.33,-1.321,-0.799,-0.833,-0.174,-0.213,0.999328,0.999328,0.999328,0.997312,0.999328,0.999328,1.0,9.954,9.472,4.714,8.093,14.08,22.088,0.189516,0.0752688,0.140457,0.061828,0.0497312,0.131048,-0.731868,0.421371,15.5541,0.99328,22.2562,0.331107,30.5556,0.995296,43.7215,0.983979,0.637667,0.866935,0.00643161,0.617291,0.629778,0.632916,0.902554,0.899866,0.870968,0.631158,0.609478,0.64809,0.660523,0.0110674,-0.024489,0.0181623,0.025598,0.832346,0.821686,0.866181,1.1051,0.105657,0.10288,0.126082,0.316064,-9999,-9999
202104,0.431,0.997222,387.789,243.701,0.997222,253.346,0.997222,3.439,0.997222,78.457,0.922917,0.911,0.0,2.09,0.938194,0.4028019530948386,0.913888888888889,129.24859245945208,0.9402777777777779,512.6423521975998,0.9305555555555556,98.81148021443822,0.9402777777777779,93.59928149561583,0.9402777777777779,50.340406739811904,0.9402777777777779,321.9598046147381,0.9402777777777779,423.014,0.9875,0.546,0.574,0.16,0.414,0.227,0.767,0.572,0.995139,0.996528,0.990278,0.990278,0.994444,0.993056,0.990972,13.891,11.223,10.462,17.287,22.316,32.967,0.618056,0.107639,0.486806,0.439583,0.747222,0.699306,1.538,0.974306,26.6007,0.988194,38.0626,0.41129,60.6701,0.986111,86.812,0.954187,0.624335,0.90625,0.0137795,0.626464,0.629991,0.646055,0.907639,0.921528,0.895139,0.8506,0.845431,0.860287,0.878931,0.231952,0.213796,0.22478,0.235652,1.34426,1.20886,1.31011,1.34449,0.557916,0.434673,0.531751,0.562293,-9999,-9999
202105,5.807,0.995968,455.898,260.528,0.995968,283.75,0.995968,4.775,0.995968,78.582,0.965054,1.544,0.0,2.173,0.887097,0.43582178529041693,0.8588709677419355,156.22912727910236,0.9919354838709677,544.1609877208948,0.9852150537634408,34.03513015502372,0.9905913978494625,109.64731474988314,0.9919354838709677,29.618584911173443,0.9919354838709677,356.83554640018696,0.9919354838709677,422.816,0.533602,6.897,6.711,5.758,5.248,4.344,4.299,3.52,0.995968,0.995968,0.995968,0.995968,0.995968,0.995968,0.995968,11.528,9.869,9.866,18.76,37.396,35.385,0.759409,0.0,0.717742,0.567876,0.965054,0.750672,5.11897,0.99328,44.0796,0.991935,53.6738,0.483649,80.264,0.994624,97.734,0.897286,0.168356,0.488575,0.0757096,0.0575644,0.154858,0.180909,0.484543,0.486559,0.488575,3.0615,2.73724,3.0615,3.16906,2.98024,2.64315,2.98024,3.01483,2.6653,2.34566,2.65675,2.77287,2.85699,2.72039,2.85296,2.93744,-9999,-9999
202106,16.147,0.999306,485.949,331.631,1.0,304.585,0.999306,12.872,0.999306,78.844,0.913889,0.34,0.0,2.209,0.913889,0.45827203963734603,0.8930555555555555,195.07635361858837,0.9527777777777777,739.1653084043081,0.7534722222222222,37.01941777183256,0.7520833333333333,74.5376181258355,0.954861111111111,38.61800821694175,0.9541666666666667,411.08968909834135,0.954861111111111,422.601,0.984028,14.533,13.981,12.407,11.296,9.913,9.425,8.314,0.998611,0.999306,0.998611,0.998611,0.999306,0.999306,0.997222,4.292,9.389,3.968,8.365,23.709,25.262,0.971528,0.0368056,0.994444,0.903472,0.921528,0.720833,5.8889,0.99375,75.3398,0.988194,87.0216,0.729202,84.3555,0.985417,97.4351,1.02827,-0.289287,0.85625,0.0769838,-0.405786,-0.334334,-0.291163,0.873611,0.869444,0.85625,4.83621,4.44564,4.68344,4.84916,5.14452,4.82229,4.92263,5.1382,4.4177,4.16902,4.30942,4.41149,5.16259,5.01392,5.07121,5.16097,-9999,-9999
202107,18.489,0.997984,471.395,262.974,0.997984,326.579,0.997984,13.777,0.997984,79.179,0.905914,0.848,0.00134409,1.88,0.939516,0.35532622862591895,0.928763440860215,139.61399768563385,0.9428763440860213,-9999,-9999,-9999,-9999,105.54121760606724,0.9448924731182794,30.97132706577972,0.9448924731182794,421.4155924233035,0.9448924731182794,425.595,0.477823,16.667,16.213,14.828,13.803,12.454,11.921,10.873,0.997984,0.997984,0.997984,0.997312,0.997984,0.997984,0.995296,1.434,7.731,1.138,2.019,7.092,13.001,0.989247,0.702957,0.977823,0.9375,0.984543,0.987231,3.33452,0.992608,45.2703,0.974462,49.0202,0.567794,75.5422,0.986559,81.7996,0.900451,0.0734047,0.382392,0.0675336,-0.0362555,0.034748,0.0837007,0.387769,0.405914,0.382392,4.45874,4.38239,4.75918,5.04838,4.45228,4.26465,4.49956,4.97004,4.5741,2.85066,4.5741,4.74979,3.97698,3.12853,3.98064,4.04201,-9999,-9999
202108,14.27,1.0,415.572,229.949,1.0,312.88,1.0,9.359,1.0,78.901,0.9375,1.41,0.865591,1.983,0.928091,0.4017523646975573,0.9146505376344085,128.42242651469616,0.9543010752688171,537.8532470208175,0.6384408602150538,26.735847673444876,0.6424731182795699,91.08924918637784,0.9563172043010751,25.95690201428227,0.9576612903225805,394.46954085002903,0.9556451612903225,419.1,0.897177,13.983,14.037,13.552,13.278,12.484,12.29,11.571,1.0,1.0,1.0,1.0,1.0,0.998656,0.999328,3.206,7.719,3.113,5.797,6.269,13.568,0.998656,0.969086,0.983199,0.980511,0.990591,0.999328,0.966076,0.995968,52.2671,0.997312,64.099,0.641686,46.5379,0.997312,57.0729,0.74403,0.476776,0.850806,0.0301319,0.476776,0.514458,0.569503,0.850806,0.860887,0.857527,4.67109,3.53502,4.29502,4.6116,4.01449,3.07758,3.75105,4.09591,5.06557,3.72788,4.88812,5.25196,4.11117,3.64405,3.91648,4.17324,-9999,-9999
202109,11.527,0.990972,332.495,208.757,0.990972,282.81,0.990278,9.548,0.990278,78.932,0.935417,0.74,0.993056,2.04,0.946528,0.4129332366936666,0.9229166666666668,86.31854013921493,0.9729166666666668,387.90247575412855,0.7729166666666667,21.847925360238833,0.7729166666666667,59.99313801337679,0.9777777777777779,22.367745473547362,0.9743055555555556,374.28072108522935,0.9743055555555556,417.706,0.582639,9.396,9.714,9.862,10.13,9.884,10.157,9.884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.709,7.415,1.475,2.97,6.056,13.407,0.995833,0.956944,0.972222,0.938889,0.904167,1.0,-0.70519,0.981944,30.5646,0.429167,39.694,0.462948,47.8037,0.940278,62.0823,0.793128,0.0157976,0.202083,0.0314078,-0.0806824,0.0162559,0.144671,0.263194,0.200694,0.209722,1.64244,1.28063,1.51833,1.60346,1.4544,1.29631,1.44976,1.48446,1.22422,1.23255,1.31018,1.52114,1.22123,1.27318,1.37319,1.41755,-9999,-9999
202110,3.81,0.997984,239.579,109.946,0.997312,289.774,0.997984,3.527,0.997984,78.582,0.943548,1.211,0.982527,1.929,0.881048,0.3889657484633931,0.8534946236559139,45.48409758187242,0.9751344086021506,215.7333246887451,0.9690860215053764,27.451394657252916,0.9758064516129032,57.39160503386,0.9771505376344085,17.17307114145019,0.9751344086021506,336.2155679489583,0.9751344086021506,418.817,0.99664,3.373,3.955,4.654,5.511,5.739,6.495,6.685,0.997312,0.997984,0.997984,0.990591,0.997984,0.997984,0.997984,4.653,7.175,2.096,1.889,5.622,12.044,0.994624,0.981855,0.945565,0.993952,0.935484,0.862231,-1.89015,0.99328,15.8146,0.995968,21.682,0.289481,18.2715,0.995968,25.0504,0.609857,0.560154,0.947581,0.0157242,0.521081,0.537856,0.558876,0.947581,0.954301,0.952285,1.2002,1.14424,1.19687,1.20354,0.6598,0.625933,0.637632,0.654294,1.31725,1.25535,1.31497,1.37736,0.798843,0.771068,0.802855,0.839552,-9999,-9999
202111,-0.878,0.966667,162.112,75.614,0.966667,266.606,0.959722,1.915,0.966667,78.829,0.863889,0.652,0.7375,2.31,0.835417,0.5125763797337904,0.78125,21.726479425821534,0.8458333333333334,153.8869595790609,0.8465277777777778,17.955635299770044,0.8465277777777778,48.71305588411235,0.8465277777777778,11.567282783748409,0.8458333333333334,313.9877138754568,0.8458333333333334,420.454,0.954861,-0.334,0.412,1.362,2.408,2.84,3.801,4.16,0.9625,0.961806,0.961806,0.961806,0.961806,0.9625,0.979167,6.65,6.943,-9999,2.647,5.54,-9999,0.411806,0.452778,-9999,0.415972,0.4,-9999,-3.91454,0.909028,10.5559,0.956944,17.0168,0.231858,3.10029,0.958333,4.99785,0.590099,0.696368,0.938889,0.0110177,0.687601,0.69457,0.697189,0.93125,0.938889,0.938889,0.911111,0.891079,0.911111,0.917703,0.221188,0.199747,0.218611,0.222363,0.716107,0.659811,0.721621,0.753139,0.147666,0.12871,0.148161,0.161539,-9999,-9999
202112,-6.338,0.932124,125.683,51.214,0.924731,260.532,0.908602,1.139,0.932124,77.713,0.71371,1.63,0.0208333,2.567,0.671371,0.5502501248202012,0.6559139784946237,5.672311132423984,0.7002688172043009,99.05910685778201,0.6935483870967741,41.963998001521894,0.6955645161290321,41.75788851227913,0.7009408602150538,19.426613166940946,0.7016129032258064,284.082657407779,0.7002688172043009,421.895,0.905242,-1.51,-0.892,-0.152,0.753,1.077,1.986,2.323,0.961022,0.961022,0.961022,0.961022,0.959677,0.959677,0.932124,-9999,-9999,-9999,2.927,-9999,-9999,-9999,-9999,-9999,0.00134409,-9999,-9999,-5.83554,0.0,8.86902,0.902554,14.2974,0.16594,-9.06866,0.903898,-14.6192,0.440301,0.417429,0.865591,0.00542292,0.416884,0.41865,0.421146,0.865591,0.865591,0.872312,0.478161,0.394947,0.472034,0.483488,0.057015,-0.0170156,0.054605,0.0639947,0.44841,0.401449,0.41446,0.448286,0.0107168,0.00148754,0.00959222,0.0115949,-9999,-9999
