TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180101,-12.532,0.0,125.212,83.849,0.0,196.768,0.0,1.163,0.0,78.852,0.0,0.002,0.0,1.12,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,11.2474,-9999,-9999,-9999,25.3746,-9999,28.1952,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180102,-13.617,0.0,125.834,84.599,0.0,198.896,0.0,1.323,0.0,79.323,0.0,0.0,0.0,1.103,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,11.1467,-9999,-9999,-9999,16.0111,-9999,17.5049,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180103,-10.284,0.0,126.514,45.034,0.0,253.387,0.0,1.351,0.0,79.038,0.0,0.257,0.0,1.43,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,10.9784,-9999,-9999,-9999,16.0001,-9999,17.1595,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180104,-7.82,0.0,127.254,84.303,0.0,226.555,0.0,1.538,0.0,78.879,0.0,0.0,0.0,1.623,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,10.738,-9999,-9999,-9999,25.3746,-9999,27.2434,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180105,-4.556,0.0,128.052,76.052,0.0,245.988,0.0,1.68,0.0,78.859,0.0,0.016,0.0,1.84,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,10.8191,-9999,-9999,-9999,16.0111,-9999,17.2131,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180106,-2.906,0.0,128.908,39.258,0.0,274.388,0.0,1.356,0.0,78.455,0.0,1.489,0.0,1.758,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,10.5583,-9999,-9999,-9999,16.0001,-9999,16.7244,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180107,-1.965,0.0,129.823,55.043,0.0,281.052,0.0,1.63,0.0,78.563,0.0,0.31,0.0,2.321,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,10.1929,-9999,-9999,-9999,25.3746,-9999,25.5778,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180108,-1.82,0.0,130.796,66.257,0.0,262.921,0.0,1.692,0.0,78.355,0.0,0.026,0.0,2.241,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,9.81321,-9999,-9999,-9999,16.0111,-9999,15.3722,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180109,0.997,0.0,131.827,55.144,0.0,295.052,0.0,1.787,0.0,77.661,0.0,1.468,0.0,2.646,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,9.25438,-9999,-9999,-9999,16.0001,-9999,14.3397,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180110,-1.709,0.0,132.915,48.541,0.0,276.664,0.0,1.529,0.0,77.397,0.0,7.059,0.0,2.264,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,8.43941,-9999,-9999,-9999,25.3746,-9999,21.9133,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180111,-5.461,0.0,134.061,43.984,0.0,264.274,0.0,1.262,0.0,78.138,0.0,4.856,0.0,2.23,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,7.99425,-9999,-9999,-9999,16.0111,-9999,13.0433,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180112,-3.091,0.0,135.263,65.703,0.0,279.499,0.0,1.406,0.0,78.65,0.0,3.695,0.0,1.459,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,7.19796,-9999,-9999,-9999,16.0001,-9999,11.7506,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180113,-1.511,0.0,136.523,38.123,0.0,283.59,0.0,1.649,0.0,79.162,0.0,2.032,0.0,1.615,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,5.58381,-9999,-9999,-9999,25.3746,-9999,14.5122,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180114,-2.717,0.0,137.838,77.136,0.0,269.267,0.0,1.6,0.0,79.292,0.0,0.137,0.0,1.172,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,8.00134,-9999,-9999,-9999,16.0111,-9999,13.0711,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180115,-2.522,0.0,139.21,84.934,0.0,238.897,0.0,2.045,0.0,79.234,0.0,0.216,0.0,0.987,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0001,-9999,9.15076,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180116,-6.711,0.0,140.637,96.564,0.0,214.024,0.0,1.782,0.0,79.054,0.0,0.0,0.0,1.658,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,5.58381,-9999,-9999,-9999,25.3746,-9999,14.5122,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180117,-6.159,0.0,142.119,91.64,0.0,234.297,0.0,1.556,0.0,79.097,0.0,0.002,0.0,1.898,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0111,-9999,9.15702,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180118,-0.078,0.0,143.656,79.917,0.0,268.756,0.0,2.095,0.0,78.361,0.0,0.1,0.0,2.905,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0001,-9999,9.15076,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180119,1.433,0.0,145.247,35.07,0.0,303.238,0.0,1.812,0.0,77.603,0.0,10.514,0.0,2.289,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,5.58381,-9999,-9999,-9999,25.3746,-9999,14.5122,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180120,-4.789,0.0,146.892,89.941,0.0,234.397,0.0,1.865,0.0,77.917,0.0,0.314,0.0,1.208,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0111,-9999,9.15702,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180121,-8.371,0.0,148.59,103.448,0.0,199.195,0.0,1.311,0.0,78.318,0.0,0.0,0.0,1.408,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0001,-9999,9.15076,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180122,-7.844,0.0,150.341,52.641,0.0,254.187,0.0,1.206,0.0,78.517,0.0,1.415,0.0,2.044,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,5.58381,-9999,-9999,-9999,25.3746,-9999,14.5122,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180123,-6.828,0.0,152.143,89.768,0.0,244.341,0.0,1.316,0.0,78.68,0.0,0.283,0.0,2.195,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0111,-9999,9.15702,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180124,-4.061,0.0,153.997,101.956,0.0,238.565,0.0,1.768,0.0,78.417,0.0,0.105,0.0,2.61,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0001,-9999,9.15076,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180125,-2.616,0.0,155.902,69.617,0.0,255.206,0.0,2.019,0.0,77.637,0.0,1.691,0.0,2.431,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,5.58381,-9999,-9999,-9999,25.3746,-9999,14.5122,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180126,-5.84,0.0,157.857,66.268,0.0,241.788,0.0,1.472,0.0,78.153,0.0,0.944,0.0,2.225,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,5.60539,-9999,-9999,-9999,16.0111,-9999,9.15702,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180127,-5.571,0.0,159.862,64.944,0.0,269.011,0.0,1.38,0.0,78.597,0.0,1.834,0.0,2.51,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,12.3513,-9999,-9999,-9999,16.0001,-9999,20.1228,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180128,-3.004,0.0,161.915,58.819,0.0,279.116,0.0,1.391,0.0,79.202,0.0,1.43,0.0,1.676,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,12.3545,-9999,-9999,-9999,25.3746,-9999,32.0487,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180129,-0.139,0.0,164.017,74.131,0.0,278.264,0.0,1.757,0.0,79.161,0.0,0.266,0.0,2.42,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,12.7932,-9999,-9999,-9999,16.0111,-9999,20.8992,-9999,-9999,-9999,0.43249,0.0,-9999,0.358586,0.43249,0.530776,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180130,0.206,0.0,166.165,67.73,0.0,268.977,0.0,2.354,0.0,78.072,0.0,2.112,0.0,3.457,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80104,-9999,12.7932,-9999,-9999,-9999,16.0001,-9999,20.8849,-9999,-9999,-9999,0.411341,0.0,-9999,0.339773,0.411341,0.506646,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20180131,-6.552,0.0,168.36,87.89,0.0,232.616,0.0,1.622,0.0,78.122,0.0,0.524,0.0,1.983,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.76331,-9999,12.744,-9999,-9999,-9999,25.3746,-9999,33.1213,-9999,-9999,-9999,0.347933,0.0,-9999,0.276364,0.347933,0.517281,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
