TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20200729,20200804,18.158,1.0,446.67,257.877,1.0,328.684,1.0,13.2,1.0,79.259,0.988095,0.539,0.577381,1.664,0.970238,0.3210806904988735,0.954861111111111,134.69905646135265,0.9930555555555555,503.19989583333336,1.0,26.322673611111114,1.0,85.63784722222222,1.0,26.66722222222222,1.0,416.6614583333333,1.0,426.205,1.0,15.669,15.341,14.122,13.347,12.283,11.749,10.667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.319,7.859,1.282,1.998,6.613,12.389,0.997024,0.997024,0.997024,1.0,0.997024,0.997024,3.02924,1.0,42.3477,0.0,48.9695,-9999,78.7477,0.0,91.0613,-9999,0.130818,0.0,-9999,-0.215471,0.0902496,0.246442,0.0,0.0,0.0,1.45407,1.31372,1.37701,1.43058,1.26826,1.15464,1.29047,1.5488,10.9897,10.4886,11.0325,13.1776,3.16642,2.80991,3.03028,3.46197,-9999,-9999
20200805,20200811,17.418,1.0,432.537,289.089,1.0,305.79,1.0,13.623,1.0,78.829,0.973214,0.921,0.779762,2.22,0.997024,0.4584065926571892,0.9826388888888888,142.52850694444444,1.0,574.4088541666666,1.0,31.261701388888884,1.0,64.81319444444445,1.0,32.56875,1.0,416.75208333333336,1.0,422.128,0.949405,15.83,15.442,14.218,13.504,12.543,12.049,11.031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.609,7.524,1.051,1.811,6.167,11.849,1.0,1.0,1.0,1.0,1.0,0.991071,1.87643,1.0,46.9881,0.0,54.5828,-9999,93.2492,0.0,108.321,-9999,0.112401,0.0,-9999,-0.221846,0.0801002,0.23319,0.0,0.0,0.0,1.40403,1.27493,1.32883,1.38053,1.22401,1.13414,1.25614,1.51336,9.9137,9.56531,10.3364,11.6968,3.317,2.91803,3.14985,3.49871,-9999,-9999
20200812,20200818,17.914,1.0,416.733,254.956,1.0,314.215,1.0,15.142,1.0,79.256,1.0,0.85,0.916667,2.223,0.997024,0.45673145291423833,0.9826388888888888,129.89631944444443,1.0,538.7282291666668,1.0,30.637777777777774,1.0,68.76631944444445,1.0,31.091631944444444,1.0,417.3999999999999,1.0,418.108,0.901786,15.767,15.339,14.094,13.399,12.537,12.041,11.097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.197,6.839,0.958,1.604,5.712,11.395,1.0,1.0,1.0,1.0,0.991071,0.973214,1.90772,0.997024,38.9757,0.0,42.3829,1.54202,79.1733,0.0,86.0946,2.36306,0.129826,0.0,-9999,-0.21249,0.088199,0.241658,0.0,0.0,0.0,1.37336,1.25132,1.30009,1.34885,1.19452,1.09203,1.22258,1.47708,9.87299,9.46769,10.1673,11.8311,2.83083,2.43635,2.66369,3.00548,-9999,-9999
20200819,20200825,17.731,1.0,399.431,205.79,1.0,319.12,1.0,13.8,1.0,78.989,0.96131,1.002,0.955357,1.886,0.994048,0.37455267920660945,0.9895833333333334,85.45463466183575,0.9930555555555557,356.0276056903719,0.9479166666666666,23.957222222222224,1.0,99.76284722222222,1.0,25.84277777777778,1.0,412.0472222222223,1.0,421.792,0.699405,15.411,15.089,14.035,13.442,12.682,12.166,11.249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.009,6.597,0.903,1.438,5.438,11.055,1.0,0.997024,0.982143,0.997024,0.994048,0.991071,1.64598,1.0,31.779,0.467262,34.546,1.12882,59.9324,0.571429,65.1507,1.76863,0.124236,0.0,-9999,-0.229326,0.0836675,0.244682,0.0,0.0,0.0,1.33271,1.22026,1.26307,1.30772,1.14857,1.04925,1.16674,1.47281,9.26959,8.92426,9.72083,11.1181,2.27605,1.97675,2.19637,2.52687,-9999,-9999
20200826,20200901,12.349,1.0,380.814,207.883,1.0,308.693,1.0,8.425,1.0,78.715,0.96131,1.317,0.645833,2.148,0.982143,0.39457796212475843,0.96875,102.69695700354612,0.9965277777777777,410.1107291666667,1.0,23.572152777777777,1.0,66.44965277777777,1.0,23.682256944444447,1.0,386.63958333333335,1.0,426.114,0.267857,12.274,12.457,12.363,12.379,12.014,11.798,11.082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.182,6.285,0.877,1.4,5.286,10.863,0.997024,1.0,0.982143,0.997024,0.994048,0.970238,0.0666876,0.994048,33.1314,0.973214,36.0277,1.02558,64.488,0.991071,70.1255,1.6949,-0.0228754,0.0,-9999,-0.170311,0.0209345,0.139322,0.0,0.0,0.0,1.2026,1.12027,1.14148,1.18325,1.04991,1.04931,1.12774,1.29309,6.03371,6.04094,6.58151,7.7558,2.13738,2.1102,2.15481,2.64104,-9999,-9999
20200902,20200908,13.796,1.0,361.081,233.084,1.0,285.107,1.0,13.064,1.0,79.208,0.973214,1.206,0.794643,2.246,0.991071,0.45556284239730993,0.96875,94.6478472222222,1.0,447.26920138888886,1.0,26.74513888888889,1.0,48.431250000000006,1.0,26.147499999999997,1.0,401.1312500000001,1.0,421.833,0.0,11.322,11.489,11.349,11.389,11.071,11.016,10.454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.167,6.093,0.86,1.35,5.172,10.683,1.0,0.994048,0.991071,0.991071,0.97619,0.952381,0.263998,1.0,26.8018,0.994048,29.126,0.865344,65.0436,0.997024,70.6842,1.82596,0.43858,0.0,-9999,0.418989,0.43858,0.454606,0.0,0.0,0.0,1.18484,1.10284,1.12893,1.16215,0.755997,0.643779,0.688296,0.744673,6.90718,6.74693,7.75857,8.20892,2.19788,1.93686,2.13972,2.37926,-9999,-9999
20200909,20200915,12.101,0.940476,340.449,237.86,0.9375,267.084,0.940476,11.488,0.940476,79.242,0.901786,0.216,0.541667,1.77,0.9375,0.31981747060663707,0.9687500000000001,98.49270833333333,1.0,418.8781051676677,0.9513888888888888,28.43326388888889,1.0,45.990624999999994,1.0,28.18291666666667,1.0,377.29062500000003,1.0,423.613,0.0,8.888,9.03,9.015,9.364,9.363,9.743,9.508,0.940476,0.940476,0.940476,0.940476,0.940476,0.9375,0.940476,1.051,5.772,0.808,1.272,5.037,10.437,0.9375,0.931548,0.925595,0.907738,0.854167,0.877976,-0.255092,0.940476,17.692,0.934524,19.8372,0.542724,65.1287,0.9375,73.0255,1.73337,0.436472,0.0,-9999,0.416973,0.436472,0.450178,0.0,0.0,0.0,1.12417,1.04858,1.07913,1.10372,0.699479,0.602734,0.644069,0.686432,5.45507,5.50367,6.07452,7.06575,2.11487,1.99173,2.0769,2.39499,-9999,-9999
20200916,20200922,12.058,1.0,319.154,169.421,1.0,290.058,1.0,9.93,1.0,79.062,0.943452,0.789,0.669643,1.997,0.997024,0.3873395877815882,0.9826388888888888,59.11861111111111,1.0,304.87238952020203,0.986111111111111,20.401631944444443,1.0,74.27951388888889,1.0,19.914583333333333,1.0,376.1388888888889,1.0,427.165,0.0,9.439,9.609,9.561,9.739,9.438,9.678,9.271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938,5.656,0.821,1.267,4.959,10.417,0.997024,0.997024,0.96131,0.991071,0.848214,1.0,0.0218594,0.988095,11.5147,0.842262,12.712,0.421712,41.2012,0.842262,45.4855,1.53698,0.436702,0.0,-9999,0.417616,0.436702,0.452654,0.0,0.0,0.0,1.09201,1.02165,1.05183,1.07383,0.665232,0.573393,0.615473,0.65323,5.00698,5.04929,5.4991,6.72593,1.51345,1.49571,1.53201,1.9078,-9999,-9999
20200923,20200929,9.244,0.96131,297.46,167.809,0.96131,280.256,0.958333,7.531,0.96131,78.981,0.919643,1.156,0.479167,2.449,0.970238,0.4923258024974504,0.9652777777777778,39.97833103672011,0.9340277777777778,264.07734848484847,0.9479166666666666,16.482378472222223,0.9444444444444445,64.57583333333334,0.8333333333333334,15.483038194444445,0.9444444444444445,357.2453125,0.9444444444444445,427.358,0.0,6.925,7.389,7.948,8.558,8.554,9.046,8.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.096,5.697,0.937,1.305,4.885,10.378,1.0,1.0,0.994048,0.955357,0.964286,0.973214,-0.960867,0.910714,12.1072,0.238095,13.5752,0.428841,40.0316,0.78869,44.8854,1.47943,0.43858,0.0,-9999,0.418989,0.43858,0.454606,0.0,0.0,0.0,1.01156,0.952455,0.977459,1.00018,0.582722,0.506771,0.539628,0.573174,3.74481,3.78543,4.20894,5.64056,1.37297,1.36184,1.44888,1.8179,-9999,-9999
20200930,20201006,10.71,1.0,275.656,197.311,1.0,267.568,1.0,9.073,1.0,79.3,0.973214,0.11,0.369048,1.908,1.0,0.3153003068009144,0.9722222222222223,75.96739583333333,1.0,411.7970138888889,1.0,24.202986111111112,1.0,41.57881944444444,1.0,23.18104166666667,1.0,366.1829861111111,1.0,425.458,0.0,5.858,6.224,6.606,7.208,7.304,7.949,7.879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.177,5.617,0.931,1.319,4.821,10.298,0.997024,1.0,1.0,1.0,0.934524,1.0,-1.01881,0.991071,13.3474,0.0,17.1476,1.05077,44.1417,0.985119,56.7094,1.66305,0.444818,0.0,-9999,0.425438,0.444818,0.458523,0.0,0.0,0.0,1.0016,0.942114,0.972158,0.985269,0.568442,0.494691,0.522446,0.554482,3.89468,4.02855,4.32231,5.7327,1.45634,1.44555,1.4979,1.81841,-9999,-9999
20201007,20201013,7.568,1.0,254.062,140.86,1.0,276.213,1.0,7.0,1.0,78.49,0.970238,1.31,0.261905,2.748,0.967262,0.5748267242535744,0.9722222222222222,60.04434027777777,1.0,339.8682986111111,1.0,19.915312500000002,1.0,51.746874999999996,1.0,19.238159722222225,1.0,353.76840277777774,1.0,423.494,0.0,4.584,5.116,5.832,6.614,6.79,7.466,7.401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.347,5.69,0.966,1.336,4.745,10.327,1.0,0.997024,1.0,0.985119,0.89881,1.0,-1.79582,1.0,10.3317,0.0,13.3105,-9999,19.6243,1.0,25.2822,1.63604,0.442774,0.0,-9999,0.437296,0.447838,0.463592,0.0,0.0,0.0,0.9182,0.875173,0.897703,0.910507,0.480904,0.399024,0.448022,0.466185,2.87784,2.87784,3.30094,4.68668,1.01039,1.00435,1.06498,1.34849,-9999,-9999
20201014,20201020,2.23,1.0,233.018,85.731,1.0,292.613,1.0,2.287,1.0,78.557,0.997024,1.805,0.434524,2.95,0.928571,0.5797784350156484,0.9340277777777778,34.862452718676124,0.9965277777777778,181.3472081855792,0.9965277777777778,13.820278516548465,0.9965277777777778,59.090432919621755,0.9965277777777778,11.43381870567376,0.9965277777777778,329.2000738770686,0.9965277777777778,421.319,0.0,2.733,3.365,4.282,5.239,5.609,6.467,6.587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.749,6.46,1.14,1.402,4.684,10.338,1.0,0.997024,1.0,0.952381,0.979167,0.979167,-2.0577,1.0,7.48007,0.0,9.8167,-9999,1.30617,0.997024,1.71419,1.56645,0.433185,0.0,-9999,0.446616,0.458619,0.477184,0.0,0.0,0.0,0.800305,0.774693,0.792502,0.807851,0.341468,0.307168,0.329248,0.357919,1.57248,1.70072,1.96676,3.20224,0.626626,0.630456,0.735365,1.02087,-9999,-9999
20201021,20201027,-8.933,1.0,212.883,115.548,1.0,253.731,1.0,0.89,1.0,78.544,1.0,1.791,0.255952,1.873,0.958333,0.4051755421988381,0.9305555555555557,31.236631944444444,1.0,168.2090496031746,0.8993055555555555,96.00322916666669,1.0,60.27708333333333,1.0,44.20482638888888,1.0,274.4267361111111,1.0,420.006,0.0,0.547,1.396,2.771,4.057,4.644,5.642,5.859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.609,6.73,1.849,1.417,4.597,10.288,0.96131,0.955357,1.0,1.0,0.988095,0.997024,-3.53383,0.982143,5.1301,0.0,6.31372,-9999,14.6336,1.0,18.0099,1.58152,0.429705,0.0,-9999,0.442868,0.453788,0.458277,0.0,0.0,0.0,0.556539,0.556972,0.575069,0.594121,0.100672,0.0954194,0.127507,0.140813,0.638953,0.734237,0.950328,1.24492,0.696497,0.69929,0.788228,1.04326,-9999,-9999
20201028,20201103,3.163,1.0,194.02,136.004,1.0,244.845,1.0,4.363,1.0,79.158,0.988095,0.053,0.22619,1.65,0.994048,0.35848644896995085,0.9930555555555555,38.16161986714976,0.9930555555555557,299.7142104468599,0.9930555555555557,55.387409420289856,0.9930555555555557,30.237847222222225,1.0,28.225757850241546,0.9930555555555557,318.4039553140097,0.9930555555555557,420.574,0.0,-0.112,0.575,1.593,2.839,3.446,4.522,4.851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.325,6.387,1.781,1.55,4.542,10.335,0.964286,0.991071,1.0,0.991071,0.952381,0.982143,-3.46053,1.0,8.89838,0.0,11.4094,-9999,6.23043,1.0,7.98856,1.52241,0.407306,0.0,-9999,0.414181,0.42791,0.432488,0.0,0.0,0.0,0.754352,0.7353,0.75353,0.766255,0.322979,0.303877,0.321308,0.338844,1.56365,1.61884,1.89701,3.05418,0.711404,0.713791,0.793349,1.02668,-9999,-9999
20201104,20201110,0.027,1.0,176.782,94.058,1.0,272.629,1.0,3.716,1.0,78.053,0.964286,1.872,0.0952381,1.999,0.675595,0.4556249272824038,0.607638888888889,21.861064742926157,0.9722222222222223,170.45619946605646,0.9027777777777778,39.68432971014493,0.9722222222222223,54.89564139061421,0.9722222222222223,21.482769798136644,0.9722222222222223,318.3916343167702,0.9722222222222223,420.824,0.0,0.158,0.718,1.44,2.485,2.953,3.941,4.215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.616,6.298,3.346,3.959,4.473,10.406,1.0,0.991071,1.0,0.982143,0.934524,1.0,-2.6608,1.0,5.17175,0.0,6.40692,-9999,-11.4054,0.982143,-14.1293,1.34908,0.432673,0.0,-9999,0.424026,0.435741,0.447852,0.0,0.0,0.0,0.667989,0.651164,0.675164,0.690191,0.243065,0.215037,0.232608,0.24376,1.35106,1.36694,1.63189,2.56258,0.460404,0.462772,0.528922,0.721663,-9999,-9999
20201111,20201117,-4.109,1.0,161.494,72.906,1.0,267.794,1.0,1.456,1.0,78.241,0.991071,1.355,0.0,2.394,0.994048,0.5384505680980117,0.9895833333333334,21.192610205314008,0.9930555555555557,150.5051978620619,0.9895833333333334,59.12536986714975,0.9930555555555557,44.22496980676328,0.9930555555555557,27.005896739130435,0.9930555555555557,289.8740640096618,0.9930555555555557,419.355,0.0,-0.582,0.05,0.896,1.941,2.41,3.412,3.699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.064,6.864,4.649,7.159,4.404,10.832,0.988095,0.889881,0.970238,0.979167,0.800595,0.997024,-3.23032,0.997024,3.71066,0.0,4.59688,-9999,-15.3197,0.997024,-18.9785,1.22715,0.397016,0.0,-9999,0.40943,0.416856,0.427009,0.0,0.0,0.0,0.579638,0.568541,0.601708,0.612422,0.159442,0.141682,0.187599,0.198493,0.788172,0.874089,1.33587,1.59678,0.31505,0.317106,0.371807,0.543765,-9999,-9999
20201118,20201124,-5.902,1.0,148.443,93.151,1.0,228.087,1.0,1.307,1.0,78.655,1.0,0.905,0.00297619,1.711,0.988095,0.36172148275740906,0.982638888888889,7.742569444444444,1.0,194.00993055555554,1.0,59.17940972222221,1.0,32.73263888888888,1.0,28.400243055555553,1.0,282.5517361111111,1.0,419.803,0.0,-1.093,-0.319,0.595,1.611,2.028,2.992,3.247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.798,7.243,4.484,7.089,4.364,11.378,0.735119,0.785714,0.982143,0.982143,0.854167,0.997024,-3.44866,1.0,3.9041,0.0,6.22096,0.168081,2.13934,0.997024,3.40891,1.25145,0.407764,0.0,-9999,0.407764,0.420566,0.430415,0.0,0.0,0.0,0.526306,0.515096,0.548532,0.561435,0.119037,0.10903,0.123822,0.135899,0.68865,0.767179,1.16152,1.30337,0.311011,0.312543,0.357442,0.498027,-9999,-9999
20201125,20201201,-7.071,1.0,137.863,81.631,1.0,228.071,1.0,1.121,1.0,78.877,0.958333,0.616,0.0,1.734,0.964286,0.3162180449372533,0.9479166666666666,8.651109760361047,0.9583333333333334,180.41921219488938,0.9583333333333334,53.98403238621918,0.9583333333333334,34.27256149885583,0.9583333333333334,25.57128170289855,0.9583333333333334,275.76346856725144,0.9583333333333334,419.95,0.0,-2.077,-1.245,-0.086,1.007,1.473,2.487,2.78,1.0,1.0,1.0,0.994048,0.994048,0.994048,0.997024,5.13,7.004,4.288,6.808,4.334,11.646,0.520833,0.497024,0.928571,0.988095,0.922619,0.940476,-4.08648,0.985119,0.977134,0.46131,1.557,0.126491,3.96498,0.979167,6.31796,1.05554,0.41273,0.0,-9999,0.415102,0.424065,0.435061,0.0,0.0,0.0,0.486061,0.474496,0.508199,0.527145,0.0721702,0.0519655,0.0792957,0.102147,0.587789,0.647504,0.809762,1.02075,0.221407,0.222714,0.258657,0.368744,-9999,-9999
20201202,20201208,-6.198,1.0,129.935,91.24,1.0,211.31,1.0,1.81,1.0,79.536,0.958333,0.022,0.0386905,1.079,0.979167,0.14021003940074736,0.9305555555555557,8.453239734299517,0.9861111111111112,204.11382548309177,0.9861111111111112,51.72264643719806,0.9861111111111112,14.030570652173912,0.9861111111111112,24.50242753623188,0.9861111111111112,271.1974939613527,0.9861111111111112,419.882,0.0,-3.598,-2.718,-1.317,0.085,0.687,1.798,2.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.487,5.923,2.642,6.264,4.351,11.501,0.669643,0.297619,0.699405,0.9375,0.247024,0.839286,-2.82222,1.0,2.00128,1.0,3.18892,0.163321,3.93527,0.991071,6.27062,1.08678,0.411511,0.0,0.0699549,0.422781,0.425368,0.432609,0.0,0.0,0.0,0.47458,0.462988,0.494724,0.519372,0.0492688,0.0286275,0.0709971,0.096333,0.612009,0.669778,0.934409,1.12832,0.177626,0.178542,0.204682,0.284636,-9999,-9999
20201209,20201215,-7.678,1.0,124.786,65.272,1.0,249.047,1.0,1.179,1.0,78.348,0.752976,0.728,0.00297619,1.504,0.699405,0.23850500555299692,0.7777777777777778,8.342721143135616,0.8263888888888888,100.16511296938928,0.798611111111111,45.31591496101365,0.8263888888888888,34.2061880395433,0.8263888888888888,21.258249651907548,0.8263888888888888,275.25634328877754,0.8263888888888888,420.039,0.220238,-3.733,-3.038,-2.05,-0.79,-0.187,0.992,1.437,1.0,0.997024,0.994048,0.988095,0.994048,0.994048,0.997024,1.579,5.274,1.226,3.655,4.305,11.3,0.755952,0.616071,0.809524,0.770833,0.571429,0.619048,-3.5606,0.967262,5.53282,0.839286,8.81622,0.230016,-2.9815,0.904762,-4.75085,0.991883,0.407095,0.0327381,0.0122823,0.409857,0.415808,0.429563,0.0327381,0.0327381,0.0327381,0.431262,0.419518,0.454052,0.479807,0.0215335,0.011012,0.0388381,0.0474061,0.556646,0.594025,0.727423,0.85472,0.0856351,0.0862191,0.101442,0.14882,-9999,-9999
20201216,20201222,-3.853,1.0,122.497,43.259,1.0,275.11,1.0,1.108,1.0,78.264,0.854167,1.941,0.00297619,2.714,0.110119,-9999,-9999,8.412357683982684,0.8611111111111112,97.35875911369334,0.8541666666666666,41.52003354978355,0.8611111111111112,37.890775613275615,0.8611111111111112,19.014858585858587,0.8611111111111112,300.3676352813853,0.8611111111111112,419.039,0.97619,-2.517,-2.073,-1.684,-0.839,-0.475,0.574,0.946,1.0,1.0,1.0,1.0,0.994048,0.994048,1.0,1.619,6.061,1.128,2.423,4.297,11.0,0.782738,0.318452,0.857143,0.827381,0.71131,0.339286,-3.00656,0.761905,7.74315,0.729167,12.3382,0.269518,-12.5139,0.738095,-19.9401,0.941812,0.410639,0.467262,0.0124064,0.4222,0.43356,0.447262,0.541667,0.550595,0.458333,0.460591,0.4487,0.47529,0.510675,0.038391,0.00751663,0.038391,0.0712613,0.629012,0.684195,0.871625,1.24055,0.0248513,0.0250631,0.0303241,0.0469495,-9999,-9999
20201223,20201231,-9.541,1.0,123.515,72.211,1.0,228.6,1.0,0.871,1.0,78.578,0.875,0.644,0.0185185,1.588,0.80787,0.2691019162654216,0.8697916666666667,8.876556585850743,0.9010416666666667,151.85601700304014,0.8958333333333334,50.102166862893505,0.8984375,28.53106240000941,0.9010416666666667,23.770204607213437,0.9010416666666667,263.204678324393,0.9010416666666667,420.96,0.99537,-3.46,-2.835,-2.077,-1.064,-0.645,0.412,0.755,1.0,1.0,1.0,1.0,0.99537,1.0,1.0,1.564,6.293,1.078,2.05,4.278,11.178,0.74537,0.0,0.877315,0.793981,0.555556,0.569444,-3.61629,0.983796,3.16824,0.993056,-9999,0.259884,-1.6864,0.990741,-9999,1.05126,0.397055,0.914352,0.0108072,0.406239,0.418656,0.432954,0.944444,0.914352,0.87037,0.435506,0.377734,0.408489,0.4326,0.0283382,-0.0381019,-0.0220977,0.0283382,0.500087,0.49679,0.503772,0.565409,0.00046146,0.000464076,0.000536835,0.000759976,-9999,-9999
20210101,20210107,-5.576,1.0,127.371,62.639,1.0,256.876,1.0,0.991,1.0,78.532,0.854167,1.416,0.0,2.031,0.761905,0.447122780556485,0.6875,8.907684613859528,0.861111111111111,133.76984553397384,0.861111111111111,47.88399918122601,0.861111111111111,32.282205665129005,0.861111111111111,22.523603929812452,0.861111111111111,287.67435939637744,0.861111111111111,420.168,0.982143,-3.137,-2.676,-2.26,-1.422,-1.081,-0.066,0.281,1.0,1.0,0.997024,0.991071,0.988095,0.997024,0.988095,1.344,6.524,1.016,2.127,4.276,10.925,0.869048,0.0,0.860119,0.735119,0.5625,0.693452,-2.36711,0.988095,4.36586,0.964286,-9999,0.373901,-2.78625,0.967262,-9999,1.13715,0.34211,0.702381,0.0113539,0.337579,0.343263,0.353629,0.681548,0.696429,0.857143,0.17764,0.251389,0.254312,0.280377,-0.139344,-0.0917121,-0.0877956,-0.0793073,0.448407,0.443532,0.447902,0.448407,0.00827958,0.00827958,0.00944907,0.012868,-9999,-9999
20210108,20210114,-8.102,1.0,134.175,83.749,1.0,226.569,1.0,1.085,1.0,78.944,0.958333,0.427,0.0,2.01,0.842262,0.342064991873439,0.7604166666666666,12.84016002415459,0.9930555555555555,175.5273867753623,0.9930555555555555,59.39038496376812,0.9930555555555555,32.75048309178744,0.9930555555555555,27.495705012077295,0.9930555555555555,271.92075785024156,0.9930555555555555,421.466,0.994048,-3.333,-2.804,-2.283,-1.408,-1.077,-0.099,0.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.777,6.437,1.274,2.385,4.312,10.78,0.404762,0.0,0.247024,0.392857,0.0,0.383929,-2.50409,0.997024,5.38516,0.994048,-9999,0.468732,2.49182,1.0,-9999,1.25529,0.330533,0.866071,0.00902362,0.315409,0.325268,0.330796,0.854167,0.869048,0.872024,0.174779,0.21774,0.238518,0.248926,-0.104868,-0.110709,-0.0924485,-0.0768833,0.41114,0.406504,0.410472,0.41114,0.0100069,0.0100069,0.0110565,0.01468,-9999,-9999
20210115,20210121,-6.826,1.0,143.765,77.05,1.0,241.048,1.0,1.11,1.0,78.776,0.946429,1.354,0.0,1.865,0.958333,0.40308594511360485,0.9722222222222223,11.484756944444444,0.9791666666666666,176.57491847826086,0.9791666666666666,62.19092844202899,0.9791666666666666,37.69231582125604,0.9791666666666666,29.441290760869563,0.9791666666666666,278.15862016908216,0.9791666666666666,420.851,0.997024,-3.346,-2.85,-2.398,-1.566,-1.264,-0.306,-0.03,1.0,1.0,1.0,1.0,1.0,0.997024,0.994048,1.709,6.584,1.151,2.077,4.29,10.572,0.425595,0.0,0.645833,0.633929,0.0,0.678571,-2.03549,1.0,4.78032,0.991071,-9999,0.525855,-3.36824,0.997024,-9999,1.27485,0.311725,0.91369,0.0104843,0.29978,0.304869,0.311725,0.910714,0.91369,0.91369,0.192166,0.219512,0.222417,0.226635,-0.0967908,-0.088804,-0.0816969,-0.0782518,0.500292,0.4161,0.43792,0.50044,0.0595001,0.0257434,0.0360525,0.0595068,-9999,-9999
20210122,20210128,-9.483,1.0,156.003,83.383,1.0,244.831,1.0,0.753,1.0,77.726,0.922619,0.317,0.0,1.46,0.919643,0.2267081645815655,0.8958333333333334,24.043951608476064,0.9791666666666665,169.796406220591,0.9583333333333331,73.44114363746156,0.9791666666666665,53.044956357048754,0.9791666666666665,33.51151789635486,0.9791666666666665,264.3410586846729,0.9791666666666665,421.622,1.0,-3.585,-3.068,-2.563,-1.699,-1.386,-0.43,-0.166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.929,6.345,1.263,2.886,4.309,10.525,0.342262,0.0,0.541667,0.16369,0.0,0.565476,-2.2225,1.0,3.0535,0.997024,4.61156,0.376728,9.66739,1.0,14.6002,1.30907,0.381609,0.96131,0.0109499,0.362255,0.375873,0.385206,0.949405,0.973214,0.967262,0.174545,0.172778,0.176765,0.189855,-0.187043,-0.213205,-0.20016,-0.176686,0.266773,0.266423,0.2687,0.279692,0.00234115,0.0,0.0,0.00244466,-9999,-9999
20210129,20210204,-3.985,1.0,170.691,95.261,1.0,264.009,1.0,1.409,1.0,78.305,0.970238,1.573,0.0,1.992,0.973214,0.37854941831587036,0.982638888888889,31.28175724637681,0.9930555555555557,215.51945973378557,0.9895833333333334,87.45621074879227,0.9930555555555557,48.068538647343,0.9930555555555557,39.659731280193235,0.9930555555555557,295.3407155797102,0.9930555555555557,420.665,1.0,-2.66,-2.286,-2.107,-1.46,-1.305,-0.464,-0.284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.755,6.653,1.335,2.313,5.97,11.757,0.598214,0.0,0.669643,0.0,0.0,0.705357,-1.50748,0.827381,8.94562,1.0,12.7239,0.469165,1.3324,1.0,1.89515,1.34943,0.426806,0.988095,0.0129489,0.417214,0.423692,0.426806,0.988095,0.991071,0.988095,0.369766,0.369065,0.371884,0.375631,-0.048437,-0.0575952,-0.0542033,-0.0484469,0.401421,0.402015,0.408344,0.417175,0.0,0.0,0.0,0.0,-9999,-9999
