TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20210319,20210325,12.598,1.0,360.628,156.744,1.0,316.807,1.0,6.967,1.0,95.195,1.0,6.488,1.0,2.483,0.91369,0.3815898432406082,0.8159722222222222,93.75700871749409,0.9965277777777778,365.41236111111107,1.0,20.446388888888887,1.0,76.3,1.0,16.866041666666664,1.0,376.6611111111111,1.0,426.83,0.952381,11.969,11.5,11.308,11.034,1.0,1.0,1.0,1.0,39.637,34.736,38.792,0.0,0.985119,0.967262,0.93683,0.997024,22.1058,0.97619,34.4437,1.73851,6.07738,0.982143,9.46936,2.2745,3.2747,0.583333,0.12398,2.9589,3.04805,3.11236,0.529762,0.827381,0.723214,3.85969,3.63901,3.85969,4.15468,0.968127,0.662902,0.768564,0.974528,2.98956,2.805,3.71777,4.1219,1.13517,0.261732,1.04491,1.54485,-9999,-9999
20210326,20210401,12.485,1.0,378.202,176.334,0.982143,317.905,1.0,7.029,1.0,95.201,0.994048,11.642,0.824405,2.504,0.860119,0.5283762724185425,0.8645833333333334,91.80340836673862,0.9756944444444445,343.1519493588755,0.9895833333333334,18.58520640610546,0.9895833333333334,53.10318538647343,0.9930555555555555,16.44907721117278,0.986111111111111,389.1281034792887,0.9895833333333334,425.675,0.991071,13.311,12.931,12.768,12.395,1.0,1.0,1.0,1.0,39.68,35.552,39.128,0.0,0.985119,0.916667,0.933855,1.0,30.9102,0.979167,47.0928,2.12528,9.36617,0.979167,14.2697,2.13398,3.2876,0.833333,0.132873,2.97685,3.0616,3.13477,0.901786,0.89881,0.895833,4.08323,3.82222,3.9439,4.01931,0.864416,0.788765,0.887472,0.964713,3.26151,3.01683,4.18653,5.67204,3.60424,0.265119,2.13477,3.60424,-9999,-9999
20210402,20210408,13.211,1.0,394.838,270.443,1.0,284.998,1.0,10.194,1.0,95.36,0.982143,0.072,0.869048,2.568,0.994048,0.3406827858371948,0.951388888888889,148.81133907004832,0.9930555555555557,557.2017013888889,0.9930555555555557,31.927107487922708,0.9930555555555557,47.81375301932366,0.9930555555555557,29.312859299516905,0.9930555555555557,381.9206672705314,0.9930555555555557,425.472,0.997024,12.947,12.296,11.887,11.588,1.0,1.0,1.0,1.0,39.607,34.263,38.716,0.0,0.97619,0.964286,1.52409,0.997024,31.2414,0.994048,48.6464,1.54917,58.4824,0.994048,91.0637,2.21046,2.93815,0.949405,0.140777,2.6574,2.8195,2.91561,0.943452,0.949405,0.943452,3.9872,3.79949,4.11106,4.3819,1.50202,1.18565,1.35024,1.46885,3.24468,3.247,5.11988,7.72522,6.0699,0.395598,3.43495,5.4972,-9999,-9999
20210409,20210415,16.841,1.0,410.353,204.719,1.0,328.689,1.0,10.555,1.0,94.48,1.0,1.442,1.0,2.166,0.91369,0.4566158602638035,0.9479166666666666,98.71919400118203,0.9965277777777777,405.08677083333333,1.0,22.296666666666667,1.0,81.95,1.0,22.073229166666668,1.0,408.0982638888889,1.0,426.031,0.985119,15.46,14.82,14.217,13.614,1.0,1.0,1.0,1.0,39.593,33.377,37.674,0.0,0.994048,0.985119,3.39155,1.0,43.4507,0.991071,64.7397,1.61778,25.7051,0.991071,38.2995,1.96319,3.0629,0.904762,0.158995,2.52426,2.74829,3.07917,0.958333,0.9375,0.904762,4.56869,4.42099,4.66348,5.01011,2.0925,1.87919,1.93185,2.00187,3.85293,3.39564,4.04653,4.61469,2.14948,1.5086,1.75469,2.02998,-9999,-9999
20210416,20210422,10.037,0.994048,424.601,220.144,1.0,296.951,0.994048,6.54,0.994048,94.743,0.973214,0.072,0.839286,2.067,0.949405,0.32767288705124203,0.9340277777777777,122.43433341776428,0.9756944444444445,443.8899953887548,0.9652777777777777,22.320866902352538,0.96875,95.02519208037823,0.9756944444444445,26.95091459810875,0.9756944444444445,373.4094108831476,0.9756944444444445,428.371,0.985119,12.705,12.52,12.844,12.846,0.994048,0.994048,0.991071,0.991071,39.616,32.615,36.797,0.0,0.985119,0.991071,-1.88685,0.994048,38.6695,0.982143,54.4432,1.30827,49.1507,0.988095,69.1997,2.00098,1.89432,0.9375,0.187235,1.51406,1.67751,2.05473,0.949405,0.940476,0.934524,4.83525,4.80506,4.84849,4.92294,3.0016,2.99034,3.0805,3.34202,4.31329,3.40548,3.54553,3.92574,2.03637,1.84967,1.87655,1.98295,-9999,-9999
20210423,20210429,15.716,1.0,437.474,197.399,1.0,344.28,1.0,8.087,1.0,94.932,1.0,1.947,1.0,2.082,0.919643,0.35896668342046983,0.9097222222222223,125.1711111111111,1.0,420.4393402777778,1.0,20.15659722222222,1.0,89.45277777777777,1.0,27.351458333333337,1.0,392.87326388888886,1.0,426.012,1.0,14.197,13.518,12.959,12.552,1.0,1.0,1.0,1.0,38.452,32.242,35.835,0.0,0.994048,0.997024,3.4251,1.0,47.2955,0.997024,90.5186,1.50582,12.5789,0.994048,24.0748,1.81173,1.72778,0.973214,0.200075,1.54876,1.69252,1.84446,0.991071,0.979167,0.967262,6.93433,6.93465,7.01244,7.46329,5.3523,5.3523,5.41524,5.55911,5.46081,5.52034,5.62593,7.13143,4.2488,4.17547,4.24814,4.99555,-9999,-9999
20210430,20210506,16.658,1.0,448.894,194.678,1.0,345.332,1.0,7.656,1.0,94.779,1.0,7.426,1.0,2.027,0.96131,0.4109386053807917,0.9305555555555555,100.2280267434988,0.9930555555555555,360.662986111111,1.0,15.907673611111113,1.0,76.57708333333333,1.0,25.96136377068558,0.9965277777777778,406.0649305555555,1.0,427.41,1.0,16.024,15.52,15.084,14.525,1.0,1.0,1.0,1.0,38.528,32.512,35.914,0.0,0.991071,0.997024,2.66151,1.0,64.1123,1.0,99.4923,1.78402,4.99293,1.0,7.74825,1.74105,0.174533,0.982143,0.209078,0.165964,0.246662,0.349717,0.973214,0.973214,0.979167,6.55733,6.55733,6.62522,6.69454,6.37213,6.32137,6.35896,6.40852,6.73699,4.06548,6.70471,7.1778,6.90201,5.60194,6.80582,6.9383,-9999,-9999
20210507,20210513,12.973,1.0,458.807,176.826,1.0,341.187,1.0,5.673,1.0,95.143,0.988095,5.479,1.0,2.028,0.895833,0.39891361719345536,0.8715277777777777,99.89089962121211,0.986111111111111,329.0933779761905,0.9791666666666666,13.76924603174603,0.9791666666666666,116.09738005050504,0.986111111111111,24.2714898989899,0.986111111111111,384.2157196969697,0.986111111111111,424.564,0.985119,13.953,13.694,13.866,13.8,1.0,1.0,1.0,0.994048,39.231,34.692,38.575,0.0,0.985119,0.979167,-0.975717,0.994048,62.3237,0.988095,95.8901,1.8566,8.86821,0.982143,13.6445,1.46276,-2.07402,0.973214,0.213654,-2.04945,-1.9513,-1.87469,0.979167,0.973214,0.973214,6.48714,6.07141,7.03076,8.19922,9.2478,8.04656,8.98206,10.1335,3.96227,3.39195,4.00843,4.49667,6.63013,6.75109,7.30812,7.48819,-9999,-9999
20210514,20210520,18.093,1.0,467.18,234.463,1.0,343.142,1.0,9.915,1.0,95.715,0.982143,0.0,1.0,1.957,0.997024,0.30313763850677033,0.9618055555555555,126.01225694444446,1.0,447.1759375,1.0,18.03864583333333,1.0,115.74965277777777,1.0,33.86496527777778,1.0,405.17256944444443,1.0,417.667,0.994048,15.404,14.769,14.248,13.82,1.0,1.0,1.0,1.0,37.961,33.099,37.397,0.0,1.0,1.0,3.26104,1.0,82.7553,1.0,118.617,2.53569,8.49667,1.0,12.1786,1.64082,-2.14595,0.96131,0.235949,-2.51452,-2.26391,-1.87566,0.997024,0.994048,0.958333,8.79714,8.21501,8.98672,10.6162,11.358,10.744,11.2888,12.2982,3.04117,2.53267,4.23164,4.944,9.14554,8.14065,9.12307,9.50904,-9999,-9999
20210521,20210527,22.205,1.0,473.997,292.504,1.0,365.129,1.0,11.564,1.0,95.681,1.0,0.36,1.0,1.948,1.0,0.3125296991863959,0.9895833333333334,183.10934027777776,1.0,591.1996180555556,1.0,21.906111111111112,1.0,102.77430555555556,1.0,46.48875000000001,1.0,432.4135416666666,1.0,422.029,0.991071,18.538,17.687,16.644,15.757,1.0,1.0,1.0,1.0,38.595,28.64,33.283,0.535714,1.0,1.0,5.61435,1.0,109.426,1.0,144.986,2.97802,25.2586,1.0,33.4669,1.8204,-2.29333,0.946429,0.264323,-3.6531,-2.6463,-2.17136,0.973214,0.949405,0.949405,9.53695,8.80855,10.0419,11.5866,12.9394,12.254,12.9263,13.6109,7.73579,6.45186,7.62703,8.01398,10.5288,10.6832,11.1696,11.6389,-9999,-9999
20210528,20210603,17.17,1.0,479.249,181.117,1.0,371.725,1.0,5.687,1.0,95.163,0.991071,6.993,1.0,1.794,0.800595,0.31906369784106037,0.6076388888888888,132.9829861111111,1.0,396.9704861111111,1.0,14.434305555555554,1.0,117.25381944444446,1.0,30.924409722222222,1.0,401.91249999999997,1.0,421.666,1.0,16.825,16.422,16.222,15.835,1.0,1.0,1.0,1.0,39.293,32.233,34.985,0.735119,1.0,1.0,1.66805,1.0,74.8349,1.0,125.077,2.52903,-2.35484,1.0,-3.93582,1.83864,-2.00046,0.967262,0.269755,-2.52767,-2.13727,-1.6588,0.985119,0.988095,0.958333,8.45036,7.57619,8.76606,9.08776,10.8269,10.0991,10.6843,10.857,6.26445,5.53174,5.81745,6.21026,9.1659,9.1377,9.27204,9.51706,-9999,-9999
20210604,20210610,21.732,0.973214,482.939,229.243,0.973214,387.604,0.970238,6.138,0.973214,95.198,0.982143,3.065,1.0,1.636,0.964286,0.24950478697694625,0.923611111111111,142.88828250591015,0.9340277777777777,467.3664055708075,0.9375000000000001,16.616594862922287,0.9375000000000001,115.65487987987989,0.9618055555555557,33.938294130824374,0.9409722222222223,432.54815188172046,0.9409722222222223,426.819,0.91369,19.325,18.602,17.72,16.89,1.0,1.0,1.0,1.0,38.396,32.372,34.856,0.0714286,0.97619,0.997024,6.18312,0.997024,92.0852,0.901786,128.946,2.61241,13.5562,0.970238,18.9827,1.84051,-1.78273,0.714286,0.257039,-4.79523,-3.20527,-1.70541,0.875,0.833333,0.595238,8.22605,1.64147,8.51945,9.14351,12.2732,6.58781,10.6601,11.9748,7.24291,5.59682,6.17725,7.24291,12.4264,10.4889,12.1054,12.6847,-9999,-9999
20210611,20210617,21.884,0.973214,485.071,294.589,0.97619,365.374,0.973214,8.662,0.973214,94.782,0.940476,4.271,1.0,1.908,0.925595,0.29689776243306204,0.8888888888888888,187.45538888888885,0.9375,632.2986875,0.9375,21.872583333333335,0.9375,95.04506944444444,0.9375,44.625395833333336,0.9375,440.3627083333333,0.9375,426.356,0.309524,20.022,19.423,18.801,18.083,0.973214,0.973214,0.973214,0.970238,38.06,33.207,36.804,0.0,0.955357,0.973214,4.42237,0.973214,111.377,0.279762,171.057,2.70753,22.2494,0.970238,34.1714,1.33183,-2.63245,0.0446429,0.623745,-4.68736,-3.65113,-2.502,0.21131,0.0982143,0.0297619,9.10731,2.85149,9.12542,9.51166,13.5414,7.48772,11.807,12.5838,7.55905,5.20079,6.95225,7.46124,13.4013,11.4795,12.3701,13.4013,-9999,-9999
20210618,20210624,22.107,1.0,485.656,275.469,1.0,366.832,1.0,9.37,1.0,94.981,0.982143,4.913,1.0,1.805,0.982143,0.32361441870191143,0.9583333333333334,166.96754580378254,0.9965277777777777,584.9646527777778,1.0,20.017534722222223,1.0,103.12256944444447,1.0,41.79538194444444,1.0,439.36354166666666,1.0,418.565,0.00892857,19.824,19.206,18.629,18.017,1.0,1.0,1.0,1.0,37.257,31.215,34.827,0.0,0.994048,0.997024,3.69538,0.979167,108.989,0.00297619,152.617,3.85766,7.19297,0.946429,10.0723,1.49216,-2.31993,0.0,2.51991,-4.34005,-2.88698,-2.0288,0.0,0.0,0.0,9.99991,5.23475,9.22371,10.0134,13.5665,9.53792,11.4854,12.8551,8.31357,6.1484,7.93846,8.39411,12.7096,11.0962,12.3217,12.7889,-9999,-9999
20210625,20210701,22.852,1.0,484.702,240.598,1.0,375.94,1.0,7.957,1.0,95.473,0.991071,1.993,1.0,1.342,0.160714,-9999,-9999,137.93684027777775,1.0,526.6940972222222,1.0,18.41809027777778,1.0,108.07951388888887,1.0,36.37934027777777,1.0,442.9340277777778,1.0,416.7,0.654762,20.408,19.742,19.047,18.358,1.0,1.0,1.0,1.0,37.384,29.487,33.153,0.0,0.997024,1.0,4.43102,1.0,94.2994,0.00892857,132.193,2.98861,6.51353,0.943452,9.13098,1.36888,-1.32399,0.0,3.79423,-1.45578,-1.26845,-0.827505,0.0,0.0,0.0,10.97,7.71723,9.53118,10.9951,12.5901,8.85249,10.8405,12.0209,9.18702,7.51843,8.80209,9.18702,12.2063,10.6894,12.1855,12.9603,-9999,-9999
20210702,20210708,21.483,1.0,482.224,256.872,1.0,368.389,1.0,7.537,1.0,95.036,0.991071,1.922,1.0,1.709,0.979167,0.26160211466825173,0.9583333333333334,149.69732638888888,1.0,537.0920833333333,1.0,18.15420138888889,1.0,116.87256944444444,1.0,38.93413194444445,1.0,434.46111111111105,1.0,418.927,0.997024,20.133,19.588,19.132,18.576,1.0,1.0,1.0,1.0,37.315,29.86,32.003,0.803571,1.0,1.0,2.8935,1.0,99.0857,0.377976,139.091,2.1017,15.3945,0.997024,21.6099,1.40018,-2.9065,0.172619,0.657757,-3.11088,-2.84422,-2.18714,0.285714,0.172619,0.232143,11.6827,9.28664,9.9034,11.6247,14.4335,12.0631,12.7491,14.4077,9.64266,8.01633,9.19118,9.65157,12.5518,10.7828,12.5518,13.6462,-9999,-9999
20210709,20210715,23.385,1.0,478.235,242.618,1.0,384.91,1.0,8.355,1.0,95.387,1.0,3.132,1.0,1.507,0.997024,0.29929588672673085,0.9479166666666666,141.31166814420806,0.9930555555555555,498.7666319444445,1.0,16.47690972222222,1.0,131.83402777777778,1.0,33.794756944444444,1.0,446.10937499999994,1.0,423.684,1.0,21.208,20.583,19.915,19.189,1.0,1.0,1.0,1.0,35.856,28.145,28.528,1.0,1.0,1.0,4.48825,1.0,99.6943,0.97619,139.756,2.22265,0.322549,1.0,0.452164,1.46692,-0.186458,0.857143,0.401803,-0.72221,-0.361465,0.21846,0.901786,0.860119,0.827381,12.2909,10.2543,11.5907,12.3327,12.7608,10.3527,11.8884,12.7455,11.4989,8.37439,10.3183,11.3953,10.3349,10.547,10.836,12.5164,-9999,-9999
20210716,20210722,21.872,1.0,472.752,215.279,1.0,387.573,1.0,5.432,1.0,95.264,0.982143,7.973,1.0,1.62,0.991071,0.22272084937723072,0.9583333333333334,125.96513888888887,1.0,432.32124999999996,1.0,14.215069444444445,1.0,123.17743055555555,1.0,29.02454861111111,1.0,438.7829861111111,1.0,426.389,1.0,21.005,20.471,20.012,19.425,1.0,1.0,1.0,1.0,33.331,29.323,29.958,0.988095,1.0,1.0,3.04661,1.0,84.0121,1.0,118.091,2.18047,6.64919,1.0,9.34638,1.18231,-0.258291,0.892857,0.415617,-2.57028,-1.24654,-0.238733,0.988095,0.934524,0.866071,11.9661,11.5638,12.7834,13.6804,13.9734,13.8029,13.9734,14.13,11.7445,8.11475,8.57357,9.92124,12.7626,12.7662,12.9923,13.4058,-9999,-9999
20210723,20210729,24.214,1.0,465.793,285.09,1.0,376.235,1.0,9.317,1.0,95.139,0.991071,3.346,1.0,1.848,0.994048,0.26147518936065267,0.9791666666666666,168.3423611111111,1.0,586.3229513888889,1.0,18.790902777777777,1.0,102.44791666666664,1.0,39.91239583333333,1.0,451.18819444444443,1.0,423.158,1.0,21.938,21.286,20.61,19.912,1.0,1.0,1.0,1.0,36.241,30.174,32.371,0.791667,1.0,1.0,5.87577,1.0,114.413,1.0,150.731,2.68835,8.38837,1.0,11.0511,1.19104,-0.211094,0.982143,0.405178,-2.10139,-1.27914,-0.243334,0.997024,0.979167,0.946429,14.1338,13.2811,15.2269,17.7016,16.8857,15.3015,16.5181,17.8789,12.8371,10.8322,12.5098,13.5711,15.0689,14.3106,15.2575,15.8873,-9999,-9999
20210730,20210805,21.604,1.0,457.385,206.853,1.0,382.923,1.0,5.936,1.0,95.05,0.979167,7.475,1.0,1.67,0.973214,0.255042106966804,0.9340277777777777,108.39142361111112,1.0,396.8880902777778,1.0,13.227152777777777,1.0,122.24583333333332,1.0,27.560833333333335,1.0,437.4892361111111,1.0,418.319,1.0,21.166,20.717,20.459,20.017,1.0,1.0,1.0,1.0,38.486,30.167,31.563,0.880952,1.0,1.0,2.71953,1.0,84.309,1.0,119.369,2.38984,0.947066,1.0,1.3409,1.10494,-1.00487,0.973214,0.395944,-1.91996,-1.44172,-0.0388328,0.997024,0.985119,0.96131,11.0637,11.7674,12.3581,14.2558,14.0036,13.5749,13.8917,14.9118,8.18349,8.32085,10.387,12.1548,13.4773,12.279,12.9563,14.0536,-9999,-9999
20210806,20210812,22.848,1.0,447.559,224.828,1.0,380.711,1.0,6.821,1.0,95.418,0.979167,2.776,1.0,1.776,0.997024,0.22952035709960772,0.9583333333333331,128.80201388888892,1.0,466.4034722222222,1.0,15.570833333333335,1.0,109.31388888888887,1.0,30.62777777777778,1.0,442.4739583333333,1.0,422.583,1.0,21.335,20.76,20.278,19.753,1.0,1.0,1.0,1.0,38.811,31.952,34.174,0.824405,1.0,1.0,5.93442,0.997024,94.2996,1.0,119.032,2.5175,3.50717,1.0,4.427,1.15219,-2.61841,0.910714,0.373584,-2.41662,-1.78978,-1.60642,0.866071,0.880952,0.997024,9.75353,10.3949,11.5633,13.1128,13.6711,12.1631,13.8044,15.0958,11.8894,8.78807,10.1577,12.596,13.2979,11.9299,12.9802,13.4939,-9999,-9999
20210813,20210819,22.763,1.0,436.358,201.694,1.0,396.845,1.0,5.586,1.0,95.285,1.0,16.16,1.0,1.6,0.800595,0.23179498611949412,0.7291666666666666,131.14416666666665,1.0,445.1611805555556,1.0,15.121631944444445,1.0,91.66493055555556,1.0,27.576180555555556,1.0,445.10868055555557,1.0,440.301,1.0,21.903,21.362,20.932,20.401,1.0,1.0,1.0,1.0,39.138,31.166,33.575,0.931548,1.0,1.0,5.0948,1.0,79.1467,1.0,114.446,2.35223,4.89436,0.997024,7.07721,1.15491,-0.77443,0.910714,0.332936,-1.1105,-0.707317,0.271795,0.973214,0.970238,0.877976,10.8152,9.3238,10.3686,12.5186,10.313,10.446,11.2617,12.1672,5.34607,6.77333,9.94298,11.8461,11.9163,10.4945,11.8961,12.3069,-9999,-9999
20210820,20210826,23.156,1.0,423.837,215.894,1.0,383.695,1.0,6.147,1.0,95.081,0.991071,1.566,1.0,1.808,0.988095,0.2403473280222146,0.9618055555555555,129.09006944444442,1.0,464.64225694444445,1.0,15.291944444444445,1.0,89.29930555555556,1.0,28.919513888888886,1.0,445.95590277777774,1.0,430.15,1.0,22.03,21.484,21.048,20.522,1.0,1.0,1.0,1.0,38.937,32.651,36.051,0.517857,1.0,1.0,5.17671,1.0,83.8898,1.0,123.856,2.16608,-0.851983,1.0,-1.25788,1.15817,-0.2385,0.907738,0.331322,-1.26577,-0.676582,0.33077,0.970238,0.949405,0.89881,12.4826,11.7072,13.4504,15.5562,14.3828,12.9697,13.8652,15.0723,5.79188,9.82786,11.2853,12.2083,13.1822,12.4431,13.1822,13.7242,-9999,-9999
20210827,20210902,22.168,1.0,410.072,188.945,1.0,388.498,1.0,5.606,1.0,94.96,1.0,5.694,1.0,1.818,0.854167,0.2837724801511765,0.7534722222222222,109.82031249999999,1.0,390.2494444444444,1.0,12.714444444444444,1.0,95.05312500000001,1.0,24.046562499999997,1.0,443.97673611111105,1.0,428.477,1.0,21.869,21.403,21.114,20.66,1.0,1.0,1.0,1.0,-9999,31.891,34.627,-9999,1.0,0.997024,2.91322,1.0,81.762,1.0,118.272,2.10001,-7.50477,0.997024,-10.856,1.12291,2.61606,0.9375,0.31412,0.268795,1.55926,2.73022,0.991071,0.985119,0.904762,12.061,11.3505,13.1106,13.907,12.2679,10.966,11.0584,11.3959,8.69958,7.94707,8.55406,10.3376,11.3642,10.9565,11.3732,11.9438,-9999,-9999
20210903,20210909,20.316,1.0,395.159,226.917,1.0,363.881,1.0,5.503,1.0,94.889,1.0,3.345,1.0,1.774,0.892857,0.26467947803491587,0.8923611111111112,128.84965277777778,1.0,461.4629861111111,1.0,15.113159722222223,1.0,104.75416666666668,1.0,29.217118055555556,1.0,431.09756944444445,1.0,420.55,1.0,20.382,20.0,19.95,19.723,1.0,1.0,1.0,1.0,-9999,32.74,35.698,-9999,1.0,1.0,0.890001,1.0,81.3179,1.0,127.16,2.53455,2.73651,1.0,4.27918,1.18124,-0.714033,0.91369,0.28528,-1.88474,-1.11505,-0.579082,0.964286,0.9375,0.91369,9.18652,8.82882,9.70652,11.0599,11.081,10.7125,10.81,11.5822,2.52733,4.57749,6.12183,8.20905,9.86032,9.48472,10.3815,12.6542,-9999,-9999
20210910,20210916,19.977,1.0,379.217,210.541,1.0,352.451,1.0,5.964,1.0,95.386,0.991071,0.214,1.0,1.843,0.997024,0.2334808601194578,0.9791666666666666,111.343268321513,0.9965277777777777,440.6483680555555,1.0,15.110034722222222,1.0,81.56319444444445,1.0,29.403324468085103,0.9965277777777777,425.20858451536645,0.9965277777777777,419.549,0.994048,19.555,19.192,19.224,19.089,1.0,1.0,1.0,1.0,-9999,30.981,34.268,-9999,1.0,0.997024,0.434402,1.0,80.2066,1.0,108.003,2.38396,-0.333819,1.0,-0.449508,1.07794,-0.616075,0.940476,0.262598,-1.80953,-1.24178,-0.588158,0.982143,0.964286,0.940476,10.3068,9.78551,11.2212,13.5273,13.1972,11.5886,12.5107,14.0218,6.13496,6.68582,7.42668,8.19298,11.0077,10.3888,10.9666,11.7358,-9999,-9999
20210917,20210923,18.764,1.0,362.399,124.654,1.0,380.79,1.0,2.935,1.0,95.176,0.991071,10.678,1.0,1.561,0.883929,0.23989939067916613,0.8368055555555557,55.40423611111112,1.0,221.92802083333333,1.0,7.540520833333333,1.0,85.81631944444445,1.0,12.839479166666669,1.0,427.3309027777778,1.0,428.169,0.994048,19.581,19.299,19.415,19.253,1.0,1.0,1.0,1.0,-9999,32.956,35.793,-9999,1.0,1.0,-1.42487,1.0,40.4365,0.997024,71.6703,1.58692,-1.12877,0.994048,-2.00065,1.01702,2.22858,0.988095,0.244658,0.655339,1.436,2.51007,0.991071,0.866071,0.985119,8.41354,8.27273,8.47291,9.14312,6.44816,6.63603,6.93841,7.49363,11.0475,7.7854,9.34483,10.9261,1.5677,1.57582,4.50336,6.12597,-9999,-9999
20210924,20210930,16.994,1.0,344.891,230.735,1.0,318.799,1.0,5.561,1.0,95.251,0.979167,0.0,1.0,2.016,1.0,0.2701693545655433,0.9930555555555557,111.46736111111109,1.0,475.8827777777778,1.0,16.897569444444443,1.0,41.0482638888889,1.0,30.911597222222216,1.0,406.27361111111105,1.0,419.514,0.997024,16.955,16.713,17.099,17.301,1.0,1.0,1.0,1.0,-9999,32.649,36.442,-9999,1.0,1.0,-2.57001,1.0,86.2329,1.0,111.208,2.21278,0.388503,1.0,0.501024,1.07401,-2.90275,0.672619,0.278103,-3.16963,-3.08163,-2.445,0.702381,0.666667,0.678571,5.4389,4.5647,4.9398,5.55936,7.65075,6.96299,8.08036,8.72101,7.3769,1.87864,6.46428,7.57375,2.55813,2.54288,2.58127,4.67576,-9999,-9999
20211001,20211007,19.188,1.0,326.917,120.067,1.0,381.192,1.0,3.456,1.0,95.285,0.982143,5.054,1.0,1.561,0.833333,0.2313575750718125,0.861111111111111,53.12013888888888,1.0,237.6665277777778,1.0,8.727430555555555,1.0,81.72152777777778,1.0,14.070520833333333,1.0,422.4288194444444,1.0,432.185,0.991071,18.902,18.453,18.302,18.048,1.0,1.0,1.0,0.997024,-9999,32.285,34.982,-9999,1.0,0.985119,2.28317,0.997024,51.5146,0.985119,76.3057,1.86547,-10.0078,0.988095,-14.824,1.00848,1.88224,0.22619,0.361673,1.69669,1.79026,3.11663,0.205357,0.21131,0.342262,5.18344,4.49516,5.18344,5.3935,2.93023,1.65298,3.01587,3.60061,7.31655,2.89301,6.45875,7.64574,2.05379,2.0594,2.0709,3.39121,-9999,-9999
20211008,20211014,18.406,1.0,308.741,162.159,1.0,347.81,1.0,3.917,1.0,95.081,0.973214,0.498,1.0,1.914,0.925595,0.2697176188762417,0.8125,65.57969353864733,0.9861111111111112,331.0776388888889,0.9861111111111112,13.20702747584541,0.9861111111111112,60.250905797101446,0.9861111111111112,19.900538949275365,0.9861111111111112,416.55597826086955,0.9861111111111112,434.268,0.994048,18.663,18.29,18.296,18.135,1.0,1.0,1.0,1.0,-9999,33.896,36.619,-9999,0.997024,0.994048,0.23032,1.0,52.8467,0.994048,69.2727,1.59119,0.642495,0.997024,0.842197,1.02464,3.48557,0.595238,0.176758,3.0206,3.355,3.47449,0.434524,0.610119,0.595238,4.727,4.34439,4.75274,4.95257,0.995175,0.889371,1.59674,1.93325,6.20625,3.0225,5.67461,6.62125,3.34395,3.20025,3.32595,3.73659,-9999,-9999
20211015,20211021,14.422,1.0,290.665,180.262,1.0,308.195,1.0,5.445,1.0,95.295,0.979167,0.712,1.0,2.168,0.967262,0.33563344340334605,0.9583333333333334,71.83886968085106,0.9965277777777777,382.97475694444444,1.0,16.924618055555555,1.0,32.17118055555555,1.0,26.133055555555558,1.0,392.44930555555555,1.0,424.809,0.96131,15.989,15.928,16.61,16.921,1.0,1.0,1.0,1.0,-9999,33.538,36.843,-9999,0.452381,0.407738,-5.66837,1.0,58.9911,0.997024,76.7636,1.33764,-2.81187,0.994048,-3.65901,1.38908,1.14739,0.877976,0.129531,0.849491,1.00909,1.13153,0.875,0.946429,0.880952,4.18825,4.18795,4.26513,4.29702,3.0588,3.1147,3.25922,3.36798,4.50886,2.32561,4.38877,4.99061,3.96942,3.28959,3.77191,3.96942,-9999,-9999
