TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180729,21.783,1.0,462.424,305.951,1.0,380.771,1.0,7.712,1.0,95.255,1.0,0.0,1.0,1.956,1.0,0.26635727225144046,1.0,213.1875,1.0,-9999,-9999,19.625,1.0,99.74583333333334,1.0,39.99854166666666,1.0,429.7479166666667,1.0,415.738,0.0,20.941,20.496,20.218,19.861,1.0,1.0,1.0,1.0,-9999,37.152,37.551,-9999,0.0,0.0,1.9271,-9999,12.8815,-9999,17.3703,-9999,-9999,-9999,13.621,-9999,18.3581,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.626763,0.613596,0.640531,0.699661,-0.318556,-0.291363,-0.206097,-0.159328,1.78666,1.3885,1.78634,1.87643,0.0,0.0,0.0,0.0,-9999,-9999
20180730,23.765,1.0,461.223,327.502,1.0,389.021,1.0,10.203,1.0,95.104,1.0,0.0,1.0,1.836,1.0,0.2612139515145541,1.0,227.90750000000003,1.0,-9999,0.0,20.563958333333332,1.0,100.78749999999998,1.0,42.98333333333333,1.0,440.2083333333333,1.0,412.799,0.0,21.899,21.294,20.64,20.036,1.0,1.0,1.0,1.0,-9999,37.123,37.734,-9999,0.0,0.0,4.57062,-9999,13.1795,-9999,17.7617,-9999,-9999,-9999,8.39263,-9999,11.3047,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.650794,0.636663,0.665581,0.729216,-0.0624679,-0.0325176,0.0754511,0.12048,1.86625,1.45078,1.86593,1.96807,0.0,0.0,0.0,0.0,-9999,-9999
20180731,21.65,1.0,459.992,137.578,1.0,409.567,1.0,4.958,1.0,95.038,1.0,3.479,1.0,1.595,1.0,0.21040142563720535,0.9791666666666666,97.63875,1.0,-9999,0.0,9.2775,1.0,81.58333333333336,1.0,18.590625,1.0,426.96458333333334,1.0,414.615,0.0,21.539,21.193,20.869,20.305,1.0,1.0,1.0,1.0,-9999,38.28,38.071,-9999,0.0,0.0,1.92012,-9999,12.9734,-9999,17.4736,-9999,-9999,-9999,-1.20959,-9999,-1.62835,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.625712,0.612607,0.639413,0.698234,-0.285495,-0.258426,-0.21892,-0.105178,1.7826,1.3853,1.78228,1.87129,0.0,0.0,0.0,0.0,-9999,-9999
20180801,18.479,1.0,458.732,42.136,1.0,413.592,1.0,1.425,1.0,95.202,1.0,0.0,1.0,0.986,0.75,0.15422981475821165,0.7083333333333334,39.85541666666666,1.0,-9999,0.0,3.712916666666667,1.0,43.487500000000004,1.0,5.9210416666666665,1.0,412.46875,1.0,419.711,0.0,20.184,20.037,20.223,20.034,1.0,1.0,1.0,1.0,-9999,38.374,37.938,-9999,0.0,0.0,-1.36061,-9999,12.8815,-9999,17.3806,-9999,-9999,-9999,0.817898,-9999,1.10299,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.586644,0.575086,0.598711,0.650323,-0.353799,-0.329873,-0.245338,-0.207465,1.65377,1.29236,1.65348,1.72344,0.0,0.0,0.0,0.0,-9999,-9999
20180802,19.22,1.0,457.443,72.33,1.0,420.11,1.0,0.914,1.0,95.298,1.0,0.0,1.0,1.033,0.833333,0.1643483660720563,0.7708333333333334,68.48812500000001,1.0,-9999,0.0,5.60125,1.0,76.54583333333333,1.0,10.353333333333332,1.0,416.7291666666667,1.0,417.21,0.0,20.094,19.8,19.802,19.656,1.0,1.0,1.0,1.0,-9999,38.345,38.121,-9999,0.0,0.0,0.0504788,-9999,13.1795,-9999,17.8333,-9999,-9999,-9999,-4.46114,-9999,-6.0333,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.59588,0.58396,0.608328,0.661623,-0.110684,-0.0807334,0.0174874,0.0617042,1.68412,1.31423,1.68382,1.75818,0.0,0.0,0.0,0.0,-9999,-9999
20180803,21.32,1.0,456.124,226.126,1.0,410.492,1.0,4.159,1.0,95.41,0.958333,0.497,1.0,1.366,0.666667,0.27378375890634465,0.6666666666666666,179.27416666666667,1.0,-9999,0.0,14.532916666666665,1.0,128.9645833333333,1.0,29.21666666666667,1.0,428.1270833333333,1.0,415.23,0.0,20.927,20.441,20.041,19.671,1.0,1.0,1.0,1.0,-9999,38.493,38.071,-9999,0.0,0.0,2.93918,-9999,12.9734,-9999,17.5818,-9999,-9999,-9999,-1.86403,-9999,-2.52489,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.621543,0.6086,0.635074,0.693147,-0.289175,-0.262434,-0.223104,-0.110265,1.76896,1.37515,1.76865,1.85573,0.0,0.0,0.0,0.0,-9999,-9999
20180804,22.387,1.0,454.778,206.525,1.0,394.056,1.0,5.57,1.0,95.655,0.979167,1.491,1.0,1.53,1.0,0.18691949289350496,1.0,140.011875,1.0,450.429574468085,0.9791666666666666,13.947916666666666,1.0,142.57916666666668,1.0,26.654374999999998,1.0,432.09791666666666,1.0,413.696,0.0,21.303,20.836,20.391,19.907,1.0,1.0,1.0,1.0,-9999,38.556,37.938,-9999,0.0,0.0,3.12222,-9999,12.8815,-9999,17.4849,-9999,-9999,-9999,0.163465,-9999,0.221881,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.634475,0.621012,0.648554,0.709053,-0.311741,-0.283947,-0.198546,-0.150154,1.8118,1.40816,1.81148,1.90506,0.0,0.0,0.0,0.0,-9999,-9999
20180805,23.513,1.0,453.403,266.131,1.0,385.502,1.0,7.565,1.0,95.793,1.0,0.0,1.0,1.752,1.0,0.24223728693709376,0.9791666666666666,176.39874999999998,1.0,559.830625,1.0,17.348958333333332,1.0,105.36666666666667,1.0,33.68375,1.0,438.4937499999999,1.0,413.794,0.0,21.804,21.259,20.664,20.085,1.0,1.0,1.0,1.0,-9999,38.528,38.121,-9999,0.0,0.0,4.20199,-9999,13.1795,-9999,17.9176,-9999,-9999,-9999,-5.11557,-9999,-6.9546,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.647858,0.633849,0.662516,0.725578,-0.0650354,-0.0350851,0.0725817,0.117331,1.85641,1.44308,1.85609,1.95665,0.0,0.0,0.0,0.0,-9999,-9999
20180806,23.478,1.0,451.999,195.219,1.0,397.11,1.0,5.423,1.0,95.62,1.0,6.462,1.0,1.589,1.0,0.1980399527423582,1.0,128.8075,1.0,422.045,1.0,13.422708333333333,1.0,94.18958333333335,1.0,25.41270833333333,1.0,437.3708333333334,1.0,414.045,0.0,22.094,21.591,20.994,20.349,1.0,1.0,1.0,1.0,-9999,38.493,38.542,-9999,0.0,0.0,3.79283,-9999,12.9734,-9999,17.6426,-9999,-9999,-9999,-1.86403,-9999,-2.53491,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.647726,0.633731,0.662367,0.725351,-0.266176,-0.237302,-0.196819,-0.0780618,1.8557,1.4425,1.85537,1.9556,0.0,0.0,0.0,0.0,-9999,-9999
20180807,24.452,1.0,450.566,261.908,1.0,398.45,1.0,8.981,1.0,95.379,1.0,0.994,1.0,1.748,1.0,0.24559631799331091,0.9375,182.90854166666668,1.0,553.6614583333334,1.0,17.677291666666665,1.0,99.62916666666666,1.0,33.545,1.0,442.93541666666664,1.0,413.269,0.0,22.443,21.9,21.231,20.541,1.0,1.0,1.0,1.0,-9999,38.556,38.914,-9999,0.0,0.0,5.05657,-9999,12.8815,-9999,17.5178,-9999,-9999,-9999,0.163465,-9999,0.222298,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.659062,0.644598,0.674203,0.739399,-0.290187,-0.260361,-0.174505,-0.12056,1.8937,1.47226,1.89337,1.99973,0.0,0.0,0.0,0.0,-9999,-9999
20180808,22.624,1.0,449.105,175.343,1.0,404.071,1.0,5.955,1.0,95.261,1.0,13.92,1.0,1.656,1.0,0.2552657969206828,1.0,123.11791666666666,1.0,380.581875,1.0,11.993125000000001,1.0,70.21041666666666,1.0,22.58583333333333,1.0,432.0125,1.0,415.311,0.0,22.007,21.67,21.305,20.702,1.0,1.0,1.0,1.0,-9999,38.528,39.107,-9999,0.0,0.0,2.64564,-9999,13.1795,-9999,17.9382,-9999,-9999,-9999,-5.63308,-9999,-7.66697,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.637344,0.623766,0.651546,0.712584,-0.0742444,-0.0442942,0.0623029,0.106063,1.82132,1.4156,1.821,1.91603,0.0,0.0,0.0,0.0,-9999,-9999
20180809,21.704,1.0,447.615,154.69,1.0,414.45,1.0,4.746,1.0,95.202,1.0,3.977,1.0,1.602,1.0,0.22422652855780634,0.9583333333333334,119.12333333333333,1.0,330.48583333333335,1.0,10.390208333333334,1.0,110.60416666666667,1.0,19.833333333333332,1.0,428.40208333333334,1.0,415.315,0.0,21.582,21.254,21.004,20.565,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,2.02312,-9999,12.9734,-9999,17.6629,-9999,-9999,-9999,-1.98384,-9999,-2.70096,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.626122,0.612992,0.63985,0.698797,-0.28516,-0.258041,-0.218507,-0.104615,1.78421,1.38657,1.78389,1.87335,0.0,0.0,0.0,0.0,-9999,-9999
20180810,20.148,1.0,446.097,163.714,1.0,419.181,1.0,2.332,1.0,95.035,1.0,4.97,1.0,1.58,0.979167,0.2047504331566235,0.9583333333333334,141.111875,1.0,361.99520833333327,1.0,11.133541666666666,1.0,109.47916666666667,1.0,21.032708333333336,1.0,421.07708333333335,1.0,416.243,0.0,20.85,20.621,20.609,20.337,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,0.422274,-9999,12.8815,-9999,17.516,-9999,-9999,-9999,0.193615,-9999,0.263272,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.607226,0.594854,0.620153,0.67556,-0.335686,-0.310105,-0.2252,-0.182834,1.72162,1.34116,1.72132,1.8013,0.0,0.0,0.0,0.0,-9999,-9999
20180811,21.825,1.0,444.552,226.276,1.0,405.987,1.0,5.096,1.0,95.018,1.0,0.0,1.0,1.616,1.0,0.21775660113987733,0.9791666666666666,172.37354166666668,1.0,474.23729166666664,1.0,14.616458333333332,1.0,117.5625,1.0,28.6875,1.0,429.875,1.0,413.942,0.0,21.537,21.094,20.702,20.28,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,2.56061,-9999,13.1795,-9999,17.9058,-9999,-9999,-9999,-6.59329,-9999,-8.95765,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.627668,0.614479,0.641458,0.700678,-0.0827417,-0.0527915,0.0525595,0.0957075,1.78924,1.3905,1.78893,1.87907,0.0,0.0,0.0,0.0,-9999,-9999
20180812,22.92,1.0,442.979,262.445,1.0,382.473,1.0,7.622,1.0,95.198,1.0,0.0,1.0,1.927,1.0,0.24940422283878383,0.9583333333333334,171.67208333333335,1.0,527.22625,1.0,17.011875,1.0,112.57708333333333,1.0,34.451249999999995,1.0,434.6354166666667,1.0,413.986,0.0,21.811,21.36,20.909,20.401,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,3.24066,-9999,12.9734,-9999,17.6256,-9999,-9999,-9999,-2.94734,-9999,-4.00425,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.640917,0.627195,0.655271,0.716984,-0.27216,-0.243839,-0.203655,-0.0864285,1.83318,1.42488,1.83285,1.9297,0.0,0.0,0.0,0.0,-9999,-9999
20180813,21.721,1.0,441.378,303.178,1.0,357.175,1.0,8.095,1.0,95.243,0.9375,0.0,1.0,1.841,1.0,0.23885348691444336,0.9791666666666666,187.3125,1.0,604.4975000000001,1.0,19.032291666666666,1.0,80.64791666666666,1.0,38.99875,1.0,428.2291666666667,1.0,415.335,0.0,21.591,21.242,20.932,20.458,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,1.98297,-9999,12.8815,-9999,17.4858,-9999,-9999,-9999,-0.955941,-9999,-1.29762,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.626319,0.613181,0.640056,0.699043,-0.318915,-0.291778,-0.206525,-0.159922,1.78487,1.38709,1.78456,1.87413,0.0,0.0,0.0,0.0,-9999,-9999
20180814,22.129,1.0,439.75,262.785,1.0,370.608,1.0,8.194,1.0,95.221,1.0,0.0,1.0,1.631,1.0,0.2180857986043951,0.9583333333333334,163.8375,1.0,524.239375,1.0,16.6175,1.0,104.49374999999999,1.0,34.20729166666667,1.0,429.8833333333334,1.0,414.69,0.0,21.387,21.021,20.755,20.357,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,1.86353,-9999,13.1795,-9999,17.8749,-9999,-9999,-9999,-6.93975,-9999,-9.41212,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.631278,0.617941,0.645225,0.70514,-0.0795801,-0.0496299,0.0563309,0.0995764,1.80129,1.39994,1.80098,1.89303,0.0,0.0,0.0,0.0,-9999,-9999
20180815,22.507,1.0,438.094,231.467,1.0,376.621,1.0,8.666,1.0,95.383,1.0,0.0,1.0,1.765,1.0,0.2094979064890379,0.9583333333333334,142.47104166666668,1.0,478.7291666666667,1.0,15.394791666666668,1.0,154.77083333333334,1.0,29.24083333333333,1.0,431.3333333333333,1.0,415.143,0.0,21.424,21.065,20.761,20.331,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,2.27416,-9999,12.9734,-9999,17.6022,-9999,-9999,-9999,-3.64191,-9999,-4.94134,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.635789,0.622269,0.64993,0.710703,-0.276675,-0.248765,-0.208802,-0.0927097,1.8163,1.41168,1.81598,1.91035,0.0,0.0,0.0,0.0,-9999,-9999
20180816,24.029,1.0,436.412,282.441,1.0,378.181,1.0,10.656,1.0,95.485,0.916667,0.0,1.0,1.982,1.0,0.24453413822802533,0.9791666666666666,180.57062499999998,1.0,578.5066666666667,1.0,18.107916666666668,1.0,101.24374999999999,1.0,35.66395833333333,1.0,439.7083333333333,1.0,411.856,0.0,21.784,21.292,20.81,20.323,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,3.71622,-9999,12.8815,-9999,17.4846,-9999,-9999,-9999,-1.85784,-9999,-2.52171,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.653866,0.639607,0.668788,0.733021,-0.294758,-0.265352,-0.179589,-0.126784,1.87655,1.45884,1.87622,1.98002,0.0,0.0,0.0,0.0,-9999,-9999
20180817,24.138,1.0,434.702,237.965,1.0,393.498,1.0,8.043,1.0,95.402,1.0,0.994,1.0,1.495,1.0,0.21810772515769444,0.9791666666666666,157.175625,1.0,496.91499999999996,1.0,15.309583333333334,1.0,132.75833333333333,1.0,30.346875,1.0,441.3875,1.0,411.98,0.0,22.566,22.02,21.328,20.641,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,4.37387,-9999,13.1795,-9999,17.8961,-9999,-9999,-9999,-7.862,-9999,-10.6756,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.655515,0.641201,0.670495,0.734978,-0.0583016,-0.0283514,0.0800728,0.125519,1.88171,1.46286,1.88138,1.98571,0.0,0.0,0.0,0.0,-9999,-9999
20180818,22.036,1.0,432.965,150.857,1.0,429.137,1.0,3.946,1.0,95.066,1.0,3.976,1.0,1.503,0.9375,0.24456847751902883,0.9375,129.915,1.0,330.2214583333334,1.0,10.363124999999998,1.0,115.51458333333333,1.0,20.861041666666665,1.0,430.5083333333334,1.0,413.633,0.0,22.125,21.79,21.412,20.83,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,2.2368,-9999,12.9734,-9999,17.638,-9999,-9999,-9999,-7.58364,-9999,-10.3104,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.630482,0.617189,0.644382,0.704082,-0.281297,-0.253844,-0.214131,-0.0993305,1.79832,1.39759,1.798,1.88933,0.0,0.0,0.0,0.0,-9999,-9999
20180819,22.277,1.0,431.202,176.161,1.0,406.0,1.0,4.802,1.0,94.978,1.0,1.988,1.0,1.444,1.0,0.19609020149758138,0.9791666666666666,125.86104166666667,1.0,372.52375,1.0,12.173541666666665,1.0,133.04583333333335,1.0,22.863333333333333,1.0,432.01458333333335,1.0,412.672,0.0,21.921,21.554,21.207,20.723,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,2.36389,-9999,12.8815,-9999,17.5201,-9999,-9999,-9999,-13.6516,-9999,-18.5675,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.633238,0.619828,0.647262,0.707511,-0.312818,-0.285131,-0.199754,-0.151656,1.80761,1.40488,1.8073,1.90017,0.0,0.0,0.0,0.0,-9999,-9999
20180820,22.744,1.0,429.413,214.32,1.0,403.227,1.0,4.92,1.0,95.095,1.0,4.971,1.0,1.774,1.0,0.21271738556610667,1.0,153.22354166666665,1.0,449.9214583333333,1.0,14.755625,1.0,133.8375,1.0,27.467083333333335,1.0,434.5916666666667,1.0,413.197,0.0,22.249,21.816,21.321,20.755,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,3.2464,-9999,13.1795,-9999,17.9325,-9999,-9999,-9999,-18.183,-9999,-24.7403,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.638911,0.625274,0.653175,0.714486,-0.072857,-0.0429068,0.0638378,0.107732,1.8264,1.41957,1.82608,1.92179,0.0,0.0,0.0,0.0,-9999,-9999
20180821,22.226,1.0,427.597,172.428,1.0,412.569,1.0,4.656,1.0,94.99,1.0,3.976,1.0,1.455,0.958333,0.2514134284279065,0.9583333333333334,131.00125,1.0,362.59666666666664,1.0,11.233125000000001,1.0,109.3604166666667,1.0,22.694583333333338,1.0,430.6208333333334,1.0,415.954,0.0,21.972,21.645,21.329,20.822,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,2.26356,-9999,12.9734,-9999,17.6758,-9999,-9999,-9999,-21.3861,-9999,-29.1378,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.632704,0.619319,0.646702,0.706833,-0.279352,-0.251714,-0.2119,-0.096579,1.80576,1.40342,1.80544,1.89796,0.0,0.0,0.0,0.0,-9999,-9999
20180822,20.271,1.0,425.755,123.754,1.0,409.819,1.0,4.074,1.0,95.156,0.9375,2.486,1.0,1.594,0.833333,0.2364257650317912,0.8333333333333334,96.46145833333333,1.0,264.019375,1.0,8.178333333333335,1.0,105.82083333333333,1.0,16.376041666666666,1.0,419.9479166666667,1.0,417.687,0.0,21.179,21.041,21.054,20.722,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,-0.0516153,-9999,12.8815,-9999,17.5674,-9999,-9999,-9999,-30.6843,-9999,-41.8462,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.608884,0.596452,0.621874,0.677558,-0.334212,-0.308507,-0.223575,-0.18088,1.72694,1.34505,1.72664,1.80728,0.0,0.0,0.0,0.0,-9999,-9999
20180823,18.301,1.0,423.888,305.19,1.0,332.39,1.0,6.304,1.0,95.388,0.9375,0.0,1.0,1.814,1.0,0.295542568071335,0.9791666666666666,185.59479166666665,1.0,604.3491666666667,1.0,18.902291666666667,1.0,48.12708333333334,1.0,39.92125,1.0,409.80625000000003,1.0,416.357,0.0,19.931,19.932,20.288,20.242,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,-1.59478,-9999,13.1795,-9999,17.955,-9999,-9999,-9999,-36.4254,-9999,-49.6236,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.583958,0.572486,0.595936,0.647167,-0.121246,-0.0912954,0.00335948,0.0490056,1.64551,1.28619,1.64522,1.71442,0.0,0.0,0.0,0.0,-9999,-9999
20180824,19.604,1.0,421.996,279.671,1.0,336.575,1.0,8.278,1.0,95.479,0.958333,0.0,1.0,1.742,1.0,0.25160297139312543,0.9583333333333334,161.45229166666667,1.0,558.2760416666666,1.0,17.995208333333334,1.0,112.54791666666667,1.0,36.308749999999996,1.0,413.7,1.0,417.689,0.0,19.457,19.366,19.686,19.741,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,-1.25332,-9999,12.9734,-9999,17.6909,-9999,-9999,-9999,-35.1373,-9999,-47.9145,-9999,-9999,-9999,0.871033,0.0,-9999,0.84203,0.851096,0.871033,0.0,0.0,0.0,0.600192,0.588084,0.612839,0.667023,-0.30799,-0.282949,-0.244538,-0.13639,1.69881,1.32461,1.69852,1.77543,0.0,0.0,0.0,0.0,-9999,-9999
20180825,20.927,1.0,420.077,214.834,1.0,375.065,1.0,8.284,1.0,95.71,1.0,0.0,1.0,1.665,1.0,0.23581400570014058,1.0,137.57208333333335,1.0,438.6041666666667,1.0,14.103541666666667,1.0,135.4416666666667,1.0,27.030208333333334,1.0,422.36249999999995,1.0,418.576,0.0,19.945,19.694,19.708,19.601,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,0.238543,-9999,12.8815,-9999,17.5825,-9999,-9999,-9999,-35.5476,-9999,-48.5202,-9999,-9999,-9999,0.904959,0.0,-9999,0.8257,0.874135,0.899539,0.0,0.0,0.0,0.61662,0.603869,0.629949,0.68713,-0.327441,-0.30109,-0.216013,-0.171547,1.75281,1.36351,1.75251,1.83727,0.0,0.0,0.0,0.0,-9999,-9999
20180826,22.252,1.0,418.135,219.431,1.0,377.785,1.0,7.254,1.0,95.783,1.0,0.0,1.0,2.014,0.979167,0.22236315560509826,0.9791666666666666,135.55625,1.0,445.8064583333333,1.0,14.82,1.0,128.975,1.0,27.808541666666667,1.0,430.6000000000001,1.0,417.613,0.0,20.997,20.55,20.138,19.758,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,2.42379,-9999,13.1795,-9999,17.9714,-9999,-9999,-9999,-40.6684,-9999,-55.4548,-9999,-9999,-9999,0.669982,0.0,-9999,0.581185,0.638614,0.662018,0.0,0.0,0.0,0.632713,0.619317,0.646723,0.706916,-0.0783246,-0.0483743,0.0577709,0.101115,1.8061,1.4037,1.80578,1.8986,0.0,0.0,0.0,0.0,-9999,-9999
20180827,23.317,1.0,416.167,191.534,1.0,390.55,1.0,6.831,1.0,95.637,1.0,0.0,1.0,1.918,1.0,0.21181615693823933,1.0,118.63708333333334,1.0,394.43291666666664,1.0,13.639166666666666,1.0,111.54375,1.0,24.347291666666667,1.0,436.7270833333334,1.0,417.675,0.0,21.662,21.185,20.637,20.093,1.0,1.0,1.0,1.0,-9999,38.778,39.081,-9999,0.0,0.0,3.36758,-9999,12.9734,-9999,17.6191,-9999,-9999,-9999,-38.7637,-9999,-52.4897,-9999,-9999,-9999,1.68025,0.0,-9999,1.59232,1.68025,1.78628,0.0,0.0,0.0,0.645651,0.631736,0.660209,0.722825,-1.07722,-1.13928,-1.04851,-0.862437,1.84893,1.43722,1.84861,1.9479,0.0,0.0,0.0,0.0,-9999,-9999
20180828,24.126,1.0,414.176,244.045,1.0,378.285,1.0,9.685,1.0,95.604,1.0,0.497,1.0,1.834,0.958333,0.23434548231324934,0.8958333333333334,149.053125,1.0,495.32145833333334,1.0,16.457083333333333,1.0,89.6375,1.0,31.232916666666668,1.0,439.46666666666664,1.0,418.118,0.0,21.988,21.513,20.928,20.322,1.0,1.0,1.0,1.0,-9999,38.819,38.974,-9999,0.0,0.0,3.58795,-9999,12.8815,-9999,17.3721,-9999,-9999,-9999,-32.729,-9999,-44.0074,-9999,-9999,-9999,1.70201,0.0,-9999,1.65411,1.81475,1.8759,0.0,0.0,0.0,0.655238,0.640931,0.670211,0.734667,-1.26447,-1.13464,-1.04269,-0.963572,1.88091,1.46225,1.88058,1.9849,0.0,0.0,0.0,0.0,-9999,-9999
20180829,23.729,1.0,412.159,172.777,1.0,392.992,1.0,7.763,1.0,95.54,1.0,0.0,1.0,1.78,1.0,0.22976461554017022,0.9791666666666666,104.02645833333332,1.0,367.83729166666666,1.0,12.333333333333334,1.0,104.50416666666665,1.0,22.260208333333335,1.0,437.80833333333334,1.0,417.829,0.0,21.993,21.576,21.084,20.5,1.0,1.0,1.0,1.0,-9999,38.79,39.148,-9999,0.0,0.0,2.94345,-9999,13.1795,-9999,17.6489,-9999,-9999,-9999,-39.8266,-9999,-53.173,-9999,-9999,-9999,1.96771,0.0,-9999,1.92455,1.97022,2.06947,0.0,0.0,0.0,0.650713,0.636597,0.665483,0.729037,-1.43748,-1.39048,-1.31708,-1.21699,1.86565,1.45029,1.86532,1.96711,0.0,0.0,0.0,0.0,-9999,-9999
