TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20190302,5.392,1.0,307.465,79.967,1.0,338.235,1.0,1.263,1.0,95.165,1.0,0.0,1.0,1.449,1.0,0.26918045723707296,0.9583333333333334,58.28541666666666,1.0,158.2325,1.0,9.395416666666668,1.0,68.95625,1.0,7.488541666666666,1.0,351.6875,1.0,423.177,0.0,10.086,10.183,10.515,10.441,1.0,1.0,1.0,1.0,-9999,39.536,39.204,-9999,0.0,0.0,-1.77502,-9999,21.3323,-9999,33.0768,-9999,-9999,-9999,0.120859,-9999,0.184697,-9999,-9999,6.79566,1.56889,0.0,-9999,1.56889,1.57639,1.61824,0.0,0.0,0.0,2.2167,1.93403,2.14609,2.2139,0.524826,0.425128,0.524826,0.630909,1.71704,1.94325,2.64673,3.8157,0.425916,0.425916,0.649995,1.59673,-9999,-9999
20190303,4.555,1.0,310.156,18.934,1.0,335.348,1.0,0.47,1.0,94.552,1.0,15.091,0.479167,1.493,0.5,-9999,0.0,8.779375,1.0,48.65229166666666,1.0,2.561458333333333,1.0,19.5125,1.0,1.9541666666666666,1.0,344.3625,1.0,422.247,0.1875,8.773,9.097,9.872,10.084,1.0,1.0,1.0,1.0,-9999,39.558,39.144,-9999,0.0,0.0,-4.74924,-9999,4.24671,-9999,6.50148,-9999,-9999,-9999,-28.9012,-9999,-43.6003,-9999,-9999,15.2159,1.82441,0.0,-9999,1.8061,1.93422,1.93789,0.0,0.0,0.0,2.11651,1.84855,2.04888,2.11322,0.132446,0.0457606,0.114658,0.169108,1.641,1.87294,2.55077,3.66714,0.170211,0.170211,0.245271,1.0065,-9999,-9999
20190304,-3.256,1.0,312.85,44.952,1.0,306.873,1.0,0.463,1.0,95.032,1.0,0.745,0.0,1.927,0.0,-9999,-9999,34.849375,1.0,87.64166666666665,1.0,8.79875,1.0,47.52916666666667,1.0,5.051041666666666,1.0,310.55833333333334,1.0,420.801,0.625,5.103,6.077,8.11,9.07,1.0,1.0,1.0,1.0,-9999,39.494,39.106,-9999,0.0,0.0208333,-11.9734,-9999,13.0034,-9999,19.6525,-9999,-9999,-9999,-57.7098,-9999,-87.1644,-9999,-9999,-9999,3.44357,0.0,-9999,3.54705,3.63322,3.66972,0.0,0.0,0.0,1.23658,1.10727,1.19151,1.23658,-2.31938,-2.52179,-2.41462,-2.377,0.970692,1.23221,1.67655,2.33265,0.294655,0.294655,0.440677,1.28462,-9999,-9999
20190305,-4.266,1.0,315.546,202.158,0.770833,274.1,1.0,1.992,1.0,95.317,1.0,0.0,0.0,1.604,0.4375,-9999,0.0,176.288,0.9375,359.31125000000003,1.0,26.168333333333333,1.0,56.56041666666667,1.0,23.442291666666666,1.0,308.21875,1.0,419.177,0.5625,4.202,4.953,6.781,7.897,1.0,1.0,1.0,1.0,-9999,39.505,39.347,-9999,0.0,0.0,-10.0525,-9999,32.8774,-9999,49.572,-9999,-9999,-9999,-41.8022,-9999,-62.9891,-9999,-9999,-9999,3.04462,0.0,-9999,2.89833,3.04856,3.10957,0.0,0.0,0.0,1.14386,1.02572,1.09819,1.14386,-1.95133,-1.99817,-1.95133,-1.90337,0.899227,1.15339,1.57369,2.18002,0.654755,0.674674,1.03899,1.91506,-9999,-9999
20190306,-4.379,1.0,318.242,241.105,0.916667,204.95,1.0,2.371,1.0,95.869,1.0,0.0,0.0,1.673,1.0,0.2965484819045388,1.0,109.76854166666665,1.0,434.87291666666664,1.0,28.781041666666667,1.0,33.90625,1.0,26.064999999999998,1.0,307.01875,1.0,419.745,0.541667,3.289,4.058,5.984,7.191,1.0,1.0,1.0,1.0,-9999,39.689,39.317,-9999,0.0,0.0,-10.2172,-9999,48.7847,-9999,73.5105,-9999,-9999,-9999,-14.4071,-9999,-21.6443,-9999,-9999,-9999,3.20299,0.0,-9999,3.02225,3.10847,3.20771,0.0,0.0,0.0,1.14064,1.02256,1.09586,1.14064,-2.05316,-2.12924,-2.03385,-1.97904,0.896458,1.14829,1.56616,2.17052,0.728043,0.759701,1.16459,2.00697,-9999,-9999
20190307,1.52,1.0,320.937,185.028,1.0,286.25,1.0,4.138,1.0,95.784,1.0,0.733,0.145833,1.463,1.0,0.24200954495151608,1.0,115.48812499999998,1.0,345.54875,1.0,22.349375,1.0,70.66875,1.0,18.318125,1.0,333.3229166666667,1.0,420.252,0.5625,5.199,5.283,6.13,6.908,1.0,1.0,1.0,1.0,-9999,39.518,39.259,-9999,0.0,0.0,-4.53032,-9999,39.4686,-9999,59.4353,-9999,-9999,-9999,-24.8537,-9999,-37.3385,-9999,-9999,-9999,2.28578,0.0,-9999,2.15218,2.21484,2.28578,0.0,0.0,0.0,1.76425,1.54734,1.70718,1.76134,-0.520178,-0.62559,-0.552774,-0.475574,1.37315,1.62094,2.20689,3.13777,0.602053,0.618078,0.95297,1.83294,-9999,-9999
20190308,3.114,1.0,323.631,26.36,1.0,335.229,1.0,1.233,1.0,95.21,1.0,1.491,1.0,1.524,0.583333,0.21594839597811724,0.5416666666666666,23.826041666666665,1.0,64.56208333333335,1.0,4.051666666666667,1.0,27.40416666666667,1.0,2.5245833333333327,1.0,336.42083333333335,1.0,420.946,0.645833,5.908,6.059,6.771,7.249,1.0,1.0,1.0,1.0,-9999,39.537,38.944,-9999,0.0,0.0,-3.71484,-9999,19.2946,-9999,29.0555,-9999,-9999,-9999,-70.2378,-9999,-105.52,-9999,-9999,-9999,2.10041,0.0,-9999,2.0604,2.08512,2.09185,0.0,0.0,0.0,1.93779,1.69643,1.87544,1.93485,-0.186125,-0.336795,-0.23515,-0.132459,1.50568,1.75028,2.38332,3.4062,0.207505,0.207505,0.30375,1.09052,-9999,-9999
20190309,11.061,1.0,326.323,108.269,1.0,359.057,1.0,3.593,1.0,94.759,0.9375,27.839,1.0,4.385,0.479167,-9999,0.0,94.73000000000002,0.9166666666666666,242.37666666666672,0.9375,13.343333333333334,0.9375,115.45111111111113,0.9375,10.652222222222223,0.9375,376.26666666666665,0.9375,420.034,0.5625,9.178,8.457,7.768,7.677,1.0,1.0,1.0,1.0,-9999,39.404,39.335,-9999,0.0,0.0,5.84322,-9999,32.872,-9999,49.5327,-9999,-9999,-9999,-68.8027,-9999,-103.43,-9999,-9999,-9999,2.06971,0.0,-9999,2.03355,2.04773,2.37803,0.0,0.0,0.0,2.96966,2.58149,2.8773,2.96966,0.80115,0.163041,0.80115,0.934103,2.28367,2.43067,3.3124,4.87074,0.534909,0.534909,0.825226,1.83191,-9999,-9999
20190310,15.42,1.0,329.011,204.823,1.0,320.489,1.0,9.48,1.0,95.183,0.979167,1.491,1.0,1.988,0.979167,0.4910508028801221,0.9583333333333334,110.41673913043475,0.9583333333333334,388.3848936170213,0.9791666666666666,24.03680851063831,0.9791666666666666,106.49787234042554,0.9791666666666666,20.714468085106382,0.9791666666666666,394.8702127659575,0.9791666666666666,419.017,0.666667,12.391,11.548,10.127,9.2,1.0,1.0,1.0,1.0,-9999,39.607,38.792,-9999,0.0,0.0,10.227,-9999,39.8596,-9999,61.0032,-9999,-9999,-9999,-58.0506,-9999,-88.6372,-9999,-9999,-9999,1.08108,0.0,-9999,0.951762,1.77825,1.84947,0.0,0.0,0.0,3.55076,3.08826,3.44162,3.55076,1.68924,1.61206,1.6999,2.17091,2.72088,2.82396,3.82514,5.6839,0.692588,0.714269,1.09982,1.99791,-9999,-9999
20190311,8.843,0.770833,331.694,89.457,0.791667,314.737,0.770833,4.739,0.770833,95.75,0.520833,0.994,1.0,1.419,0.541667,-9999,-9999,3.5130769230769237,0.5416666666666666,111.36615384615385,0.5416666666666666,6.755384615384615,0.5416666666666666,46.5923076923077,0.5416666666666666,4.799615384615385,0.5416666666666666,361.2192307692309,0.5416666666666666,419.043,0.5,10.493,10.339,10.088,9.64,0.8125,0.8125,0.8125,0.8125,-9999,39.516,39.378,-9999,0.0,0.0,3.12107,-9999,20.9371,-9999,32.5378,-9999,-9999,-9999,-16.0335,-9999,-24.8601,-9999,-9999,-9999,3.04639,0.0,-9999,3.04639,3.06356,3.12103,0.0,0.0,0.0,2.65962,2.31092,2.57606,2.65962,-0.479496,-0.854959,-0.483898,-0.405722,2.05147,2.23921,3.05083,4.45032,0.480119,0.480119,0.733424,1.76099,-9999,-9999
20190312,9.431,0.0416667,334.372,208.116,0.0625,286.215,0.0416667,6.656,0.0416667,95.73,0.0,0.0,1.0,1.205,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,418.345,0.0416667,11.697,11.344,10.664,9.966,0.0416667,0.0416667,0.0416667,0.0416667,-9999,39.683,39.392,-9999,0.0,0.0,6.66662,-9999,48.5933,-9999,76.6992,-9999,-9999,-9999,5.05375,-9999,7.95882,-9999,-9999,-9999,2.95013,0.0,-9999,2.975,3.03529,3.05771,0.0,0.0,0.0,2.74813,2.38823,2.66211,2.74813,-0.323564,-0.533517,-0.364225,-0.309581,2.11741,2.29088,3.12145,4.56586,0.715835,0.736658,1.13525,2.06206,-9999,-9999
20190313,12.26,0.0208333,337.043,194.697,0.0416667,313.743,0.0208333,7.586,0.0208333,95.326,0.0,0.0,0.791667,2.11,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,418.169,0.0208333,13.878,12.978,11.504,10.518,0.0208333,0.0208333,0.0208333,0.0208333,-9999,39.696,39.312,-9999,0.0,0.0,6.82931,-9999,46.5499,-9999,74.6061,-9999,-9999,-9999,-0.377937,-9999,-0.604379,-9999,-9999,-9999,3.86783,0.0,-9999,3.93402,3.93651,3.96719,0.0,0.0,0.0,3.1295,2.72089,3.03253,3.1295,-0.869658,-1.1756,-0.869658,-0.805028,2.40388,2.53361,3.45299,5.09388,0.699846,0.716986,1.10683,2.04528,-9999,-9999
20190314,15.831,0.833333,339.707,167.033,0.854167,347.518,0.833333,6.755,0.8125,94.888,0.333333,1.732,0.0,4.962,0.541667,1.3789039837908506,0.5416666666666666,-9999,0.0,496.22961538461544,0.5416666666666666,29.290384615384614,0.5416666666666666,-9999,0.0,25.138846153846153,0.5416666666666666,433.7807692307692,0.5416666666666666,420.965,0.520833,13.312,12.516,11.199,10.35,0.8125,0.8125,0.8125,0.8125,-9999,39.575,38.988,-9999,0.0,0.0,2.25093,-9999,37.6886,-9999,61.2264,-9999,-9999,-9999,1.56095,-9999,2.53027,-9999,-9999,-9999,3.16304,0.0,-9999,3.02346,3.07653,3.12935,0.0,0.0,0.0,3.62259,3.15118,3.51159,3.62259,0.415582,0.0696849,0.415582,0.576227,2.77333,2.86654,3.87124,5.76488,0.611933,0.621746,0.962581,1.88558,-9999,-9999
20190315,14.942,1.0,342.363,193.985,1.0,335.602,1.0,7.975,1.0,94.897,1.0,3.708,0.0,2.701,1.0,0.6959096628699838,1.0,113.9363043478261,0.9583333333333334,386.9916666666666,1.0,21.895416666666666,1.0,-9999,0.0,20.066041666666667,1.0,400.51874999999995,1.0,420.797,0.541667,14.424,13.823,12.578,11.46,1.0,1.0,1.0,1.0,-9999,39.525,38.962,-9999,0.0,0.0,6.08842,-9999,35.6111,-9999,58.6284,-9999,-9999,-9999,-1.76188,-9999,-2.89441,-9999,-9999,-9999,1.37775,0.0,-9999,1.39524,1.44647,1.52873,0.0,0.0,0.0,3.49074,3.03598,3.38338,3.49074,1.9563,1.68731,1.9563,2.04121,2.67537,2.77946,3.76841,5.59564,0.641182,0.658921,1.0157,1.91225,-9999,-9999
20190316,4.515,1.0,345.01,219.709,1.0,244.612,1.0,5.132,1.0,95.675,1.0,0.001,0.0,2.241,1.0,0.38224807730870825,0.9375,89.89999999999999,1.0,425.92895833333336,1.0,25.261458333333334,1.0,-9999,0.0,23.273541666666663,1.0,349.0791666666666,1.0,419.811,0.520833,9.721,10.229,11.166,11.206,1.0,1.0,1.0,1.0,-9999,39.568,38.816,-9999,0.0,0.0,1.63293,-9999,40.6245,-9999,67.7688,-9999,-9999,-9999,45.1632,-9999,75.1794,-9999,-9999,-9999,2.40867,0.0,-9999,2.33113,2.40867,2.54745,0.0,0.0,0.0,2.11187,1.84457,2.04439,2.10843,-0.309538,-0.655664,-0.311056,-0.226491,1.63747,1.86953,2.54611,3.66002,0.730666,0.756471,1.16321,2.0539,-9999,-9999
20190317,6.52,1.0,347.648,267.981,1.0,237.86,1.0,6.884,1.0,95.511,1.0,0.0,0.0,2.308,1.0,0.31487296727420994,1.0,118.559375,1.0,517.4310416666667,1.0,30.489374999999995,1.0,-9999,0.0,28.015,1.0,356.7666666666667,1.0,419.854,0.458333,8.853,9.034,9.801,10.17,1.0,1.0,1.0,1.0,-9999,39.589,38.568,-9999,0.0,0.0,0.44505,-9999,36.3749,-9999,61.1662,-9999,-9999,-9999,59.4153,-9999,99.9097,-9999,-9999,-9999,1.70517,0.0,-9999,1.70517,1.73873,1.74858,0.0,0.0,0.0,2.37125,2.06452,2.2962,2.37125,0.637368,0.375204,0.551619,0.626461,1.8332,2.04186,2.78142,4.0302,0.765515,0.803114,1.22859,2.07412,-9999,-9999
20190318,4.124,1.0,350.275,238.741,1.0,235.494,1.0,5.028,1.0,95.676,1.0,0.003,0.0,2.271,1.0,0.35281768916174683,0.9791666666666666,101.41208333333334,1.0,461.5785416666666,1.0,27.144166666666663,1.0,-9999,-9999,25.760416666666668,1.0,345.5708333333334,1.0,420.907,0.0,8.15,8.475,9.371,9.75,1.0,1.0,1.0,1.0,-9999,39.506,38.414,-9999,0.0,0.0,-1.96963,-9999,41.5018,-9999,70.5745,-9999,-9999,-9999,83.2463,-9999,141.562,-9999,-9999,-9999,1.55923,0.0,-9999,1.57848,1.58164,1.59933,0.0,0.0,0.0,2.06232,1.80247,1.99629,2.05615,0.454544,0.241376,0.413872,0.474572,1.60001,1.83608,2.50045,3.58851,0.711138,0.738857,1.13423,2.02649,-9999,-9999
20190319,4.382,1.0,352.89,268.029,1.0,229.41,1.0,5.591,1.0,95.848,1.0,0.0,0.0,2.198,0.979167,0.27946942076002385,0.9791666666666666,119.99541666666664,1.0,517.7741666666666,1.0,30.71770833333333,1.0,31.820833333333336,1.0,28.524166666666662,1.0,347.2124999999999,1.0,420.93,0.0,7.603,7.85,8.748,9.255,1.0,1.0,1.0,1.0,-9999,39.434,37.905,-9999,0.0,0.0,-3.43092,-9999,39.1403,-9999,67.301,-9999,-9999,-9999,57.5833,-9999,99.0136,-9999,-9999,-9999,2.47253,0.0,-9999,2.31936,2.38397,2.4423,0.0,0.0,0.0,2.1045,1.83772,2.0373,2.10172,-0.444506,-0.564344,-0.338407,-0.221974,1.63141,1.86029,2.53354,3.64306,0.770233,0.807263,1.23537,2.09986,-9999,-9999
20190320,8.117,1.0,355.493,266.251,1.0,253.308,1.0,7.209,1.0,95.336,1.0,0.0,0.0,2.399,1.0,0.26198613899084894,0.9583333333333334,125.39958333333334,1.0,518.59,1.0,30.958333333333332,1.0,31.860416666666662,1.0,27.724166666666665,1.0,364.4770833333334,1.0,421.222,0.0,8.761,8.621,8.884,9.121,1.0,1.0,1.0,1.0,-9999,39.517,38.023,-9999,0.0,0.0,0.98158,-9999,33.992,-9999,59.0611,-9999,-9999,-9999,67.6403,-9999,117.147,-9999,-9999,-9999,1.24106,0.0,-9999,1.13393,1.19147,1.26037,0.0,0.0,0.0,2.57366,2.23636,2.49268,2.57366,1.34706,0.982863,1.3156,1.43973,1.9861,2.17788,2.96713,4.32131,0.768035,0.804206,1.23109,2.10896,-9999,-9999
20190321,7.643,1.0,358.082,83.092,1.0,323.142,1.0,5.037,1.0,94.599,1.0,4.871,0.0,1.617,1.0,0.3829156941822425,0.9791666666666666,37.56,1.0,172.13395833333334,1.0,9.803958333333334,1.0,57.35625000000001,1.0,8.772083333333333,1.0,358.4791666666667,1.0,423.391,0.0,8.654,8.793,9.284,9.421,1.0,1.0,1.0,1.0,-9999,39.529,39.247,-9999,0.0,0.0,-1.49954,-9999,20.3614,-9999,35.2784,-9999,-9999,-9999,13.9914,-9999,24.1635,-9999,-9999,-9999,2.2896,0.0,-9999,2.13579,2.17752,2.2896,0.0,0.0,0.0,2.50348,2.17754,2.42446,2.50348,0.05506,-0.0773816,0.246938,0.367541,1.93371,2.13605,2.90996,4.22837,0.428625,0.428625,0.654614,1.64954,-9999,-9999
20190322,7.731,1.0,360.657,266.045,1.0,275.417,1.0,6.305,1.0,94.876,1.0,0.048,0.0,2.031,0.916667,0.5560719051959917,0.9166666666666666,147.40937499999998,1.0,515.5433333333334,1.0,30.330000000000002,1.0,40.681250000000006,1.0,28.144583333333333,1.0,365.41249999999997,1.0,420.855,0.0,9.379,9.174,9.223,9.301,1.0,1.0,1.0,1.0,-9999,39.52,38.856,-9999,0.0,0.0,-0.523107,-9999,36.8096,-9999,63.5484,-9999,-9999,-9999,80.9057,-9999,139.224,-9999,-9999,-9999,0.850116,0.0,-9999,0.737166,0.774388,0.804824,0.0,0.0,0.0,2.52675,2.19636,2.44716,2.52675,1.65079,1.47744,1.64258,1.77202,1.95052,2.14516,2.92247,4.25203,0.769122,0.803398,1.23088,2.15188,-9999,-9999
20190323,7.621,1.0,363.218,285.312,1.0,238.253,1.0,7.486,1.0,95.559,0.895833,0.0,0.0,2.477,0.916667,0.3000621149208159,0.9166666666666666,129.89295454545456,0.9166666666666666,544.9115909090909,0.9166666666666666,32.555681818181824,0.9166666666666666,27.447727272727274,0.9166666666666666,30.417499999999997,0.9166666666666666,360.76818181818186,0.9166666666666666,421.744,0.0,9.174,9.114,9.373,9.452,1.0,1.0,1.0,1.0,-9999,39.587,38.797,-9999,0.0,0.0,0.10734,-9999,39.4612,-9999,67.8537,-9999,-9999,-9999,72.7179,-9999,124.632,-9999,-9999,-9999,2.192,0.0,-9999,2.01465,2.11723,2.192,0.0,0.0,0.0,2.51188,2.18383,2.43272,2.51188,0.293458,-0.00758547,0.293458,0.490817,1.93937,2.13578,2.90966,4.23158,0.802922,0.841314,1.28749,2.20082,-9999,-9999
20190324,13.954,1.0,365.765,212.73,1.0,295.519,1.0,12.24,1.0,95.42,1.0,0.271,0.0,1.939,1.0,0.29483145413382483,0.9583333333333334,92.49062500000001,1.0,413.54958333333326,1.0,25.15833333333333,1.0,91.28333333333335,1.0,21.77333333333333,1.0,389.7354166666667,1.0,422.163,0.0,10.668,10.17,9.785,9.626,1.0,1.0,1.0,1.0,-9999,39.566,38.845,-9999,0.0,0.0,3.62656,-9999,43.9577,-9999,75.236,-9999,-9999,-9999,12.4821,-9999,21.2939,-9999,-9999,-9999,2.43972,0.0,-9999,1.73326,2.06293,2.23894,0.0,0.0,0.0,3.35386,2.91654,3.2504,3.35386,1.23909,0.739606,1.22878,1.47954,2.5728,2.68439,3.65216,5.4092,0.678928,0.700883,1.07859,1.98381,-9999,-9999
20190325,13.617,1.0,368.294,47.505,1.0,350.908,1.0,6.605,1.0,94.799,1.0,8.071,0.0,1.587,0.875,0.3807766222980544,0.8541666666666666,6.539374999999999,1.0,109.61999999999999,1.0,6.0041666666666655,1.0,46.71666666666666,1.0,5.222916666666666,1.0,385.6041666666667,1.0,426.034,0.0,11.036,10.779,10.512,10.184,1.0,1.0,1.0,1.0,-9999,38.463,35.119,-9999,0.0,0.0,4.26168,-9999,-1.28501,-9999,-2.18731,-9999,-9999,-9999,0.956291,-9999,1.62243,-9999,-9999,-9999,3.01306,0.0,-9999,2.90881,2.95187,2.99856,0.0,0.0,0.0,3.30017,2.86958,3.19815,3.30017,0.271872,-0.0774007,0.239309,0.348295,2.53315,2.65084,3.61302,5.34333,0.321599,0.321599,0.478939,1.44187,-9999,-9999
20190326,5.898,1.0,370.808,35.439,1.0,341.244,1.0,0.771,1.0,95.324,1.0,1.07,0.0,2.316,0.208333,-9999,0.0,20.443333333333335,1.0,89.65187499999998,1.0,4.343333333333334,1.0,35.96875,1.0,3.401666666666667,1.0,352.0020833333333,1.0,424.233,0.0,9.301,9.583,10.166,10.212,1.0,1.0,1.0,1.0,-9999,39.454,39.313,-9999,0.0,0.0,-3.76189,-9999,13.5428,-9999,22.8934,-9999,-9999,-9999,-6.50123,-9999,-10.9537,-9999,-9999,-9999,2.152,0.0,-9999,2.06145,2.06145,2.152,0.0,0.0,0.0,2.27824,1.9865,2.20633,2.27547,-0.00565448,-0.102047,0.0816856,0.214027,1.76371,1.9861,2.70522,3.90647,0.289553,0.289553,0.423121,1.47577,-9999,-9999
20190327,8.8,1.0,373.304,262.559,1.0,289.631,1.0,4.663,1.0,95.78,0.9375,0.0,0.0,2.274,1.0,0.24861626382232743,0.9791666666666666,157.86270833333333,1.0,521.2064583333333,1.0,29.52541666666666,1.0,63.94375,1.0,26.432083333333328,1.0,367.44166666666666,1.0,422.06,0.0,9.804,9.558,9.583,9.688,1.0,1.0,1.0,1.0,-9999,39.58,37.317,-9999,0.0,0.0,-0.177046,-9999,40.0944,-9999,67.3075,-9999,-9999,15.2143,62.6191,-9999,104.77,-9999,-9999,17.5558,0.813495,0.0,-9999,0.490773,0.572878,0.686828,0.0,0.0,0.0,2.66367,2.31456,2.58008,2.66367,1.79317,1.63228,1.87308,2.17584,2.05389,2.23659,3.0473,4.4481,0.77738,0.809954,1.24216,2.17948,-9999,-9999
20190328,12.036,1.0,375.782,278.457,1.0,274.704,1.0,7.946,1.0,95.758,1.0,0.0,0.0,2.236,1.0,0.2680055514831604,0.9375,137.53104166666665,1.0,542.5168749999999,1.0,32.417291666666664,1.0,47.708333333333336,1.0,28.859791666666666,1.0,384.4270833333333,1.0,422.461,0.0,11.577,11.092,10.538,10.177,1.0,1.0,1.0,1.0,-9999,38.51,36.175,-9999,0.0,0.0,2.04688,-9999,44.6131,-9999,74.5881,-9999,-9999,8.31202,46.4258,-9999,77.3592,-9999,-9999,8.20515,0.350237,0.0,-9999,0.177821,0.250784,0.350237,0.0,0.0,0.0,3.09208,2.68816,2.99611,3.09208,2.67018,2.48998,2.67018,2.83848,2.37633,2.51433,3.42661,5.04898,0.795695,0.833158,1.27537,2.18857,-9999,-9999
20190329,15.452,1.0,378.241,215.453,1.0,315.723,1.0,11.418,1.0,95.324,1.0,0.0,0.0,1.832,1.0,0.37404111408116403,0.9791666666666666,106.73979166666668,1.0,430.02270833333336,1.0,26.460208333333327,1.0,128.29375000000002,1.0,22.053749999999997,1.0,399.95,1.0,421.9,0.0,12.636,12.054,11.314,10.778,1.0,1.0,1.0,1.0,-9999,37.496,30.862,-9999,0.0,0.0,4.27428,-9999,47.4664,-9999,78.7687,-9999,-9999,7.88298,24.9091,-9999,41.1965,-9999,-9999,7.5451,2.01954,0.0,1.87628,1.68143,1.937,1.96162,0.0,0.0,0.0,3.55585,3.09272,3.44658,3.55585,1.5199,1.31639,1.51319,1.59767,2.72461,2.82706,3.82859,5.68984,0.730575,0.752725,1.15941,2.12117,-9999,-9999
20190330,18.342,1.0,380.68,235.474,1.0,337.422,1.0,13.047,1.0,94.637,0.875,1.619,0.0,3.292,0.875,0.7547316460530894,0.875,121.7665,0.8333333333333334,432.255,0.875,26.096904761904767,0.875,86.30238095238094,0.875,23.19404761904762,0.875,419.41428571428577,0.875,423.04,0.0,14.885,13.916,12.458,11.506,1.0,1.0,1.0,1.0,-9999,37.883,29.016,-9999,0.0,0.0,7.7962,-9999,43.6131,-9999,71.8323,-9999,-9999,7.42986,38.7402,-9999,63.5897,-9999,-9999,6.58,4.37641,0.0,2.00652,4.36703,4.39048,4.40229,0.0,0.0,0.0,3.96032,3.44573,3.83959,3.96032,-0.519726,-0.969534,-0.533173,-0.430153,3.02729,3.11417,4.20467,6.23559,0.722855,0.746851,1.14883,2.12139,-9999,-9999
20190331,4.666,1.0,383.1,131.413,1.0,304.492,1.0,3.539,1.0,95.093,1.0,10.349,0.0,2.22,0.5625,0.41931626523916465,0.5625,73.28541666666668,1.0,273.8702083333333,1.0,14.250208333333333,1.0,76.28750000000001,1.0,14.101666666666667,1.0,348.81666666666666,1.0,423.945,0.0,11.028,11.561,12.284,12.03,1.0,1.0,1.0,1.0,-9999,39.429,38.623,-9999,0.0,0.0,5.49822,-9999,22.6483,-9999,36.8904,-9999,-9999,6.79527,25.5396,-9999,41.5998,-9999,-9999,6.2291,2.07292,0.0,0.610195,2.13634,2.30754,2.33597,0.0,0.0,0.0,2.13596,1.86466,2.0678,2.13317,-0.219581,-0.302483,-0.228302,-0.200019,1.65537,1.88324,2.56486,3.69096,0.548409,0.548409,0.851061,1.88502,-9999,-9999
20190401,3.034,1.0,385.5,269.26,1.0,234.383,1.0,4.252,1.0,95.512,1.0,0.0,0.0,2.012,1.0,0.3331340325608913,1.0,130.03208333333336,1.0,517.0377083333333,1.0,31.243124999999996,1.0,66.99374999999999,1.0,29.186458333333334,1.0,342.85625,1.0,420.587,0.0,8.567,9.015,10.231,10.765,1.0,1.0,1.0,1.0,-9999,39.527,38.442,-9999,0.0,0.0,3.32402,-9999,48.5489,-9999,78.2654,-9999,-9999,6.55327,68.1481,-9999,109.861,-9999,-9999,6.37653,2.16816,0.0,0.465213,2.18866,2.21778,2.26274,0.0,0.0,0.0,1.94941,1.70506,1.88686,1.94479,-0.285336,-0.537072,-0.365498,-0.27447,1.51345,1.74898,2.38166,3.40949,0.771346,0.805667,1.23436,2.15307,-9999,-9999
20190402,6.085,1.0,387.879,83.441,1.0,308.648,1.0,4.121,1.0,95.287,1.0,0.751,0.0,1.296,0.958333,0.21840495033247337,0.9166666666666666,31.94979166666667,1.0,179.025,1.0,10.201666666666666,1.0,76.54791666666667,1.0,8.486458333333333,1.0,350.70625,1.0,423.577,0.0,8.451,8.807,9.81,10.255,1.0,1.0,1.0,1.0,-9999,39.118,39.065,-9999,0.0,0.0,-2.3921,-9999,14.6855,-9999,23.448,-9999,-9999,6.06717,10.2448,-9999,16.3576,-9999,-9999,4.91207,1.70425,0.0,0.497938,1.46531,1.60734,1.68777,0.0,0.0,0.0,2.3033,2.0077,2.23367,2.30083,0.59333,0.354436,0.626631,0.835241,1.78257,2.00236,2.72742,3.94165,0.480194,0.479743,0.728677,1.84671,-9999,-9999
