TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
202003,12.249,1.0,348.548,174.227,1.0,323.963,1.0,6.43,1.0,95.5,0.997312,7.375,1.0,4.896,0.863575,0.3247727230965609,0.8454301075268816,77.96006311360449,0.9986559139784947,354.13612556241907,0.9973118279569891,34.763483146495844,0.9973118279569891,67.10810250116877,0.9986559139784947,25.085725806451617,0.9986559139784947,400.2306100981767,0.9986559139784947,425.736,0.994624,12.687,12.768,12.533,12.387,12.091,1.0,1.0,1.0,1.0,1.0,34.396,32.588,39.078,27.112,0.0,0.0,0.0,0.985215,3.76341,0.994624,24.6135,0.991935,30.1743,0.333467,36.0645,0.991935,44.2123,0.839838,0.268812,0.948253,0.0126852,0.268502,0.272001,0.273816,0.947581,0.954301,0.954301,1.35283,1.32493,1.34671,1.35609,1.0663,1.06523,1.07655,1.08362,1.15278,1.07019,1.15431,1.17297,0.947837,0.905734,0.948107,0.957036,-9999,-9999
202004,14.174,1.0,419.392,254.898,1.0,324.722,1.0,7.984,1.0,95.257,1.0,3.022,1.0,5.685,0.988889,0.3619568854396949,0.9847222222222222,132.00860265700481,0.9979166666666668,512.4448115942029,0.9986111111111112,42.96353140096618,0.9986111111111112,86.11246376811596,0.9986111111111112,37.1648777173913,0.9979166666666668,416.82098731884054,0.9986111111111112,422.781,0.993056,16.03,16.205,16.014,15.825,15.461,1.0,1.0,1.0,1.0,1.0,37.076,32.259,38.834,28.658,0.0,0.0798611,0.0,0.984722,4.35997,0.997917,51.7558,0.984028,62.5371,0.495508,52.507,0.991667,63.4448,0.646011,-1.0359,0.958333,0.0220018,-1.04384,-1.03855,-1.03311,0.961806,0.957639,0.970139,1.871,1.85524,1.86294,1.86616,2.90809,2.89228,2.902,2.90809,1.74914,1.72529,1.74159,1.75687,2.88835,2.87404,2.88728,2.89008,-9999,-9999
202005,19.99,1.0,466.083,273.392,1.0,365.355,1.0,10.071,1.0,95.29,0.995968,6.989,1.0,5.066,0.965726,0.3229721345395393,0.9381720430107526,146.74597346145046,0.9993279569892473,555.1580204758637,0.9993279569892474,43.005188315030885,0.9993279569892474,95.02829301075269,1.0,41.6184271333791,0.9993279569892473,456.53057795698925,1.0,423.3,0.0806452,22.288,22.249,21.64,21.039,20.339,1.0,1.0,1.0,1.0,1.0,37.72,32.435,38.686,21.958,0.464382,0.934812,0.0,0.980511,7.93744,0.997984,72.8399,0.993952,79.7885,0.648696,53.5462,0.990591,58.6542,0.588448,-0.680668,0.0806452,0.0374914,-0.699775,-0.680668,-0.671718,0.0806452,0.0806452,0.0806452,2.06515,2.0651,2.06515,2.06517,2.74583,2.73647,2.7453,2.74916,1.76617,1.69252,1.69873,1.76617,2.92285,2.88336,2.90879,2.93135,-9999,-9999
202006,26.33,1.0,484.153,322.141,1.0,388.416,1.0,17.292,1.0,95.237,0.997917,14.793,1.0,6.003,0.991667,0.37543807665660756,0.9854166666666667,162.8961812943262,0.9979166666666667,648.9894063238771,0.9993055555555554,56.71209249408982,0.9993055555555554,75.97458333333333,1.0,50.95203959810875,0.9993055555555554,503.76847222222216,1.0,419.052,0.572222,29.049,28.765,27.859,26.907,25.874,1.0,1.0,1.0,1.0,1.0,31.465,18.98,38.859,19.041,0.984028,0.921528,0.516667,0.970833,11.124,0.998611,58.8437,0.997917,65.4963,0.76357,77.4101,0.997222,86.1617,0.688009,0.209729,0.566667,0.0329406,0.196669,0.21256,0.223258,0.566667,0.566667,0.567361,1.93399,1.91416,1.93435,1.94935,1.72248,1.72293,1.72557,1.72865,2.08196,2.05666,2.06469,2.08189,2.02768,2.01101,2.02902,2.03251,-9999,-9999
202007,28.275,1.0,473.278,282.778,1.0,418.717,1.0,16.43,1.0,95.269,0.998656,1.51,1.0,4.646,0.99664,0.30447304915931633,0.9919354838709677,144.82982340997484,0.9993279569892473,580.8065389784946,1.0,51.687909946236545,1.0,87.78030913978495,1.0,44.02608198924732,1.0,519.189247311828,1.0,424.257,1.0,31.731,31.465,30.695,29.883,28.944,1.0,1.0,1.0,1.0,1.0,28.747,18.974,39.313,16.971,0.995968,0.875,0.366935,0.985215,8.34343,0.999328,60.0278,0.995968,62.4516,0.668074,71.7516,0.997312,74.6487,0.584949,0.152229,0.981183,0.0284251,0.116178,0.147624,0.19239,0.981183,0.981183,0.983871,2.3439,2.29613,2.34341,2.40392,2.17822,2.18205,2.20302,2.21729,2.61783,2.51406,2.58011,2.60933,2.37139,2.33961,2.35655,2.36824,-9999,-9999
202008,27.17,1.0,434.097,276.504,1.0,399.47,1.0,18.361,1.0,95.314,0.988575,1.655,1.0,4.369,0.987903,0.27724116675862953,0.976478494623656,130.40602990435974,0.9973118279569892,563.0427343571265,0.9986559139784946,49.25732545532312,0.9979838709677419,77.13142158544953,0.9986559139784946,42.49725737444421,0.9979838709677419,508.3156520744433,0.9979838709677419,416.266,0.99328,29.601,29.478,29.021,28.53,27.862,1.0,1.0,1.0,1.0,1.0,26.042,21.879,39.071,15.205,0.993952,0.919355,0.38172,0.987231,5.51954,0.998656,56.7024,0.99664,58.3652,0.534951,65.204,0.997312,67.1162,0.566264,0.164186,0.971102,0.0221589,0.165119,0.167543,0.170332,0.971102,0.975134,0.975806,2.38211,2.3587,2.38734,2.39925,2.23055,2.18613,2.2156,2.23073,2.14004,2.15523,2.17666,2.19488,2.0693,2.09258,2.10061,2.1421,-9999,-9999
202009,20.921,1.0,371.425,214.93,0.996528,364.215,1.0,10.187,1.0,95.624,0.981944,3.736,1.0,4.163,0.961806,0.25590935622865063,0.9347222222222222,93.0017361111111,1.0,428.87297916666665,1.0,35.35314583333333,1.0,79.78770833333334,1.0,31.430749999999996,1.0,458.49465277777773,1.0,422.223,1.0,22.656,22.986,23.328,23.638,23.744,1.0,1.0,1.0,1.0,1.0,24.022,24.335,38.615,18.491,0.965972,0.515278,0.202083,0.979861,-2.43672,0.999306,33.1911,0.165278,34.1645,0.645228,50.1924,0.675694,51.6644,0.465217,0.806059,0.175694,0.0256288,0.799595,0.806153,0.864103,0.175,0.175,0.182639,1.36961,1.36713,1.36964,1.37321,0.564567,0.50155,0.564882,0.569986,1.19567,1.00501,1.08992,1.19567,0.128776,0.12413,0.146245,0.182075,-9999,-9999
202010,14.261,0.885081,295.14,167.627,0.887769,323.39,0.885081,9.03,0.885081,95.61,0.852823,1.623,1.0,5.274,0.820565,0.312652743313979,0.7883064516129032,59.25232680724256,0.8548387096774194,353.77501903254444,0.8575268817204301,33.5946236515312,0.8575268817204301,49.45444315371865,0.8575268817204301,28.703829980695232,0.855510752688172,424.10173110105706,0.8575268817204301,419.254,0.879032,17.254,17.79,18.613,19.314,19.692,0.884409,0.885081,0.884409,0.884409,0.885081,23.096,15.536,38.107,14.886,0.813844,0.850134,0.540995,0.851478,-3.82991,0.880376,18.2494,0.329301,20.2604,0.147238,45.1114,0.823925,50.0825,0.446131,0.334305,0.336022,0.00764826,0.335121,0.336702,0.366354,0.336022,0.334677,0.328629,0.613484,0.608324,0.613915,0.620599,0.283561,0.239489,0.277938,0.284417,0.446781,0.376627,0.399739,0.488161,0.103804,0.0867095,0.100757,0.123378,-9999,-9999
202011,11.315,1.0,226.889,136.809,1.0,299.907,1.0,5.944,1.0,95.813,0.990972,18.114,1.0,5.282,0.976389,0.3160185934715275,0.9715277777777778,31.708790336879428,0.9993055555555554,276.86628472222225,1.0,29.10693055555556,1.0,32.875277777777775,1.0,22.66082830969267,0.9993055555555554,389.6184027777779,1.0,424.462,0.638194,11.527,11.956,12.527,13.205,13.648,1.0,1.0,1.0,1.0,1.0,22.544,12.767,37.622,26.283,0.00138889,0.00138889,0.00208333,0.985417,-7.38025,0.997222,15.167,0.995139,16.8383,0.203583,19.7598,0.994444,21.9372,0.467562,0.513722,0.620833,0.00736464,0.522675,0.524665,0.533244,0.609722,0.619444,0.619444,0.701525,0.700467,0.703727,0.705672,0.181033,0.17189,0.175867,0.180015,0.464694,0.449587,0.465091,0.469596,0.191171,0.186126,0.188772,0.190727,-9999,-9999
202012,5.128,1.0,194.047,112.816,0.999328,269.894,1.0,4.492,0.99664,95.667,0.997312,3.085,1.0,4.797,0.968414,0.2782331625990776,0.9657258064516129,16.230760266529398,0.9993279569892474,224.1565725806452,1.0,39.51136424731182,1.0,28.98629032258064,1.0,23.846064973690233,0.9993279569892474,349.3666666666667,1.0,425.26,0.0,5.315,5.839,6.633,7.556,8.233,1.0,1.0,1.0,1.0,1.0,22.196,13.023,37.021,27.208,0.0,0.0,0.0,0.994624,-9.89133,0.999328,11.3862,0.995296,13.9223,0.165569,9.92782,0.994624,12.1391,0.506008,0.401937,0.0,-9999,0.412412,0.417338,0.418757,0.0,0.0,0.0,0.494113,0.493763,0.49477,0.496659,0.0749424,0.0760639,0.0788268,0.0804577,0.216272,0.187909,0.216186,0.232846,0.183961,0.16939,0.183947,0.186824,-9999,-9999
202101,4.318,1.0,211.113,117.753,1.0,276.352,1.0,3.387,1.0,95.704,0.998656,11.989,0.817204,4.657,0.577957,0.26641722450143523,0.5571236559139785,31.159106897735068,0.9993279569892473,229.0972644989705,0.9993279569892473,27.513520933424847,0.9993279569892473,42.26509094028826,0.9993279569892473,19.752058596431024,0.9993279569892473,348.7952570921986,0.9993279569892473,427.207,0.0,4.993,5.427,5.985,6.665,7.128,1.0,1.0,1.0,1.0,1.0,21.524,17.986,35.788,29.82,0.0,0.0,0.0,0.994624,-7.96506,0.788306,11.7903,0.788978,13.8876,0.169892,14.0255,0.788978,16.5204,0.502159,0.294268,0.0,-9999,0.273476,0.285569,0.294268,0.0,0.0,0.0,0.592192,0.558659,0.585435,0.593979,0.270767,0.271172,0.29095,0.307886,0.356083,0.311475,0.356079,0.374064,0.168391,0.151988,0.168389,0.175685,-9999,-9999
202102,-0.757,1.0,269.361,151.925,0.997768,262.841,0.999256,3.15,0.998512,95.725,0.980655,1.896,0.353423,4.923,0.119792,-9999,-9999,55.680427748226954,0.9955357142857143,302.52513388343203,0.9947916666666667,76.3699919426188,0.9947916666666667,54.192775974025984,0.9970238095238095,40.904096683484134,0.9955357142857143,326.36278896733114,0.9962797619047619,426.231,0.173363,3.199,3.674,4.368,5.126,5.636,0.998512,0.998512,0.998512,0.998512,0.998512,25.391,36.84,35.419,28.271,0.0,0.0,0.0,0.988839,-3.29961,0.203869,15.2024,0.200149,19.0537,0.395339,27.2581,0.205357,34.1635,0.766261,0.274348,0.142857,0.0076253,0.251049,0.266132,0.273823,0.149554,0.113095,0.142857,0.495617,0.460672,0.485875,0.495617,0.194973,0.211355,0.223748,0.239314,0.312092,0.272995,0.312088,0.327851,0.201563,0.182628,0.201561,0.209593,-9999,-9999
202103,11.63,0.997312,345.962,216.482,0.995968,299.311,0.99664,6.591,0.997312,95.479,0.959005,3.555,0.973118,6.072,0.959005,0.3618419256116769,0.9563172043010753,100.8332897035326,0.991263440860215,412.56012605616934,0.9939516129032258,44.44897788173184,0.9926075268817205,59.40658002298965,0.9946236559139785,33.51181050549352,0.9946236559139785,385.19742510225376,0.9946236559139785,426.743,0.997984,11.604,11.683,11.453,11.327,11.061,0.999328,0.999328,0.999328,0.999328,0.999328,37.878,36.787,35.417,31.671,0.0,0.0,0.0,0.975134,6.22869,0.99664,30.2893,0.992608,40.248,0.366644,40.9689,0.99664,54.4389,0.66753,0.112441,0.977823,0.0158728,0.106589,0.109028,0.109733,0.977823,0.976478,0.977823,1.00139,0.999744,1.00429,1.00866,0.897999,0.890565,0.894272,0.901058,0.966775,0.958141,0.96634,0.969467,0.929226,0.921647,0.927759,0.931632,-9999,-9999
202104,13.862,1.0,417.402,234.159,1.0,316.381,1.0,7.5,1.0,95.387,0.99375,0.553,1.0,5.865,0.602083,0.3702998144656546,0.9631944444444444,121.71332037037037,0.9979166666666667,470.22878287037037,0.9979166666666667,43.68254166666666,0.9979166666666667,78.18258333333331,0.9979166666666667,36.14945092592593,0.9979166666666667,395.43686574074076,0.9979166666666667,425.91,0.998611,14.756,14.929,14.784,14.655,14.357,1.0,1.0,1.0,1.0,1.0,37.516,35.136,35.419,28.689,0.0,0.127778,0.0,0.980556,8.05759,0.998611,41.1692,0.961806,53.7276,0.406694,45.4697,0.988889,59.3398,0.560402,-0.251452,0.950694,0.0190712,-0.252235,-0.250373,-0.243007,0.95,0.95,0.952778,1.70427,1.69757,1.70427,1.71151,1.96313,1.95203,1.95433,1.95881,1.85886,1.79581,1.84578,1.8509,1.99387,1.97238,1.9842,1.99058,-9999,-9999
202105,18.506,1.0,464.999,226.615,1.0,365.479,1.0,6.004,1.0,95.488,0.997984,3.796,1.0,5.229,0.831317,0.3558016738295749,0.9280913978494625,139.96938886982386,0.9986559139784946,467.09875428963625,0.9986559139784946,35.066625200183026,0.9986559139784946,102.15955587966143,0.9986559139784946,32.55710077785403,0.9986559139784946,422.4323552962709,0.9986559139784946,426.423,0.839382,19.907,19.96,19.568,19.182,18.642,1.0,1.0,1.0,1.0,1.0,37.441,34.003,35.115,25.977,0.0,0.233871,0.0,0.987903,10.8383,0.997984,71.765,0.669355,69.1796,0.658701,41.5138,0.997984,40.0182,0.517869,-0.431535,0.383065,0.0293406,-0.474583,-0.435648,-0.431942,0.379032,0.385753,0.385081,3.75069,3.73979,3.77573,3.78515,4.20848,4.15825,4.21369,4.23387,3.53362,3.50814,3.51853,3.85299,3.99404,3.99692,3.99949,4.20054,-9999,-9999
202106,25.437,1.0,484.024,287.005,1.0,394.943,1.0,12.892,1.0,95.287,0.999306,3.654,1.0,4.486,0.795833,0.29364893749726784,0.9437499999999999,178.19453888888887,0.9965277777777778,584.5787748423954,0.9972222222222221,44.3568524428684,0.9972222222222221,97.72209899527186,0.9972222222222221,40.71849174546887,0.9972222222222221,464.90761928684,0.9972222222222221,427.492,0.956944,26.582,26.331,25.483,24.727,23.91,1.0,1.0,1.0,1.0,1.0,37.026,26.759,34.906,28.09,0.46875,0.643056,0.0,0.94375,17.0917,1.0,76.4517,0.994444,100.492,0.66277,46.7105,0.99375,61.3985,0.536314,-0.269935,0.920833,0.0350039,-0.269666,-0.262619,-0.249238,0.918056,0.926389,0.924306,3.99805,3.99718,4.01376,4.03117,4.2815,4.25347,4.27216,4.28234,4.4276,4.38229,4.42594,4.55703,4.6034,4.58978,4.62149,4.72235,-9999,-9999
202107,26.286,1.0,474.078,287.012,1.0,399.871,1.0,12.166,1.0,95.581,0.991935,2.985,1.0,3.74,0.851478,0.251478885221752,0.8454301075268817,179.8533117421643,0.9952956989247312,584.6935229290383,0.9979838709677419,44.724300354112586,0.9973118279569891,94.86522677876917,0.9973118279569892,40.712812571493934,0.9973118279569892,467.4648021047814,0.9966397849462365,428.024,0.987903,27.209,27.145,26.65,26.187,25.618,1.0,1.0,1.0,1.0,1.0,36.407,23.475,34.898,34.091,0.0134409,0.0336022,0.0,0.928091,9.76916,1.0,94.9706,0.983199,124.185,0.802403,36.6249,0.987903,47.8913,0.439152,-0.818312,0.956317,0.0396077,-0.813042,-0.773746,-0.721813,0.956989,0.961022,0.963038,4.60148,4.51809,4.60216,4.66114,5.40931,5.34118,5.38193,5.40599,5.26829,5.09367,5.25816,5.27057,5.6202,5.55158,5.58898,5.61746,-9999,-9999
202108,26.657,1.0,435.78,265.069,1.0,398.867,1.0,13.733,1.0,95.408,0.989247,6.083,1.0,4.492,0.737231,0.27902096470384335,0.7224462365591398,159.89137709715553,0.9973118279569891,546.9567090759275,0.9858870967741935,42.52422276651893,0.9858870967741935,81.99619757111265,0.9973118279569891,39.81984296118356,0.9973118279569891,465.0848488141539,0.9973118279569891,427.623,0.793011,26.479,26.5,26.222,26.003,25.654,1.0,1.0,1.0,1.0,1.0,36.305,23.449,34.898,34.828,0.0,0.0,0.0,0.538978,4.62863,0.999328,94.0059,0.879032,133.948,0.649146,17.2806,0.892473,24.6228,0.438423,-1.0404,0.772849,0.0356526,-1.06545,-1.04057,-1.0272,0.790323,0.773522,0.77621,4.91157,4.86752,4.89847,4.92723,5.93422,5.88652,5.94076,5.96396,5.94549,5.50854,5.86647,5.91936,6.34038,6.27692,6.30943,6.32291,-9999,-9999
202109,25.09,1.0,373.781,247.626,1.0,371.937,1.0,15.948,0.835417,95.445,0.984028,0.352,1.0,4.582,0.995833,0.2904658150090627,0.9875,123.24781121518141,0.9979166666666667,494.9170118074827,0.9979166666666667,45.767467815294474,0.9979166666666667,60.830014389968134,0.9979166666666667,41.324074513053766,0.9979166666666667,457.4935956290472,0.9979166666666667,420.892,1.0,26.01,26.002,25.74,25.557,25.264,1.0,1.0,1.0,1.0,1.0,35.198,22.424,34.906,33.935,0.0,0.0,0.0,0.0,8.21638,0.998611,51.7705,0.999306,65.7465,0.554032,38.7005,0.999306,49.1482,0.579564,-0.323804,0.992361,0.0268225,-0.35873,-0.336158,-0.313038,0.991667,0.992361,0.992361,2.63645,2.61303,2.63767,2.65618,2.97732,2.96145,2.97153,2.97625,3.24624,2.78505,3.09667,3.24434,3.33334,3.09282,3.25576,3.33359,-9999,-9999
202110,18.299,1.0,297.659,189.421,1.0,332.836,1.0,9.861,0.0,95.335,0.993952,0.925,0.967742,5.25,0.973118,0.3378628025030624,0.9684139784946239,79.21594086021506,1.0,380.97698924731185,1.0,39.865288978494625,1.0,46.565927419354836,1.0,32.321014784946236,1.0,414.64126344086026,1.0,425.754,1.0,19.152,19.474,19.834,20.32,20.619,1.0,1.0,1.0,1.0,1.0,35.022,22.139,34.921,32.889,0.0,0.0,0.0,0.0,-1.83332,1.0,24.6248,1.0,33.563,1.11292,34.6864,1.0,47.2766,1.98817,0.257725,1.0,0.0980136,0.250899,0.256651,0.257615,1.0,1.0,1.0,1.2185,1.20824,1.21473,1.21786,0.957999,0.951877,0.958084,0.962792,1.67941,1.18592,1.67068,1.69104,1.29716,1.03382,1.2932,1.30673,-9999,-9999
202111,11.134,1.0,228.704,140.952,1.0,292.467,1.0,8.078,0.709028,95.873,0.997222,0.117,1.0,4.734,0.711111,0.28905492309855557,0.6930555555555554,37.71193689613526,0.9972222222222222,280.0339809782609,0.9958333333333333,33.74069685990337,0.9958333333333333,37.940126811594205,0.9972222222222222,25.204689009661834,0.9972222222222222,372.52012077294677,0.9972222222222222,424.49,0.999306,12.077,12.581,13.314,14.182,14.852,1.0,1.0,1.0,1.0,1.0,-9999,22.122,34.891,31.82,-9999,0.000694444,0.000694444,0.0,-3.83408,1.0,7.65263,0.995833,9.38415,0.104431,26.8615,0.998611,32.9393,0.5321,0.323993,0.988889,0.00526822,0.31693,0.329092,0.347728,0.988194,0.988889,0.989583,0.482422,0.466818,0.482406,0.527257,0.148585,0.148587,0.153503,0.179529,0.407209,0.407209,0.424428,0.487744,0.212608,0.212608,0.221322,0.253035,-9999,-9999
202112,10.112,0.992608,194.352,122.088,0.992608,287.786,0.992608,8.125,0.992608,95.215,0.985215,0.0,1.0,4.504,0.990591,0.28638064775044575,0.9852150537634409,20.698145376453027,0.9879032258064516,238.96301337413257,0.9852150537634408,31.55238138361422,0.9852150537634408,36.29754712244846,0.9852150537634408,23.728473633035918,0.9899193548387096,365.67650476353884,0.9905913978494624,425.506,0.981183,10.422,10.801,11.302,12.003,12.499,1.0,1.0,1.0,1.0,1.0,-9999,22.083,34.884,31.801,-9999,0.000672043,0.000672043,0.000672043,-2.02353,0.994624,3.71838,0.971774,4.0892,0.0789537,18.735,0.976478,20.6034,0.561696,0.24764,0.943548,0.0090109,0.242944,0.245345,0.251611,0.9375,0.943548,0.943548,0.282833,0.2812,0.283984,0.286223,0.0440995,0.0348522,0.0381793,0.0402211,0.160239,0.156191,0.160239,0.163259,0.00316344,0.00285877,0.00312618,0.00324415,-9999,-9999
