TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20200624,20200630,27.803,1.0,484.499,327.74,1.0,400.967,1.0,16.443,1.0,94.879,1.0,2.348,1.0,7.044,0.994048,0.41949281030312985,0.9930555555555555,175.14874999999998,1.0,646.4777777777778,1.0,57.55875,1.0,85.16250000000001,1.0,50.90822916666667,1.0,505.3753472222222,1.0,419.665,1.0,28.461,28.339,27.653,27.009,26.316,1.0,1.0,1.0,1.0,1.0,35.297,20.172,38.881,24.756,0.967262,0.681548,0.577381,0.952381,10.2275,0.997024,81.2712,1.0,93.7304,1.81796,62.3389,0.997024,71.8957,1.42795,0.357951,1.0,0.0668858,0.337112,0.360022,0.380015,1.0,1.0,1.0,3.11334,3.08157,3.11334,3.14016,2.75242,2.7477,2.75334,2.75952,3.38532,3.32256,3.35804,3.36394,3.01554,2.97238,2.98077,3.0005,-9999,-9999
20200701,20200707,28.265,1.0,482.054,299.137,1.0,415.687,1.0,16.824,1.0,95.229,1.0,0.0,1.0,3.702,1.0,0.25558438480590184,1.0,149.78701388888888,1.0,591.2245486111111,1.0,53.25020833333334,1.0,95.06805555555555,1.0,46.10607638888889,1.0,520.6125000000001,1.0,424.775,1.0,32.042,31.554,30.505,29.47,28.41,1.0,1.0,1.0,1.0,1.0,33.763,26.952,39.132,20.188,0.994048,0.958333,0.0,0.973214,10.7653,1.0,72.806,0.997024,73.111,1.53535,70.5634,0.994048,70.8589,1.31996,-0.68401,0.985119,0.0646247,-0.730461,-0.71062,-0.690097,0.994048,0.994048,0.985119,2.48987,2.47537,2.4821,2.48942,3.21959,3.16975,3.19978,3.21281,2.611,2.53299,2.56989,2.611,3.36485,3.28777,3.33211,3.36014,-9999,-9999
20200708,20200714,29.911,1.0,478.122,298.013,1.0,424.508,1.0,20.213,1.0,95.051,1.0,0.071,1.0,5.997,1.0,0.38168457363627734,0.9930555555555555,152.8502083333333,1.0,620.9868749999999,1.0,56.238576388888895,1.0,78.60034722222223,1.0,48.68413194444444,1.0,531.923611111111,1.0,421.842,1.0,34.014,33.4,32.121,30.87,29.58,1.0,1.0,1.0,1.0,1.0,29.406,16.59,39.366,16.585,0.991071,1.0,0.214286,0.979167,12.7401,1.0,45.2901,0.985119,47.9931,1.28912,82.0044,0.994048,86.8986,1.31061,-0.0792699,0.97619,0.0608395,-0.0843734,-0.0804826,-0.0780798,0.97619,0.97619,0.97619,1.85632,1.83461,1.8427,1.85535,1.94367,1.91683,1.92549,1.93681,1.97999,1.9443,1.95726,1.9778,1.94065,1.93705,1.93998,1.94593,-9999,-9999
20200715,20200721,28.634,1.0,472.717,273.067,1.0,419.086,1.0,18.183,1.0,95.338,1.0,6.404,1.0,5.005,0.994048,0.34910427582316594,0.9965277777777778,143.39512928487,0.9965277777777777,605.8204166666666,1.0,56.466319444444444,1.0,94.04131944444443,1.0,47.49059027777778,1.0,531.9138888888889,1.0,421.425,1.0,32.721,32.578,31.918,31.097,30.084,1.0,1.0,1.0,1.0,1.0,26.811,12.866,39.531,14.854,1.0,0.991071,0.848214,0.994048,6.86117,0.997024,42.6728,1.0,43.8487,1.28131,78.2116,1.0,80.3667,1.24357,0.900288,0.982143,0.0532869,0.839449,0.900288,0.912294,0.982143,0.982143,0.988095,1.97124,1.86334,1.9729,2.04265,1.07263,1.0499,1.0822,1.13252,2.24122,2.03425,2.09845,2.19411,1.20094,1.1471,1.17801,1.20094,-9999,-9999
20200722,20200728,27.112,1.0,465.856,255.435,1.0,421.428,1.0,11.728,1.0,95.456,0.994048,0.142,1.0,3.969,0.991071,0.2515868122365207,0.9930555555555555,147.8315625,1.0,563.4482986111111,1.0,48.75364583333333,1.0,80.95798611111111,1.0,39.95822916666666,1.0,506.96111111111117,1.0,432.84,1.0,29.132,29.199,28.985,28.716,28.204,1.0,1.0,1.0,1.0,1.0,26.078,16.288,39.334,16.46,0.997024,0.58631,0.5625,0.994048,3.90135,1.0,75.8516,1.0,78.7175,1.48665,57.2377,1.0,59.4003,1.04065,0.768217,0.97619,0.0598137,0.683487,0.765814,0.997001,0.97619,0.97619,0.973214,2.90121,2.82927,2.90121,3.13996,2.14869,2.14025,2.14869,2.2008,3.66668,3.51209,3.57564,3.64209,2.62625,2.56533,2.57563,2.62092,-9999,-9999
20200729,20200804,25.403,1.0,457.561,293.779,1.0,394.832,1.0,14.352,1.0,95.482,0.988095,3.273,1.0,4.008,0.985119,0.27274177847241776,0.9826388888888888,146.09065066425123,0.9930555555555555,596.9321047576833,0.9965277777777778,49.55448973429952,0.9930555555555555,77.86117760047283,0.9965277777777778,42.5311865942029,0.9930555555555555,502.4314009661835,0.9930555555555555,410.307,1.0,28.989,29.052,28.807,28.433,27.831,1.0,1.0,1.0,1.0,1.0,26.323,27.208,39.112,16.2,1.0,0.907738,0.0,0.988095,4.40392,0.997024,68.7679,0.997024,74.4876,1.35991,70.4287,0.997024,76.2866,1.19319,-0.478447,0.982143,0.0586026,-0.498299,-0.492377,-0.485519,0.982143,0.982143,0.982143,2.71031,2.67928,2.68906,2.70812,3.19625,3.17403,3.19077,3.20088,2.23409,2.27164,2.32572,2.37374,2.81898,2.85927,2.86779,2.91797,-9999,-9999
20200805,20200811,28.162,1.0,447.861,285.084,1.0,412.969,1.0,19.694,1.0,95.305,0.997024,3.273,1.0,5.998,0.964286,0.3975968829299414,0.9756944444444445,150.9051736111111,1.0,574.5263194444444,1.0,47.357812499999994,1.0,82.29409722222222,1.0,42.83829861111111,1.0,509.479861111111,1.0,415.28,0.985119,27.975,27.953,27.638,27.374,26.906,1.0,1.0,1.0,1.0,1.0,26.452,26.686,39.197,16.76,0.991071,0.741071,0.0,0.97619,4.56282,1.0,81.0827,0.997024,98.7415,1.22761,40.3047,0.997024,49.0826,1.00659,-0.0698937,0.964286,0.0504936,-0.0868085,-0.0838351,-0.0720168,0.96131,0.964286,0.964286,3.16567,3.11087,3.14057,3.18367,3.22134,3.20047,3.22134,3.25674,3.37276,3.32646,3.38359,3.44144,3.39512,3.38386,3.40645,3.4393,-9999,-9999
20200812,20200818,27.859,1.0,436.796,275.604,1.0,400.441,1.0,17.654,1.0,95.434,0.982143,0.0,1.0,4.158,1.0,0.2779100357711082,0.9895833333333331,127.85225694444443,1.0,551.7357291666666,1.0,46.04246527777778,1.0,81.1392361111111,1.0,40.96100694444444,1.0,511.9309027777779,1.0,421.666,0.985119,29.472,29.399,28.928,28.405,27.712,1.0,1.0,1.0,1.0,1.0,26.689,27.235,38.935,16.058,0.988095,0.907738,0.00595238,0.991071,5.42342,0.997024,67.1531,0.997024,65.8584,1.17994,58.2029,1.0,57.0808,1.28656,-0.0698052,0.973214,0.0439139,-0.0749435,-0.0698052,-0.0460517,0.97619,0.973214,0.973214,2.8437,2.80612,2.8432,2.86782,2.90587,2.87924,2.89711,2.91301,2.82417,2.84586,2.85461,2.89616,3.02494,3.02136,3.03226,3.12017,-9999,-9999
20200819,20200825,26.422,1.0,424.418,276.732,1.0,383.676,1.0,19.75,1.0,95.382,0.994048,0.0,1.0,3.522,1.0,0.213225275565137,0.982638888888889,112.64680555555553,1.0,545.6656944444444,1.0,49.990208333333335,1.0,86.1829861111111,1.0,42.93201388888889,1.0,504.92951388888883,1.0,412.935,1.0,30.374,30.03,29.376,28.739,27.994,1.0,1.0,1.0,1.0,1.0,25.764,15.097,39.26,13.983,0.997024,1.0,0.827381,0.994048,6.48686,1.0,34.8211,0.994048,36.7075,0.969729,84.7866,0.994048,89.3798,1.24454,0.315329,0.964286,0.044875,0.315329,0.337987,0.364578,0.964286,0.967262,0.979167,1.56889,1.5639,1.56615,1.56916,1.24595,1.20442,1.21591,1.25234,0.999449,0.946025,1.073,1.12226,0.881159,0.881468,0.968575,0.991295,-9999,-9999
20200826,20200901,27.015,1.0,410.799,237.821,1.0,410.036,1.0,16.292,1.0,94.879,0.988095,2.277,1.0,4.242,0.997024,0.27168576788119103,0.986111111111111,115.95674793144208,0.9965277777777778,528.3987500000001,1.0,50.38493055555556,1.0,73.97708333333334,1.0,40.7170486111111,1.0,516.1597222222223,1.0,421.606,1.0,30.619,30.563,30.167,29.637,28.879,1.0,1.0,1.0,1.0,1.0,24.844,14.459,38.675,13.28,0.997024,0.997024,1.0,0.988095,5.25716,1.0,31.4305,0.994048,31.2285,0.933162,70.4402,1.0,69.9876,1.17219,0.927753,0.982143,0.0376854,0.927753,0.933212,0.971967,0.982143,0.982143,0.97619,1.69871,1.68014,1.70001,1.71056,0.765523,0.728258,0.765708,0.778344,1.37382,1.324,1.36134,1.37382,0.428373,0.436248,0.459398,0.474799,-9999,-9999
20200902,20200908,24.995,1.0,396.032,252.79,1.0,389.567,1.0,13.093,1.0,95.435,1.0,2.775,1.0,4.608,0.931548,0.2605219434962612,0.9027777777777778,132.32413194444445,1.0,549.9125694444444,1.0,46.17972222222222,1.0,53.638888888888886,1.0,38.768819444444446,1.0,493.7725694444444,1.0,428.683,1.0,26.502,26.728,26.86,26.921,26.74,1.0,1.0,1.0,1.0,1.0,24.237,16.252,38.43,14.673,0.991071,0.705357,0.723214,0.958333,-1.2078,1.0,36.4737,0.571429,37.3715,0.938019,75.0458,0.758929,76.8929,1.15647,1.10108,0.613095,0.0349923,1.09982,1.11102,1.17995,0.610119,0.610119,0.639881,1.74603,1.74476,1.74564,1.74685,0.629994,0.561586,0.63461,0.647253,1.54903,1.40159,1.51824,1.58462,0.146392,0.148134,0.178388,0.213401,-9999,-9999
20200909,20200915,17.063,1.0,380.235,177.146,1.0,364.971,1.0,6.343,1.0,95.964,0.985119,3.557,1.0,3.887,0.91369,0.2228547225731059,0.8125,81.9884375,1.0,346.58687499999996,1.0,27.823958333333334,1.0,108.28680555555557,1.0,24.13038194444444,1.0,430.40902777777774,1.0,422.227,1.0,19.708,20.196,20.923,21.709,22.335,1.0,1.0,1.0,1.0,1.0,23.109,21.948,38.519,21.834,0.994048,0.0,0.0,0.997024,-6.09006,1.0,32.5121,0.0,32.8078,0.981119,39.086,0.0684524,39.4414,0.810259,0.584326,0.0,0.0411666,0.567661,0.583075,0.697395,0.0,0.0,0.0,1.34791,1.34529,1.3481,1.35167,0.766057,0.64432,0.765906,0.778609,1.22802,0.937122,1.00809,1.22802,0.116461,0.112495,0.137517,0.169134,-9999,-9999
20200916,20200922,20.416,1.0,363.557,227.65,0.985119,349.597,1.0,8.687,1.0,95.907,0.946429,0.0,1.0,2.917,1.0,0.1740286871703227,0.9826388888888888,91.72333333333334,1.0,438.69340277777775,1.0,35.29895833333333,1.0,98.3611111111111,1.0,33.57041666666667,1.0,453.1447916666666,1.0,421.259,1.0,22.013,22.289,22.509,22.721,22.76,1.0,1.0,1.0,1.0,1.0,23.986,29.855,38.748,20.515,0.949405,0.363095,0.0,0.994048,-2.00643,1.0,38.1734,0.0,39.113,-9999,47.8571,0.800595,49.0351,0.870823,0.69817,0.0,-9999,0.698063,0.713461,0.726388,0.0,0.0,0.0,1.27314,1.26834,1.27122,1.27548,0.573634,0.536096,0.558262,0.574967,1.09422,0.906692,0.982057,1.09846,0.133152,0.127001,0.149855,0.185259,-9999,-9999
20200923,20200929,20.625,1.0,346.183,212.489,1.0,349.821,1.0,11.633,1.0,95.313,0.991071,8.254,1.0,5.204,0.991071,0.34064974358286687,0.9791666666666666,80.9257986111111,1.0,411.9279861111111,1.0,33.569583333333334,1.0,57.732638888888886,1.0,31.189826388888886,1.0,457.7079861111111,1.0,417.466,1.0,22.022,22.362,22.626,22.811,22.786,1.0,1.0,1.0,1.0,1.0,24.639,30.219,38.799,18.038,0.931548,0.854167,0.0,0.970238,-0.545307,1.0,28.4927,0.0,36.6078,-9999,43.385,0.994048,55.7417,0.910899,0.882516,0.0,-9999,0.870263,0.876047,0.905008,0.0,0.0,0.0,1.10337,1.09664,1.09992,1.10419,0.221878,0.19091,0.221878,0.233285,0.903867,0.758174,0.826762,0.924734,0.122336,0.11259,0.137156,0.163945,-9999,-9999
20200930,20201006,17.976,1.0,328.333,224.826,1.0,319.783,1.0,12.804,1.0,95.865,0.991071,0.0,1.0,4.006,1.0,0.26110869067234144,0.9895833333333334,78.16888888888887,1.0,442.3237152777778,1.0,38.248159722222226,1.0,59.08159722222223,1.0,35.24003472222223,1.0,434.88263888888895,1.0,417.255,1.0,20.022,20.316,20.727,21.155,21.37,1.0,1.0,1.0,1.0,1.0,24.261,20.495,39.058,15.355,0.916667,0.997024,0.0,0.958333,-1.66034,0.994048,26.791,0.0,34.0229,-9999,52.8283,0.970238,67.0886,0.96496,0.448458,0.0,-9999,0.44337,0.44984,0.450958,0.0,0.0,0.0,0.884148,0.875985,0.879951,0.885082,0.42986,0.42986,0.434429,0.437174,0.689344,0.549172,0.602295,0.718966,0.122403,0.109605,0.124762,0.153714,-9999,-9999
20201007,20201013,21.23,1.0,310.271,215.614,1.0,341.303,1.0,14.075,1.0,95.272,0.958333,0.071,1.0,4.723,0.991071,0.262149340152825,0.9722222222222222,70.74569444444444,1.0,420.93194444444435,1.0,38.74302083333333,1.0,44.99305555555555,1.0,34.30364583333333,1.0,461.8013888888889,1.0,418.014,1.0,22.683,22.667,22.527,22.466,22.252,1.0,1.0,1.0,1.0,1.0,24.062,15.972,39.031,14.041,0.916667,0.979167,0.452381,0.934524,1.98254,0.994048,27.045,0.0,35.8461,0.10292,55.5022,0.928571,73.5639,0.961371,0.267022,0.0,0.0101017,0.264639,0.267022,0.426377,0.0,0.0,0.0,0.765391,0.756041,0.759519,0.765391,0.493297,0.32832,0.493297,0.498369,0.524045,0.455893,0.497446,0.577719,0.114112,0.098342,0.114112,0.137528,-9999,-9999
20201014,20201020,14.504,1.0,292.297,154.643,1.0,326.185,1.0,9.394,1.0,95.509,1.0,4.839,1.0,5.653,0.979167,0.38550005356863126,0.9895833333333331,51.951625,0.9895833333333334,331.00072916666664,1.0,32.53847222222222,1.0,53.253125000000004,1.0,27.909190821256036,0.9930555555555557,419.2190972222222,1.0,417.978,1.0,17.857,18.49,19.425,20.243,20.69,1.0,1.0,1.0,1.0,1.0,23.075,12.152,38.738,12.524,0.988095,0.985119,0.985119,0.973214,-4.09611,1.0,14.2645,0.443452,16.4366,0.169636,41.5473,0.860119,47.8739,0.894564,0.289796,0.485119,0.011726,0.29062,0.294741,0.297892,0.488095,0.479167,0.479167,0.518595,0.5083,0.512627,0.518595,0.21666,0.211613,0.216686,0.227917,0.305453,0.236676,0.257769,0.349628,0.0938066,0.0716455,0.0898719,0.114867,-9999,-9999
20201021,20201027,8.301,0.854167,274.747,101.775,0.860119,323.663,0.854167,4.689,0.854167,95.695,0.782738,2.277,1.0,6.868,0.616071,0.4340337988262635,0.65625,42.57002618814706,0.9270833333333334,245.19199536867208,0.9305555555555555,26.407299487445993,0.9305555555555555,44.933188636178365,0.9305555555555555,19.49707186965028,0.9270833333333334,388.1095260658678,0.9305555555555555,421.586,0.839286,13.324,14.528,16.49,17.916,18.726,0.85119,0.854167,0.85119,0.85119,0.854167,21.981,14.243,36.967,12.187,0.839286,0.839286,0.85119,0.839286,-10.2663,0.848214,5.75802,0.815476,7.63182,0.242652,37.9042,0.821429,50.2392,0.925543,0.225276,0.800595,0.0166244,0.223317,0.224064,0.225763,0.800595,0.797619,0.800595,0.375587,0.364402,0.370165,0.377273,0.147533,0.14151,0.146865,0.150461,0.203305,0.163117,0.187403,0.237163,0.0726617,0.0497008,0.0641758,0.0853168,-9999,-9999
20201028,20201103,10.091,0.636905,257.979,159.383,0.642857,291.386,0.636905,5.688,0.636905,96.096,0.598214,0.0,1.0,4.635,0.619048,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,422.403,0.625,10.734,11.057,11.601,12.333,12.946,0.636905,0.636905,0.636905,0.636905,0.636905,22.186,14.918,36.931,25.703,0.0803571,0.113095,0.116071,0.619048,-4.06416,0.627976,20.4228,0.627976,19.9964,0.397701,29.5435,0.625,28.9267,0.994743,0.577783,0.627976,0.01601,0.578665,0.581708,0.583156,0.627976,0.627976,0.627976,0.724042,0.712446,0.722418,0.729704,0.144367,0.130179,0.140345,0.146258,0.631702,0.580333,0.617702,0.625483,0.116564,0.0928436,0.114377,0.117554,-9999,-9999
20201104,20201110,15.346,1.0,242.366,149.491,1.0,321.997,1.0,5.704,1.0,95.38,1.0,0.711,1.0,5.655,1.0,0.33215666541295835,0.9965277777777777,39.49708333333334,1.0,297.2826736111111,1.0,30.8884375,1.0,40.54895833333333,1.0,23.68006944444444,1.0,417.55243055555553,1.0,423.988,1.0,14.538,14.737,14.805,15.027,15.117,1.0,1.0,1.0,1.0,1.0,22.693,12.824,38.097,26.506,0.0,0.0,0.0,0.985119,-1.8504,0.997024,14.0075,0.994048,15.8479,0.383223,24.8504,0.991071,28.1154,0.927326,0.721632,1.0,0.0164229,0.721102,0.72387,0.740274,0.997024,1.0,1.0,0.984745,0.980178,0.986653,0.99471,0.260368,0.254771,0.259073,0.262434,0.772262,0.764368,0.777276,0.791541,0.218383,0.20891,0.22173,0.233613,-9999,-9999
20201111,20201117,10.743,1.0,228.276,160.437,1.0,281.633,1.0,7.943,1.0,95.812,0.979167,14.729,1.0,4.37,1.0,0.2646097465498867,0.9895833333333334,39.02780585106383,0.9965277777777778,320.6871527777778,1.0,34.07256944444444,1.0,37.93923611111111,1.0,26.561537381796686,0.9965277777777778,384.58194444444445,1.0,425.595,0.955357,10.954,11.508,12.382,13.331,13.966,1.0,1.0,1.0,1.0,1.0,22.677,12.05,37.583,25.056,0.0,0.0,0.0,0.982143,-10.5527,0.997024,16.0981,0.991071,17.7924,0.415286,27.7541,0.991071,30.6752,1.03432,0.386336,0.91369,0.0153527,0.394893,0.398082,0.409113,0.886905,0.910714,0.910714,0.62127,0.621249,0.621336,0.624323,0.224981,0.213602,0.22496,0.225621,0.439461,0.43304,0.439461,0.44879,0.24018,0.235611,0.237067,0.240208,-9999,-9999
20201118,20201124,11.901,1.0,216.056,87.498,1.0,333.254,1.0,5.025,1.0,95.866,1.0,61.977,1.0,6.562,0.910714,0.3835290178277509,0.9548611111111112,17.793125,1.0,196.95916666666665,1.0,21.33666666666667,1.0,32.45520833333333,1.0,15.980659722222223,1.0,395.2788194444445,1.0,424.733,0.35119,12.092,12.42,12.782,13.299,13.635,1.0,1.0,1.0,1.0,1.0,22.463,13.659,37.477,25.137,0.0,0.0,0.0,0.994048,-4.82606,0.997024,9.39317,0.994048,10.0778,0.386291,9.3244,0.997024,10.004,0.895276,0.516421,0.321429,0.0139153,0.526495,0.528973,0.536508,0.300595,0.297619,0.318452,0.593055,0.592126,0.593055,0.596735,0.071624,0.0599423,0.0625354,0.0651168,0.33188,0.2881,0.331788,0.350085,0.142779,0.131356,0.14277,0.145009,-9999,-9999
20201125,20201201,5.592,1.0,206.015,128.919,1.0,261.024,1.0,4.109,1.0,95.799,1.0,0.213,1.0,4.769,0.988095,0.2920625194866118,0.9861111111111112,18.287534722222222,1.0,250.44607638888888,1.0,25.952187499999997,1.0,28.98472222222222,1.0,20.563020833333333,1.0,357.7822916666667,1.0,424.882,0.0,7.555,8.316,9.527,10.717,11.53,1.0,1.0,1.0,1.0,1.0,22.169,12.471,37.001,28.247,0.0,0.0,0.0,0.988095,-14.9475,1.0,18.0982,1.0,20.8637,0.507112,11.8638,1.0,13.6767,0.990303,0.364113,0.0,0.014237,0.373275,0.382985,0.390425,0.0,0.0,0.0,0.501482,0.501771,0.50299,0.504575,0.129702,0.112402,0.121229,0.128629,0.219338,0.190586,0.219248,0.236496,0.210036,0.193567,0.210018,0.213294,-9999,-9999
20201202,20201208,5.269,1.0,198.415,108.351,1.0,268.768,1.0,4.728,1.0,96.022,0.997024,0.0,1.0,4.589,0.96131,0.280564684847827,0.954861111111111,13.840347222222222,1.0,204.23600694444443,1.0,21.970381944444444,1.0,23.425,1.0,16.281562500000003,1.0,347.40000000000003,1.0,425.762,0.0,5.369,5.948,6.885,7.978,8.823,1.0,1.0,1.0,1.0,1.0,22.248,12.25,36.993,26.389,0.0,0.0,0.0,0.994048,-11.1657,1.0,12.1225,1.0,12.0991,0.373288,12.4181,1.0,12.3941,0.884287,0.396905,0.0,-9999,0.409308,0.416082,0.416283,0.0,0.0,0.0,0.4957,0.496003,0.49707,0.498916,0.0870384,0.0808351,0.0831829,0.083931,0.217579,0.189044,0.217492,0.234251,0.176669,0.16263,0.176656,0.179419,-9999,-9999
20201209,20201215,3.694,1.0,193.456,108.065,0.997024,274.095,1.0,4.423,0.985119,95.5,1.0,0.925,1.0,4.128,1.0,0.23273025946233383,0.9895833333333334,17.721979166666667,1.0,249.81517361111113,1.0,65.13715277777777,1.0,35.60868055555555,1.0,33.84777777777777,1.0,346.09756944444445,1.0,424.478,0.0,5.246,5.901,6.917,7.979,8.719,1.0,1.0,1.0,1.0,1.0,22.079,15.039,36.751,25.804,0.0,0.0,0.0,0.994048,-11.7695,1.0,7.18187,0.985119,10.6409,0.277192,11.6551,0.985119,17.2687,1.10908,0.41062,0.0,-9999,0.425226,0.427484,0.432989,0.0,0.0,0.0,0.471112,0.471636,0.47276,0.474201,0.0467145,0.0399451,0.0466263,0.0473509,0.197166,0.171329,0.197084,0.212896,0.176207,0.16216,0.176194,0.17895,-9999,-9999
20201216,20201222,6.058,1.0,191.275,128.942,1.0,262.36,1.0,4.089,1.0,95.64,0.991071,0.0,1.0,4.315,1.0,0.22550549646591456,0.9965277777777778,17.372604166666665,1.0,249.04819444444445,1.0,58.07142361111111,1.0,24.665972222222223,1.0,31.324409722222224,1.0,345.78125,1.0,425.008,0.0,5.074,5.42,5.935,6.712,7.339,1.0,1.0,1.0,1.0,1.0,22.242,11.993,37.236,28.001,0.0,0.0,0.0,0.997024,-7.62678,1.0,11.1746,0.997024,13.1992,0.324829,5.88042,0.997024,6.94577,1.16784,0.376006,0.0,-9999,0.387714,0.391717,0.393098,0.0,0.0,0.0,0.507647,0.507898,0.509167,0.510788,0.12573,0.115251,0.118724,0.122909,0.23017,0.199961,0.230081,0.247169,0.210186,0.193664,0.21017,0.213453,-9999,-9999
20201223,20201231,5.425,1.0,192.345,103.868,1.0,276.084,1.0,4.644,1.0,95.593,1.0,9.906,1.0,5.838,0.921296,0.34932349309814437,0.9296875,18.155732491134753,0.9973958333333333,210.83174479166667,1.0,24.51203125,1.0,30.487760416666667,1.0,18.61886635638298,0.9973958333333333,355.8705729166667,1.0,425.413,0.0,5.466,5.971,6.655,7.407,7.902,1.0,1.0,1.0,1.0,1.0,22.203,12.976,37.079,28.325,0.0,0.0,0.0,0.993056,-8.67578,0.997685,13.6544,0.997685,13.9082,0.330064,8.89165,0.99537,9.05692,0.952161,0.421052,0.0,-9999,0.428109,0.432795,0.433379,0.0,0.0,0.0,0.498196,0.498487,0.499671,0.501304,0.0713485,0.0664223,0.0679742,0.0693792,0.219912,0.191069,0.219825,0.236705,0.169463,0.156027,0.169453,0.172108,-9999,-9999
20210101,20210107,5.004,1.0,196.179,130.49,1.0,272.149,1.0,3.312,1.0,95.532,1.0,0.498,1.0,4.882,0.91369,0.2596936398480573,0.8125,37.40204861111111,1.0,259.4378472222222,1.0,39.59020833333334,1.0,37.65486111111112,1.0,24.89628472222222,1.0,349.61562499999997,1.0,425.55,0.0,4.844,5.266,5.852,6.605,7.152,1.0,1.0,1.0,1.0,1.0,22.058,12.287,37.058,31.271,0.0,0.0,0.0,0.982143,-7.47197,0.973214,15.7547,0.994048,19.3214,0.438127,18.5653,0.994048,22.7682,1.05336,0.282682,0.0,-9999,0.289156,0.292571,0.299016,0.0,0.0,0.0,0.604462,0.571803,0.599145,0.606128,0.315307,0.280555,0.303872,0.315307,0.360964,0.315745,0.36096,0.379191,0.184969,0.167137,0.184967,0.192778,-9999,-9999
20210108,20210114,3.305,1.0,202.847,107.685,1.0,269.214,1.0,2.96,1.0,96.112,0.997024,16.508,1.0,3.441,0.997024,0.15508570892355875,0.9791666666666666,17.835590277777776,1.0,196.21472222222224,1.0,21.855,1.0,41.459722222222226,1.0,15.981076388888889,1.0,340.57465277777777,1.0,427.701,0.0,4.567,5.079,5.787,6.586,7.135,1.0,1.0,1.0,1.0,1.0,21.364,17.371,35.38,28.898,0.0,0.0,0.0,1.0,-8.67342,1.0,10.5203,1.0,11.7491,0.341377,15.3029,1.0,17.0903,1.01661,0.283017,0.0,-9999,0.290099,0.296261,0.301024,0.0,0.0,0.0,0.574266,0.539326,0.565275,0.574266,0.277884,0.249227,0.269088,0.28068,0.34908,0.305349,0.349076,0.366707,0.155488,0.140231,0.155486,0.162342,-9999,-9999
20210115,20210121,5.398,1.0,212.12,103.05,1.0,277.855,1.0,4.814,1.0,95.704,0.997024,31.949,1.0,4.811,0.64881,0.33614446958582317,0.7534722222222222,16.228232860520095,0.9965277777777778,204.92204713356975,0.9965277777777778,23.382844267139486,0.9965277777777778,46.716164302600475,0.9965277777777778,17.407094414893617,0.9965277777777778,350.3751477541371,0.9965277777777778,427.666,0.0,4.831,5.221,5.744,6.417,6.885,1.0,1.0,1.0,1.0,1.0,21.367,17.399,35.395,27.999,0.0,0.0,0.0,0.997024,-6.90392,0.991071,11.2725,0.988095,13.411,0.327051,7.50248,0.988095,8.92578,1.0617,0.256061,0.0,-9999,0.198884,0.230392,0.251475,0.0,0.0,0.0,0.612032,0.579721,0.607412,0.613619,0.347274,0.346999,0.357557,0.383735,0.364138,0.318521,0.364134,0.382526,0.154247,0.138823,0.154246,0.16134,-9999,-9999
