TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20170101,6.516,0.0,194.044,129.416,0.0,281.774,0.0,4.1,0.0,94.869,0.0,1.171,0.0,3.736,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.9499,-9999,-9999,-9999,35.0108,-9999,40.3873,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170102,10.731,0.0,194.661,132.581,0.0,296.119,0.0,3.876,0.0,94.693,0.0,3.701,0.0,3.744,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.461,-9999,-9999,-9999,32.4187,-9999,37.2863,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170103,0.704,0.0,195.335,86.438,0.0,280.211,0.0,2.157,0.0,95.864,0.0,0.075,0.0,6.996,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,18.0255,-9999,-9999,-9999,32.3008,-9999,37.0548,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170104,-3.054,0.0,196.066,128.889,0.0,244.357,0.0,2.394,0.0,95.84,0.0,0.0,0.0,3.718,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,20.7562,-9999,-9999,-9999,35.0108,-9999,42.0195,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170105,-6.402,0.0,196.854,94.702,0.0,251.329,0.0,1.396,0.0,95.819,0.0,1.799,0.0,6.993,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,19.2642,-9999,-9999,-9999,32.4187,-9999,38.9086,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170106,-8.597,0.0,197.697,96.191,0.0,239.375,0.0,0.779,0.0,96.546,0.0,6.271,0.0,3.507,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,18.3633,-9999,-9999,-9999,32.3008,-9999,37.7492,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170107,-6.861,0.0,198.596,146.637,0.0,205.566,0.0,1.499,0.0,97.34,0.0,0.0,0.0,3.231,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.9388,-9999,-9999,-9999,35.0108,-9999,40.3647,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170108,-0.403,0.0,199.55,138.817,0.0,237.884,0.0,3.07,0.0,96.738,0.0,0.0,0.0,5.985,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.3538,-9999,-9999,-9999,32.4187,-9999,37.0699,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170109,5.997,0.0,200.56,136.726,0.0,276.681,0.0,4.64,0.0,95.486,0.0,0.0,0.0,6.319,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.9469,-9999,-9999,-9999,32.3008,-9999,36.8931,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170110,12.858,0.0,201.623,133.849,0.0,290.659,0.0,9.01,0.0,94.961,0.0,0.0,0.0,5.399,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.7369,-9999,-9999,-9999,35.0108,-9999,39.956,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170111,13.242,0.0,202.741,111.305,0.0,302.0,0.0,9.249,0.0,94.535,0.0,0.0,0.0,6.154,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.4364,-9999,-9999,-9999,32.4187,-9999,37.2367,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170112,0.904,0.0,203.911,130.488,0.0,266.816,0.0,3.022,0.0,95.886,0.0,0.0,0.0,5.05,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,18.0255,-9999,-9999,-9999,32.3008,-9999,37.0548,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170113,-2.691,0.0,205.136,14.328,0.0,321.075,0.0,1.456,0.0,96.82,0.0,5.41,0.0,4.719,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.8196,-9999,-9999,-9999,35.0108,-9999,40.1235,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170114,-1.439,0.0,206.411,16.784,0.0,320.699,0.0,1.065,0.0,96.823,0.0,44.816,0.0,3.824,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.474,-9999,-9999,-9999,32.4187,-9999,37.3125,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170115,0.49,0.0,207.738,12.901,0.0,326.083,0.0,0.352,0.0,95.793,0.0,46.849,0.0,2.877,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,18.0848,-9999,-9999,-9999,32.3008,-9999,37.1767,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170116,3.13,0.0,209.117,142.458,0.0,280.887,0.0,1.466,0.0,95.288,0.0,11.883,0.0,4.12,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.8033,-9999,-9999,-9999,35.0108,-9999,40.0906,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170117,5.166,0.0,210.545,143.863,0.0,273.454,0.0,2.484,0.0,95.922,0.0,1.081,0.0,2.827,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.3799,-9999,-9999,-9999,32.4187,-9999,37.1225,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170118,6.544,0.0,212.023,86.699,0.0,309.418,0.0,1.22,0.0,95.596,0.0,0.361,0.0,2.841,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.9927,-9999,-9999,-9999,32.3008,-9999,36.9874,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170119,8.272,0.0,213.55,145.219,0.0,275.542,0.0,2.413,0.0,94.302,0.0,0.0,0.0,4.632,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.8033,-9999,-9999,-9999,35.0108,-9999,40.0906,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170120,9.636,0.0,215.124,152.067,0.0,276.674,0.0,6.18,0.0,93.854,0.0,0.0,0.0,5.614,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.3799,-9999,-9999,-9999,32.4187,-9999,37.1225,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170121,8.442,0.0,216.747,83.257,0.0,305.663,0.0,3.504,0.0,93.626,0.0,3.885,0.0,3.343,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,18.01,-9999,-9999,-9999,32.3008,-9999,37.0228,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170122,8.746,0.0,218.415,150.163,0.0,284.423,0.0,3.739,0.0,94.558,0.0,0.504,0.0,6.512,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.7399,-9999,-9999,-9999,35.0108,-9999,39.9621,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170123,7.274,0.0,220.129,152.007,0.0,270.801,0.0,4.297,0.0,94.865,0.0,0.0,0.0,4.936,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.3385,-9999,-9999,-9999,32.4187,-9999,37.039,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170124,11.705,0.0,221.888,155.52,0.0,279.208,0.0,7.822,0.0,94.107,0.0,0.0,0.0,6.33,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.9211,-9999,-9999,-9999,32.3008,-9999,36.8401,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170125,2.412,0.0,223.691,159.488,0.0,241.288,0.0,3.146,0.0,95.404,0.0,0.0,0.0,5.25,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.5888,-9999,-9999,-9999,35.0108,-9999,39.6562,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170126,0.957,0.0,225.537,159.696,0.0,233.97,0.0,3.117,0.0,96.244,0.0,0.0,0.0,3.293,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.0547,-9999,-9999,-9999,32.4187,-9999,36.4658,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170127,2.083,0.0,227.425,166.363,0.0,227.455,0.0,4.174,0.0,96.443,0.0,0.0,0.0,4.724,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.6433,-9999,-9999,-9999,32.3008,-9999,36.269,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170128,4.714,0.0,229.354,163.615,0.0,247.062,0.0,4.883,0.0,96.23,0.0,0.0,0.0,4.726,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.4316,-9999,-9999,-9999,35.0108,-9999,39.338,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170129,9.48,0.0,231.323,162.352,0.0,268.308,0.0,7.582,0.0,96.135,0.0,0.0,0.0,5.035,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.0468,-9999,-9999,-9999,32.4187,-9999,36.4498,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170130,10.043,0.0,233.331,165.92,0.0,273.83,0.0,8.2,0.0,95.712,0.0,0.0,0.0,3.561,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.6784,-9999,-9999,-9999,32.3008,-9999,36.3412,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170131,9.899,0.0,235.378,166.391,0.0,276.411,0.0,6.753,0.0,95.082,0.0,0.0,0.0,2.406,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.4763,-9999,-9999,-9999,35.0108,-9999,39.4286,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170201,5.786,0.0,237.462,166.059,0.0,264.361,0.0,4.054,0.0,95.531,0.0,0.0,0.0,6.869,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.0764,-9999,-9999,-9999,32.4187,-9999,36.4096,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170202,-0.418,0.0,239.581,171.37,0.0,243.42,0.0,2.739,0.0,96.659,0.0,0.0,0.0,6.0,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.7129,-9999,17.6956,-9999,-9999,-9999,32.3008,-9999,36.2771,-9999,-9999,-9999,0.268065,0.0,-9999,0.241589,0.267481,0.283185,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170203,0.178,0.0,241.736,159.143,0.0,249.016,0.0,3.581,0.0,96.816,0.0,0.0,0.0,3.776,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.2941,-9999,19.5838,-9999,-9999,-9999,35.0108,-9999,39.5382,-9999,-9999,-9999,0.234336,0.0,-9999,0.243918,0.244282,0.253397,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20170204,6.661,0.0,243.925,144.087,0.0,288.288,0.0,4.102,0.0,95.764,0.0,0.005,0.0,5.872,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.051,-9999,18.1761,-9999,-9999,-9999,32.4187,-9999,36.611,-9999,-9999,-9999,0.130754,0.0,-9999,0.107722,0.167958,0.170328,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
