TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201701,0.621,0.0,185.255,82.883,0.0,277.823,0.0,2.196,0.0,97.796,0.0,1.115,0.0,3.895,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.586,0.0,178.21,-9999,26.3678,0.0,37.1211,-9999,-2.48171,0.0,-9999,-2.93425,-2.48171,-2.3423,0.0,0.0,0.0,4.05519,3.52907,4.04794,4.05407,6.31007,6.32782,6.41684,6.5156,0.531925,0.240625,0.394521,0.891517,3.34191,2.81763,3.17502,3.46384,-9999,-9999
201702,6.733,0.0,245.823,136.32,0.0,286.346,0.0,4.593,0.0,97.617,0.0,0.586,0.0,4.049,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.24,0.0,169.277,-9999,26.2619,0.0,35.2149,-9999,-2.47845,0.0,-9999,-2.92869,-2.47845,-2.34032,0.0,0.0,0.0,5.43159,4.5637,5.42606,5.43074,7.67653,7.40741,7.671,7.83566,0.986099,0.418353,0.749447,1.49977,4.97721,4.30339,4.75691,5.17062,-9999,-9999
201703,9.319,0.0,327.901,151.785,0.0,312.514,0.0,5.618,0.0,97.984,0.0,3.311,0.0,4.608,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.264,0.0,155.904,-9999,26.8514,0.0,33.1548,-9999,-2.50445,0.0,-9999,-2.9293,-2.50445,-2.36708,0.0,0.0,0.0,6.03311,5.00922,6.02851,6.0324,8.30934,7.87901,8.30475,8.46293,1.20372,0.518275,0.930468,1.86217,5.42059,4.70411,5.18464,5.63285,-9999,-9999
201704,14.119,0.0,407.363,195.404,0.0,332.461,0.0,6.165,0.0,97.428,0.0,5.817,0.0,4.538,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.368,0.0,158.318,-9999,26.5015,0.0,33.2019,-9999,-2.48853,0.0,-9999,-2.93081,-2.48853,-2.35022,0.0,0.0,0.0,7.16987,5.83874,7.16742,7.1695,9.42902,8.77557,9.42656,9.57119,1.66769,0.737833,1.32473,2.43973,6.55404,5.77023,6.28963,6.80107,-9999,-9999
201705,18.311,0.0,462.689,245.328,0.0,344.407,0.0,8.449,0.0,97.339,0.0,4.83,0.0,3.989,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.110851,0.0,126.586,0.0,159.334,-9999,26.3678,0.0,33.1893,-9999,-2.48171,0.0,-9999,-2.93425,-2.48171,-2.3423,0.0,0.0,0.0,8.18014,6.55452,8.13164,8.18021,10.435,9.51874,10.435,10.5636,2.19644,1.00017,1.79585,3.3398,7.94489,7.05378,7.64742,8.25167,-9999,-9999
201706,23.768,0.0,485.794,278.977,0.0,377.068,0.0,10.888,0.0,97.463,0.0,3.02,0.0,3.785,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.125436,0.0,126.368,0.0,168.759,-9999,26.5015,0.0,35.3918,-9999,-2.48853,0.0,-9999,-2.93081,-2.48853,-2.35022,0.0,0.0,0.0,9.49021,7.46859,9.24971,9.49296,11.7494,10.4394,11.7382,11.8635,2.98392,1.40209,2.5177,4.23054,8.78645,7.85379,8.48919,9.13221,-9999,-9999
201707,26.402,0.00873656,474.144,281.312,0.00873656,398.1,0.00873656,12.067,0.00873656,97.75,0.00806452,1.987,0.00806452,2.987,0.00806452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0131809,0.00806452,126.763,0.00806452,181.913,2.0784,26.2522,0.00806452,37.6734,0.810849,-2.46311,0.00806452,0.228572,-2.93227,-2.46311,-2.32207,0.00806452,0.00806452,0.00806452,10.1155,7.89816,9.75136,10.1199,12.3472,10.8662,12.2145,12.4665,3.41528,1.62842,2.92423,4.49208,8.85173,7.91887,8.55669,8.92218,-9999,-9999
201708,22.59,1.0,429.296,250.153,1.0,373.226,1.0,8.509,1.0,97.749,0.992608,7.832,1.0,3.123,0.975806,0.3125770870628639,0.9684139784946236,160.05420179402117,0.9939516129032258,516.8634291733395,0.9952956989247311,21.093447456722334,0.9952956989247311,79.47983813772593,0.9952956989247311,39.60286397086861,0.9946236559139785,426.6273462403721,0.9952956989247311,403.569,0.992608,21.724,21.602,21.411,21.246,21.273,21.201,20.868,20.727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.288,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000672043,0.904527,0.997312,95.0387,0.991263,136.386,1.1382,16.1147,0.995296,23.1255,0.569424,-1.51392,0.960349,0.119066,-1.58554,-1.52702,-1.49117,0.948925,0.967742,0.967742,9.21928,9.10351,9.19881,9.25397,10.6859,10.6066,10.7072,10.806,9.16714,7.37849,9.16714,9.73223,10.4991,9.57585,10.5102,10.7483,-9999,-9999
201709,22.068,0.980556,359.221,201.684,0.978472,366.873,0.980556,9.805,0.980556,97.738,0.946528,2.798,1.0,3.624,0.948611,0.35996408980586375,0.9208333333333333,115.36351602035644,0.9361111111111112,439.1410736586494,0.7652777777777777,20.620556968855993,0.7652777777777777,67.94019125591942,0.9597222222222223,32.33352598159217,0.9361111111111112,422.3470538361105,0.9361111111111112,412.421,0.904167,20.715,20.605,20.477,20.448,20.46,20.442,20.17,20.076,0.981944,0.981944,0.981944,0.981944,0.981944,0.981944,0.981944,0.981944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.287,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.581357,0.954167,76.4636,0.706944,102.786,0.8564,3.09141,0.769444,4.15562,0.474489,0.36002,0.624306,0.0728341,0.324361,0.36002,0.462738,0.628472,0.624306,0.620833,6.97261,6.9573,6.97961,7.20159,6.65113,6.60131,6.64811,6.73187,7.17966,4.02634,6.02977,7.17843,6.64035,5.187,6.0827,6.57344,-9999,-9999
201710,14.616,0.995968,276.372,139.153,0.995968,326.69,0.995968,6.727,0.995968,97.672,0.985887,3.957,1.0,4.719,0.926747,0.5263466780505346,0.9106182795698925,57.2099238160604,0.9926075268817204,296.1146137325555,0.993279569892473,17.315181708991076,0.993279569892473,41.96781848994857,0.9919354838709676,21.78365382635553,0.993279569892473,383.22667867764807,0.993279569892473,419.186,0.614919,15.813,16.034,16.582,17.111,17.532,17.887,17.93,18.092,0.999328,1.0,0.999328,0.999328,0.999328,0.999328,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000672043,-4.78604,0.987231,41.2762,0.984543,51.7373,0.597835,10.5797,0.99664,13.261,0.667247,0.877136,0.436156,0.0629425,0.837051,0.849662,0.866403,0.435484,0.436828,0.436156,3.88115,3.86812,3.87967,3.88876,3.01474,3.01474,3.02372,3.05041,3.92992,3.42409,3.46379,3.92981,3.26897,3.04343,3.0571,3.26825,-9999,-9999
201711,7.934,0.998611,203.667,85.183,0.998611,299.453,0.998611,4.496,0.998611,97.883,0.988889,0.084,1.0,4.078,0.827778,0.47943440658672687,0.796527777777778,21.682565530303034,0.992361111111111,185.38359583333335,0.992361111111111,13.235477693602693,0.992361111111111,32.76816624579124,0.992361111111111,11.7484319023569,0.992361111111111,348.5382403198653,0.992361111111111,418.342,0.75625,9.457,9.747,10.446,11.153,11.789,12.367,12.647,13.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,35.021,-9999,36.801,33.723,36.029,33.287,-9999,-9999,0.0,-9999,0.0,0.0,0.0,0.0,-5.41543,0.992361,11.8829,0.629861,14.8945,0.257211,13.6312,0.804861,17.0859,0.569139,1.43948,0.0,-9999,1.41052,1.41661,1.42748,0.0,0.0,0.0,2.97856,2.97722,2.98478,3.06076,1.56287,1.56287,1.57573,1.64816,3.36363,2.77634,2.78175,3.36363,2.47475,2.19604,2.19867,2.47475,-9999,-9999
201712,0.728,1.0,168.183,79.37,1.0,262.429,1.0,3.034,1.0,98.165,0.995968,0.211,1.0,4.234,0.975134,0.5042475365226387,0.9731182795698925,11.498838773993704,0.9952956989247311,173.56477307146096,0.9952956989247311,15.511168882922206,0.9952956989247311,29.830715903552242,0.9952956989247311,12.582233627718802,0.9952956989247311,315.13802043065004,0.9952956989247311,418.485,0.115591,4.827,5.418,6.643,7.661,8.503,9.22,9.603,10.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,34.82,-9999,36.605,33.653,36.032,33.286,-9999,-9999,0.0,-9999,0.0,0.0,0.0,0.0,-7.76793,0.993952,11.5487,0.0,14.2106,-9999,14.0392,0.686828,17.2751,1.6638,1.42097,0.0,-9999,1.38134,1.39194,1.39625,0.0,0.0,0.0,2.15728,2.15556,2.16883,2.30112,0.765339,0.763716,0.863549,0.902167,2.51998,2.03061,2.03613,2.51998,2.39244,2.11969,2.12228,2.39244,-9999,-9999
201801,-2.024,0.997312,185.255,94.178,0.997312,250.647,0.997312,2.385,0.997312,98.316,0.973118,0.308,1.0,4.386,0.818548,0.49580038162669493,0.7970430107526881,24.294002858175016,0.9758064516129031,202.72692345084786,0.9758064516129031,21.015551027455476,0.9731182795698924,34.55790301330274,0.9758064516129031,15.746891274243133,0.9758064516129031,302.3485371066911,0.9758064516129031,419.65,0.881048,0.929,1.254,2.068,2.88,3.633,4.319,4.741,5.261,0.997312,0.997312,0.997312,0.997312,0.99664,0.997312,0.997312,0.997312,-9999,-9999,34.735,-9999,36.545,33.585,36.034,32.946,-9999,-9999,0.0,-9999,0.0,0.0,0.0,0.0,-5.49586,0.985887,6.76335,0.0,9.52154,-9999,18.336,0.531586,25.8137,-9999,1.00024,0.0,-9999,0.979267,0.985564,0.985564,0.0,0.0,0.0,3.196,3.09509,3.26626,3.41711,2.21043,2.11457,2.2807,2.41688,0.48806,0.193251,0.460214,0.47822,3.45148,2.95471,3.45028,3.68307,-9999,-9999
201802,0.107,1.0,245.823,107.378,1.0,273.846,1.0,2.61,1.0,98.11,1.0,0.682,1.0,4.41,0.657738,0.5447311134308764,0.6569940476190476,50.731108630952384,1.0,234.83879464285718,1.0,21.09865327380953,1.0,44.67202380952381,1.0,15.934114583333335,1.0,313.4663690476191,1.0,420.249,0.582589,2.822,3.014,3.426,3.871,4.286,4.693,4.845,5.129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,35.013,-9999,36.814,33.727,36.02,32.719,-9999,-9999,0.0,-9999,0.0,0.0,0.0,0.0,-2.82645,0.997024,-1.02156,0.0,-1.36982,-9999,32.2936,0.447917,43.3028,-9999,0.99587,0.0,-9999,0.97354,0.981213,0.981213,0.0,0.0,0.0,3.4443,3.33581,3.51729,3.67582,2.46309,2.35945,2.53607,2.67995,0.575306,0.233059,0.551952,0.572001,3.71382,3.19176,3.71297,3.96188,-9999,-9999
201803,6.566,1.0,327.901,146.047,1.0,294.661,1.0,4.195,1.0,97.712,0.995968,1.2,1.0,4.639,0.615591,0.5657169778776364,0.6061827956989246,75.35963125292193,0.9986559139784947,308.4245161290322,1.0,21.542379032258065,1.0,57.39395161290323,1.0,18.56939744909632,0.9993279569892473,345.0666080416382,0.9993279569892473,422.128,0.982527,7.512,7.368,7.236,7.263,7.279,7.38,7.218,7.229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,35.024,36.149,35.35,32.905,36.032,32.323,-9999,-9999,0.000672043,0.000672043,0.000672043,0.000672043,0.0,0.00134409,0.562927,0.991263,-1.09176,0.0,-1.34805,-9999,41.6917,0.16129,51.4787,-9999,0.986913,0.0,-9999,0.963909,0.971788,0.971788,0.0,0.0,0.0,4.18149,4.05072,4.25973,4.43701,3.20971,3.08265,3.28794,3.4501,0.953816,0.406987,0.938023,0.957149,4.41791,3.84024,4.41841,4.70827,-9999,-9999
201804,8.753,0.990972,407.363,198.231,0.991667,300.049,0.990972,6.556,0.990972,97.709,0.984722,0.737,1.0,4.737,0.688194,0.6254853309829529,0.6590277777777778,112.14385702887539,0.9840277777777777,403.3927998691321,0.9847222222222222,27.022505048969947,0.9847222222222222,74.23328858493751,0.9847222222222222,24.282815248226953,0.9847222222222222,358.38058232016203,0.9847222222222222,420.239,0.854861,9.615,9.359,9.062,8.965,8.847,8.891,8.66,8.617,0.995833,0.995833,0.995833,0.995833,0.995833,0.995139,0.995833,0.995833,32.35,-9999,35.021,36.156,35.665,32.926,36.025,29.983,0.00208333,-9999,0.000694444,0.00138889,0.0,0.000694444,0.000694444,0.00138889,1.97307,0.975,40.1902,0.0,50.3517,-9999,43.2224,0.0541667,54.1505,-9999,-1.46708,0.0,-9999,-1.56915,-1.47286,-0.983649,0.0,0.0,0.0,4.38172,4.24503,4.45989,4.64017,5.39172,4.61357,5.45665,6.10725,1.277,0.605336,1.26668,1.38518,4.97467,4.33267,4.97398,5.30178,-9999,-9999
201805,23.258,1.0,462.689,257.963,1.0,378.13,0.999328,11.661,1.0,97.367,0.990591,2.432,1.0,3.595,0.989919,0.4120966916326303,0.9831989247311828,164.37458517985124,0.9475806451612904,541.3712291968599,0.9502688172043011,24.576020380434787,0.9502688172043011,87.877141771856,0.9912634408602151,43.00969385856717,0.9502688172043011,431.6615603864735,0.9509408602150538,423.648,0.981183,19.697,19.064,17.881,17.043,16.22,15.728,14.956,14.485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.293,-9999,35.01,36.193,36.041,33.121,36.038,25.513,0.000672043,-9999,0.0,0.00134409,0.000672043,0.000672043,0.0,0.000672043,8.51587,0.995968,74.0302,0.0,93.1821,-9999,41.6425,0.0,52.4155,-9999,-1.55204,0.0,-9999,-1.64186,-1.55158,-1.06944,0.0,0.0,0.0,5.78784,5.60617,5.86892,6.08865,6.88519,5.98549,6.93836,7.64069,3.11521,1.72992,3.13392,3.8093,4.96605,4.24451,4.95784,5.30427,-9999,-9999
201806,25.684,1.0,485.794,280.43,1.0,394.127,1.0,12.564,1.0,97.301,0.995833,3.167,1.0,3.874,0.995833,0.43433357123414223,0.9909722222222223,182.48750666820845,0.9979166666666666,585.0632307405693,0.9979166666666666,22.028497147702744,0.9979166666666666,90.18139717596877,0.9979166666666666,47.38305454054888,0.9979166666666666,445.7618741648679,0.9979166666666666,417.698,0.854167,22.482,22.034,21.128,20.49,19.819,19.459,18.733,18.331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.371,-9999,35.021,36.369,36.801,33.723,36.01,32.159,0.0,-9999,0.0,0.0,0.0,0.0,0.000694444,0.000694444,6.05194,0.993056,77.7767,0.0,103.868,-9999,26.1782,0.0,34.9601,-9999,-1.55244,0.0,-9999,-1.64244,-1.552,-1.06906,0.0,0.0,0.0,5.99092,5.7998,6.07182,6.31118,7.08752,6.178,7.14089,7.86361,3.54889,2.03272,3.57962,4.44125,5.12262,4.33488,5.11122,5.47713,-9999,-9999
201807,26.066,0.993952,474.144,274.158,0.994624,394.756,0.993952,13.705,0.993952,97.981,0.989247,0.957,1.0,3.08,0.961022,0.3333678495667718,0.9495967741935484,166.34695644870615,0.9838709677419355,565.6027931244175,0.9885752688172044,22.091137585532742,0.9885752688172044,80.80296843431783,0.9845430107526882,44.27903126925773,0.9845430107526882,453.15070965862884,0.9845430107526882,400.916,0.94086,23.83,23.505,22.838,22.393,21.86,21.619,20.937,20.62,0.99664,0.99664,0.99664,0.99664,0.99664,0.99664,0.99664,0.99664,32.575,-9999,35.932,36.315,37.164,34.401,36.019,32.405,0.0,-9999,0.0,0.0,0.0,0.0,0.000672043,0.000672043,3.9344,0.50336,92.7583,0.0,113.601,-9999,22.0071,0.0094086,26.9522,-9999,-2.11149,0.0,-9999,-2.11149,-2.06163,-1.98388,0.0,0.0,0.0,6.02413,5.83149,6.10503,6.34752,8.01621,7.59723,8.08891,8.45901,3.61219,2.07526,3.64447,4.53088,4.76249,3.99145,4.74915,5.09738,-9999,-9999
201808,25.179,0.997312,429.296,219.733,0.997312,401.16,0.997312,11.76,0.997312,97.748,0.984543,4.086,1.0,3.811,0.887097,0.40323960258315295,0.8689516129032258,131.11946184645365,0.991263440860215,441.0145501499331,0.9831989247311828,19.14269696668542,0.9831989247311828,87.73356438634461,0.9919354838709676,35.05004904235425,0.9919354838709676,453.3587691787298,0.991263440860215,412.311,0.941532,23.239,22.981,22.45,22.117,21.691,21.598,21.033,20.817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.579,-9999,36.638,36.283,37.43,34.911,36.033,32.347,0.0,-9999,0.0,0.000672043,0.0,0.0,0.0,0.0,4.44251,0.446909,78.4752,0.0,97.7173,1.76715,11.6446,0.241263,14.4998,0.693041,-1.40471,0.0,-9999,-1.53696,-1.43657,-1.40471,0.0,0.0,0.0,5.95003,5.76084,6.03099,6.26631,7.48699,7.19684,7.56037,7.67115,3.45337,1.96427,3.48123,4.2993,4.267,3.58302,4.25635,4.56582,-9999,-9999
201809,21.535,1.0,359.221,175.629,1.0,380.857,1.0,7.771,1.0,97.982,0.98125,1.106,1.0,3.668,0.926389,0.37920171327184543,0.9215277777777778,98.37844001182035,0.9993055555555554,365.09805975691233,0.9979166666666667,17.605390218676124,0.9979166666666667,69.00912529550827,0.9993055555555554,27.6410653073286,0.9993055555555554,432.3389346926714,0.9993055555555554,417.924,0.917361,21.037,21.046,21.01,21.039,20.936,21.088,20.731,20.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.678,-9999,36.772,36.255,37.782,35.704,35.673,32.348,0.0,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.157792,0.988194,56.2604,0.838889,70.0554,0.780518,19.9376,0.997222,24.8263,0.584116,-0.790754,0.439583,0.0797344,-0.926258,-0.842914,-0.779825,0.445139,0.443056,0.443056,5.42832,5.27581,5.48499,5.68582,6.35458,6.12267,6.41201,6.47653,3.11138,2.00711,3.11224,3.64176,4.35343,3.82809,4.34642,4.59634,-9999,-9999
201810,13.046,1.0,276.372,121.381,1.0,336.054,1.0,5.119,1.0,98.029,0.991935,6.843,1.0,3.713,0.651882,0.4550416070572897,0.6256720430107526,53.653573552962705,0.9966397849462365,248.23303020857162,0.9952956989247311,16.410378241058492,0.9966397849462365,50.81883903378326,0.9966397849462365,17.632898268893467,0.9966397849462365,384.91549216426444,0.9966397849462365,418.595,0.985887,14.363,14.624,15.103,15.578,15.909,16.437,16.46,16.735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.566,-9999,37.231,32.445,38.38,36.769,35.862,32.348,0.0,-9999,0.0,0.000672043,0.0,0.0,0.000672043,0.0,-5.19644,0.990591,27.8348,0.934812,33.4449,0.540273,20.1071,0.950941,24.1598,0.637703,1.58767,0.781586,0.0406073,1.52459,1.58767,1.6516,0.814516,0.781586,0.780242,3.92011,3.92011,4.21904,4.61395,2.53333,2.4662,2.64227,2.95812,2.16349,2.04169,2.25862,2.57671,2.01667,1.90606,2.00701,2.10331,-9999,-9999
201811,2.911,1.0,203.667,92.018,1.0,276.323,1.0,2.719,1.0,98.0,0.413889,0.67,1.0,3.975,0.931944,0.4290451052426192,0.9194444444444445,21.13692546296296,0.9958333333333333,184.41396759259263,0.9958333333333333,18.476830555555555,0.9958333333333333,41.91180092592593,0.9958333333333333,13.574148611111111,0.9958333333333333,331.59523148148145,0.9958333333333333,420.157,0.9875,6.802,7.463,8.607,9.55,10.294,11.138,11.447,11.955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.726,-9999,37.284,30.62,38.789,37.089,35.933,32.351,0.000694444,-9999,0.0,0.000694444,0.0,0.000694444,0.000694444,0.000694444,-9.85595,0.991667,12.2353,0.997917,12.6919,0.312966,17.2963,0.997917,17.9418,0.68832,0.910258,0.957639,0.0293507,0.84408,0.884754,0.921782,0.952083,0.954167,0.959722,1.46864,1.42621,1.43716,1.47339,0.54813,0.545858,0.554939,0.581727,1.1014,1.02718,1.05905,1.09229,0.491343,0.446693,0.45517,0.486071,-9999,-9999
201812,2.21,0.998656,168.183,73.61,0.998656,275.293,0.997984,2.369,0.997984,97.982,0.62164,2.133,1.0,4.088,0.93414,0.4691078829757499,0.9220430107526881,9.470394210106733,0.9872311827956989,147.0172292095469,0.9879032258064516,12.740034057250902,0.9872311827956989,32.347192332562244,0.9879032258064516,10.224767967560075,0.9872311827956989,327.43321922642576,0.9872311827956989,421.759,0.991935,4.339,4.803,5.567,6.241,6.802,7.494,7.701,8.143,0.998656,0.998656,0.998656,0.997984,0.998656,0.997984,0.998656,0.997984,34.635,-9999,36.899,30.363,38.434,37.088,35.981,32.347,0.000672043,-9999,0.000672043,0.000672043,0.000672043,0.000672043,0.0,0.000672043,-6.82669,0.995296,8.19327,0.993952,10.0817,0.251875,10.9009,0.997312,13.4134,0.669209,0.546735,0.978495,0.0243659,0.498247,0.536332,0.564814,0.971102,0.97379,0.983871,0.873326,0.818337,0.857796,0.875125,0.313085,0.313085,0.319389,0.322798,1.00127,0.931408,0.993132,1.03569,0.511151,0.461578,0.511151,0.544571,-9999,-9999
201901,-1.431,1.0,185.255,76.769,1.0,271.914,1.0,1.837,1.0,98.204,0.993952,0.97,1.0,4.108,0.816532,0.4939685757109926,0.7950268817204301,21.911305107526882,0.9932795698924731,171.73792934782608,0.7029569892473119,21.486777009222664,0.7029569892473119,39.75736383824217,0.9932795698924731,13.902335378681627,0.9932795698924731,311.51300432445066,0.9932795698924731,421.087,0.993952,2.271,2.825,3.711,4.445,5.045,5.761,5.986,6.432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.613,-9999,37.346,36.223,38.221,37.68,36.091,32.362,0.000672043,-9999,0.0,0.0,0.0,0.0,0.000672043,0.0,-7.75157,0.997984,7.40602,0.999328,10.5437,0.163139,14.4542,0.998656,20.5779,0.610781,0.419982,0.954301,0.0179041,0.27871,0.367354,0.430523,0.94086,0.952285,0.955645,0.519544,0.372155,0.481274,0.523751,0.0840762,0.0611841,0.0959211,0.101758,0.633978,0.605585,0.623917,0.667811,0.185028,0.163432,0.183313,0.233834,-9999,-9999
201902,-2.495,1.0,245.823,102.746,1.0,270.628,1.0,1.32,1.0,98.079,0.994048,0.895,1.0,4.215,0.766369,0.5491348317424614,0.7299107142857143,45.68377779025054,0.9955357142857143,211.9333570939256,0.9962797619047619,29.868867795546656,0.9962797619047619,55.920546651929634,0.9962797619047619,18.43747847011145,0.9955357142857143,309.33671939762365,0.9962797619047619,423.151,0.985119,1.267,1.681,2.345,2.924,3.416,4.042,4.206,4.606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.561,-9999,37.906,36.289,39.114,38.351,36.238,32.383,0.0,-9999,0.000744048,0.0,0.000744048,0.0,0.0,0.000744048,-5.68302,0.99256,6.45627,0.986607,8.98693,0.140356,29.3007,0.990327,40.7857,0.723921,0.586084,0.944196,0.0180221,0.474784,0.515091,0.610525,0.940476,0.942708,0.947917,0.510067,0.429089,0.482759,0.516805,-0.0979489,-0.097748,-0.0915291,-0.0386487,1.07407,0.833893,1.0281,1.07407,0.411866,0.296596,0.318119,0.363381,-9999,-9999
