TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180409,20180415,16.529,1.0,418.734,222.304,1.0,339.221,1.0,6.052,0.0,101.233,1.0,0.0,1.0,2.465,0.875,0.48907263599904555,0.9027777777777777,132.48881944444443,1.0,479.22704861111106,1.0,-9999,-9999,74.76458333333333,1.0,34.65239583333333,1.0,406.76006944444447,1.0,422.676,1.0,16.072,15.902,15.873,15.816,15.745,15.677,15.906,16.077,17.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.37702,0.0,69.9368,1.0,-9999,-9999,37.3188,1.0,-9999,-9999,2.69633,0.0,-9999,2.45894,2.69633,2.79777,0.0,0.0,0.0,4.3681,4.25128,4.26184,4.37369,1.79286,1.44933,1.55615,1.91447,3.14005,2.88525,3.0538,3.20339,3.23858,2.7569,3.12616,3.2926,-9999,-9999
20180416,20180422,16.059,1.0,431.272,272.198,1.0,319.946,1.0,6.29,0.0,101.477,1.0,0.0,1.0,2.837,0.979167,0.5246699275548642,1.0,172.52472222222227,1.0,628.8883333333333,1.0,-9999,-9999,58.29895833333333,1.0,47.910625,1.0,395.7409722222223,1.0,421.107,1.0,14.893,15.036,15.486,15.705,15.818,15.78,15.891,16.078,17.289,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.57325,0.0,86.9659,1.0,-9999,2.37405,47.1138,1.0,-9999,1.56577,2.53185,0.0,-9999,2.3149,2.53185,2.6278,0.0,0.0,0.0,4.4582,4.32092,4.33408,4.46501,2.00665,1.68452,1.79053,2.14983,3.1818,2.88246,3.03761,3.25369,4.29934,3.72749,4.23139,4.42954,-9999,-9999
20180423,20180429,17.023,1.0,442.473,251.926,1.0,340.685,1.0,10.116,0.848214,101.054,0.982143,0.0,1.0,2.172,0.988095,0.38312446515677384,0.9861111111111112,143.12132699275364,0.9930555555555557,487.2929846014493,0.9930555555555557,-9999,-9999,98.23241243961353,0.9930555555555557,36.88988677536232,0.9930555555555557,402.4959541062802,0.9930555555555557,424.284,0.979167,17.698,17.364,17.02,16.733,16.315,16.039,16.001,16.094,17.286,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.15549,0.0,87.9462,1.0,-9999,2.3693,40.9323,1.0,-9999,1.29021,2.43796,0.0,-9999,2.23522,2.43796,2.52954,0.0,0.0,0.0,4.72338,4.56067,4.57143,4.73,2.32605,1.99375,2.12412,2.49453,3.42705,3.02991,3.21634,3.51033,4.54509,3.74449,4.40114,4.66308,-9999,-9999
20180430,20180506,21.487,1.0,452.295,289.425,1.0,351.181,1.0,10.669,1.0,101.596,0.994048,0.0,1.0,1.903,1.0,0.3277602570858419,1.0,164.4023263888889,1.0,577.9310763888889,1.0,-9999,-9999,89.43055555555556,1.0,44.038611111111116,1.0,426.2628472222222,1.0,435.435,1.0,18.799,18.392,17.906,17.468,16.769,16.303,16.085,16.124,17.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.53826,0.0,112.223,0.997024,-9999,2.64105,39.8871,1.0,-9999,1.32961,-0.263856,0.0,-9999,-0.283161,-0.256629,-0.163925,0.0,0.0,0.0,5.41659,5.1912,5.21234,5.41724,5.50814,5.3004,5.47619,5.71005,4.70263,4.03647,4.31927,4.76259,5.44839,4.46576,5.33627,5.65403,-9999,-9999
20180507,20180513,24.888,1.0,460.72,319.122,1.0,365.252,1.0,15.576,1.0,101.38,0.973214,0.0,1.0,1.665,0.997024,0.26498795302705547,0.9861111111111112,189.73069444444445,1.0,647.2694791666667,1.0,-9999,-9999,65.39826388888889,1.0,47.858784722222225,1.0,441.9951388888889,1.0,435.915,0.997024,20.455,20.034,19.512,18.984,18.058,17.351,16.665,16.317,17.289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.34477,0.0,142.336,1.0,175.535,3.2215,31.5137,1.0,38.8641,1.27588,-3.19441,0.0,-9999,-3.19441,-3.07149,-3.02993,0.0,0.0,0.0,6.00049,5.69605,5.75192,6.00049,8.96053,8.76687,8.94632,9.1781,5.83923,4.88117,5.25571,5.87604,5.84308,4.55263,5.74185,6.14948,-9999,-9999
20180514,20180520,24.428,1.0,467.751,267.338,1.0,403.913,1.0,8.447,1.0,100.87,0.991071,7.75,1.0,1.505,0.979167,0.2486581551928562,0.9722222222222222,180.10118055555554,1.0,536.8863541666666,1.0,-9999,-9999,98.63125000000002,1.0,37.54170138888889,1.0,443.48506944444443,1.0,452.972,0.821429,21.852,21.486,21.005,20.43,19.354,18.454,17.391,16.626,17.286,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.997024,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.69397,0.0,116.216,0.988095,135.595,2.94276,24.0539,0.991071,28.0648,1.10613,-2.73377,0.0,-9999,-3.20715,-2.74944,-2.46851,0.0,0.0,0.0,6.11792,5.79588,5.8466,6.11792,8.60856,8.46646,8.60498,9.00303,5.86223,4.80197,5.20455,5.91522,6.29815,5.15898,6.12604,6.50055,-9999,-9999
20180521,20180527,24.0,1.0,473.406,233.77,1.0,408.918,1.0,5.53,1.0,101.094,1.0,5.382,1.0,1.528,0.985119,0.2573441965513837,0.9791666666666666,161.1129513888889,1.0,475.525625,1.0,-9999,-9999,124.62708333333335,1.0,31.717222222222222,1.0,442.3597222222222,1.0,455.477,0.0386905,22.553,22.249,21.875,21.373,20.341,19.403,18.122,17.011,17.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.32784,0.0,84.908,1.0,104.712,3.17095,24.4927,1.0,30.2056,1.07313,-4.89221,0.0,-9999,-5.20269,-4.91115,-4.13472,0.0,0.0,0.0,6.24117,5.90119,5.94689,6.24117,10.8886,10.4496,10.8391,10.9234,5.87557,4.73069,5.14992,5.94671,7.07591,5.92202,6.76233,7.15934,-9999,-9999
20180528,20180603,25.319,1.0,477.709,209.966,1.0,425.217,1.0,5.758,1.0,100.659,0.997024,4.807,1.0,2.109,0.818452,0.39417682343570054,0.7881944444444443,153.13133495862883,0.9965277777777777,435.3381189613527,0.9930555555555557,-9999,-9999,116.82777777777777,1.0,28.996875,1.0,450.82395833333334,1.0,445.899,0.0,23.043,22.727,22.35,21.872,20.912,20.025,18.717,17.39,17.289,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.96645,0.181548,62.5964,0.860119,83.0741,2.59803,13.5053,0.925595,17.9234,0.937638,-5.44944,0.0,-9999,-5.7716,-5.44944,-4.60226,0.0,0.0,0.0,6.58909,6.19814,6.25902,6.58909,11.748,11.24,11.5836,11.7478,6.50515,5.18278,5.66288,6.57008,7.22579,5.98382,6.81865,7.24595,-9999,-9999
20180604,20180610,25.931,1.0,480.688,322.721,0.994048,386.971,1.0,12.124,1.0,101.086,1.0,0.0,1.0,1.423,0.997024,0.23075438500895326,0.9895833333333334,216.62586805555557,1.0,669.740138888889,1.0,18.313875000000003,0.8333333333333334,75.82291666666667,1.0,45.02690972222222,1.0,452.6020833333334,1.0,431.797,0.0,23.746,23.399,22.982,22.502,21.585,20.744,19.441,17.908,17.286,0.97619,0.97619,0.97619,0.97619,0.97619,0.97619,0.979167,0.979167,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.53108,0.869048,165.286,0.806548,210.86,3.48684,23.5205,0.83631,30.0058,1.0293,-7.74681,0.0,-9999,-8.04609,-7.74681,-7.34845,0.0,0.0,0.0,6.84582,6.41627,6.48475,6.84582,14.2796,14.1696,14.2316,14.5804,6.9246,5.45519,5.98712,6.98949,8.58364,6.80016,8.4151,8.98382,-9999,-9999
20180611,20180617,24.421,1.0,482.371,239.933,1.0,416.449,1.0,6.351,1.0,101.217,0.982143,0.0,1.0,1.501,0.964286,0.2661314187855755,0.9444444444444443,173.74100694444442,1.0,490.9125694444445,1.0,13.49996527777778,1.0,116.99097222222223,1.0,30.42878472222223,1.0,444.6923611111111,1.0,435.287,0.0,23.465,23.224,22.991,22.627,21.838,21.053,19.797,18.251,17.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.25167,1.0,109.659,1.0,145.532,2.68476,20.6855,0.988095,27.4525,1.0186,-5.07553,0.0,1.23108,-5.39002,-5.1195,-4.63011,0.0,0.0,0.0,6.81647,6.39095,6.44183,6.81647,11.562,11.4466,11.5717,11.8044,6.57389,5.08998,5.63089,6.66681,8.91738,7.42985,8.52845,9.03706,-9999,-9999
20180618,20180624,27.471,1.0,482.778,270.072,1.0,420.021,1.0,9.36,1.0,101.008,0.991071,0.0,1.0,1.84,0.997024,0.30775188869133197,0.9930555555555555,186.2459375,1.0,550.1140624999999,1.0,15.314062499999999,1.0,124.70694444444445,1.0,34.344097222222224,1.0,461.4552083333333,1.0,428.585,0.241071,25.035,24.694,24.259,23.717,22.657,21.692,20.231,18.589,17.289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.80132,1.0,138.91,1.0,170.07,2.96731,10.7586,1.0,13.172,0.978586,-6.80972,0.107143,0.616247,-6.98465,-6.80972,-6.62795,0.145833,0.107143,0.151786,7.42325,6.90674,6.99487,7.42325,13.8852,13.6221,13.8548,14.0581,7.88332,6.078,6.72895,7.94911,9.7506,7.87552,9.37134,9.99203,-9999,-9999
20180625,20180701,27.488,1.0,481.926,297.818,0.857143,414.598,0.845238,9.805,1.0,101.312,0.958333,0.0,1.0,1.769,0.994048,0.3404272826511665,0.982638888888889,230.53567708333333,0.6666666666666666,676.9060937500001,0.6666666666666666,18.517552083333335,0.6666666666666666,74.8828125,0.6666666666666666,40.743125,0.6666666666666666,462.18385416666666,0.6666666666666666,430.326,0.827381,25.632,25.294,24.881,24.332,23.262,22.279,20.741,18.949,17.286,0.973214,0.973214,0.973214,0.973214,0.973214,0.973214,0.973214,0.973214,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.67123,0.925595,160.202,1.0,198.472,2.89438,17.1775,1.0,21.2809,1.08947,-6.96135,0.5625,0.596338,-7.16635,-6.96135,-6.70291,0.5625,0.5625,0.5625,7.61222,6.95596,7.1553,7.61222,14.1671,13.9897,14.1603,14.3151,8.12409,6.19437,6.89015,8.19592,10.6041,8.64477,10.3967,11.0372,-9999,-9999
20180702,20180708,25.947,1.0,479.823,252.318,1.0,411.428,1.0,6.959,1.0,101.712,0.991071,0.0,1.0,1.709,0.994048,0.285511218781755,0.9965277777777777,183.70899305555554,1.0,537.7344444444444,1.0,15.189722222222223,1.0,104.74618055555555,1.0,32.03465277777778,1.0,449.6496527777777,1.0,434.426,0.994048,25.06,24.821,24.61,24.225,23.396,22.556,21.118,19.288,17.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.24857,1.0,128.335,1.0,157.093,2.87984,18.5579,1.0,22.7164,1.13871,-4.55364,0.797619,0.480427,-4.9553,-4.61764,-4.50483,0.800595,0.800595,0.797619,8.93447,8.03513,8.72035,8.92912,13.3912,13.007,13.2901,13.4577,7.7001,5.77842,6.47569,7.80437,10.8799,9.04037,10.4749,11.0995,-9999,-9999
20180709,20180715,27.347,0.994048,476.469,281.384,0.994048,414.4,0.994048,8.357,0.994048,101.637,0.979167,0.0,1.0,1.291,0.988095,0.20722538348973155,0.986111111111111,199.6445928030303,0.986111111111111,585.8021938131313,0.986111111111111,16.393270202020204,0.986111111111111,95.17948232323232,0.986111111111111,33.14268308080808,0.986111111111111,456.32840909090913,0.986111111111111,433.826,0.970238,25.662,25.352,25.013,24.533,23.618,22.763,21.369,19.579,14.683,0.994048,0.994048,0.991071,0.994048,0.991071,0.991071,0.994048,0.991071,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.43556,0.985119,134.66,0.991071,174.396,3.28037,20.7726,0.994048,26.9023,1.0699,-5.2327,0.71131,0.45315,-5.73509,-5.50509,-5.30053,0.699405,0.66369,0.71131,9.13428,8.70466,9.0284,9.13748,14.4163,14.4103,14.4729,14.6615,8.47553,6.31459,7.09552,8.57043,11.6131,9.51605,11.2943,11.9893,-9999,-9999
20180716,20180722,26.931,1.0,471.86,266.183,1.0,413.447,1.0,8.273,1.0,101.158,1.0,0.0,1.0,1.678,0.988095,0.2923645534025035,0.9826388888888888,191.09065972222223,1.0,545.6369791666667,1.0,15.392986111111112,1.0,105.08402777777779,1.0,31.22204861111111,1.0,452.7895833333334,1.0,425.251,0.988095,25.632,25.364,25.103,24.678,23.84,23.03,21.639,19.837,14.329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.09673,0.994048,135.329,1.0,169.238,3.26631,16.4907,1.0,20.6228,1.15832,-4.15139,0.690476,0.355495,-4.6472,-4.20105,-4.05532,0.696429,0.690476,0.690476,8.86665,7.68401,8.76751,8.93169,12.9222,12.429,12.9278,13.0022,8.52116,6.27559,7.08835,8.63022,11.8055,9.77479,11.4991,12.1777,-9999,-9999
20180723,20180729,26.734,0.994048,465.989,276.66,0.994048,396.461,0.994048,11.2,0.994048,101.255,0.979167,0.0,1.0,1.567,0.979167,0.2699240364579874,0.982638888888889,186.5494759366925,0.982638888888889,573.1924144056846,0.982638888888889,16.648421350129198,0.982638888888889,83.2798368863049,0.982638888888889,33.84659883720931,0.982638888888889,450.13196059431533,0.982638888888889,410.099,0.973214,24.943,24.716,24.588,24.298,23.697,23.058,21.803,20.072,14.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.1772,1.0,128.617,0.988095,167.72,2.8386,13.0287,0.994048,16.9898,0.978086,-4.82736,0.580357,0.255646,-5.06675,-4.87218,-4.81937,0.547619,0.565476,0.580357,8.94439,8.6642,8.83102,8.93929,13.7643,13.3262,13.6753,13.7666,8.64499,6.30016,7.14961,8.76581,12.8505,10.3478,12.2765,13.2646,-9999,-9999
20180730,20180805,25.672,1.0,458.85,233.066,1.0,405.09,1.0,7.999,1.0,101.523,1.0,0.0,1.0,1.456,0.877976,0.26521559781738163,0.8506944444444443,160.53663194444445,1.0,476.4795138888889,1.0,14.386249999999999,1.0,122.91631944444445,1.0,27.424409722222222,1.0,444.0329861111111,1.0,424.17,0.979167,24.57,24.363,24.266,24.003,23.479,22.922,21.815,20.239,14.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.75514,1.0,112.276,0.988095,140.189,2.5944,18.1792,0.997024,22.6988,1.03443,-4.39908,0.830357,0.245217,-4.41175,-4.38677,-4.26569,0.830357,0.830357,0.83631,8.18462,8.21166,8.24123,8.58569,12.6145,12.5964,12.7254,12.8667,8.38505,6.03458,6.88873,8.5288,12.6239,10.535,11.8709,12.771,-9999,-9999
20180806,20180812,26.809,1.0,450.441,247.482,1.0,409.228,1.0,8.146,1.0,101.537,1.0,0.0,1.0,1.673,0.994048,0.278445785572965,0.982638888888889,180.84847222222223,1.0,532.281875,1.0,15.259166666666667,1.0,94.98090277777777,1.0,29.06447916666667,1.0,452.25277777777774,1.0,427.865,0.991071,25.356,25.107,24.911,24.542,23.836,23.159,21.914,20.364,14.329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.20967,0.997024,129.864,0.997024,162.358,2.80695,13.4124,1.0,16.7683,1.02667,-4.59361,0.988095,0.258483,-4.62123,-4.59361,-4.53582,0.988095,0.988095,0.988095,8.04964,8.04357,8.21031,8.38253,12.6566,12.6581,12.7141,12.913,9.06051,8.40693,8.66265,9.03402,13.1904,12.818,12.9864,13.1904,-9999,-9999
20180813,20180819,25.819,1.0,440.771,204.722,1.0,409.605,1.0,6.174,1.0,101.526,1.0,0.0,1.0,1.765,0.997024,0.2991893886885983,0.9895833333333334,155.82666666666663,1.0,469.1824652777778,1.0,13.635243055555556,1.0,115.20625,1.0,25.506180555555556,1.0,448.65555555555557,1.0,428.753,0.96131,25.109,24.902,24.794,24.486,23.869,23.257,22.055,20.51,14.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.59713,1.0,106.309,1.0,135.182,2.52942,6.85164,1.0,8.71252,0.96496,-2.72256,0.96131,0.260669,-3.14176,-2.84923,-2.66217,0.96131,0.96131,0.955357,8.24915,7.6886,8.09579,8.31384,11.0565,10.8208,10.9146,11.0352,10.869,8.39747,10.1788,10.5839,12.3079,11.3524,12.3875,12.5513,-9999,-9999
20180820,20180826,25.607,0.988095,429.859,234.33,0.988095,394.994,0.988095,7.871,0.988095,101.581,0.973214,0.0,1.0,1.936,0.982143,0.3388350288154518,0.9756944444444443,151.38595238095238,0.9791666666666666,466.9356101190476,0.9791666666666666,14.467033730158727,0.9791666666666666,104.41691468253968,0.9791666666666666,26.687232142857145,0.9791666666666666,442.99608134920635,0.9791666666666666,422.008,0.83631,24.454,24.271,24.238,24.021,23.602,23.151,22.124,20.65,14.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.91853,1.0,122.966,0.982143,144.42,2.57556,8.30425,0.982143,9.75312,0.953961,-1.58144,0.970238,0.290414,-2.02322,-1.6959,-1.59692,0.970238,0.970238,0.970238,9.60546,8.56334,9.30019,9.60442,11.194,10.7081,10.952,11.2113,10.028,9.73042,10.028,10.2095,11.8858,11.6378,11.8315,11.8924,-9999,-9999
20180827,20180902,25.698,1.0,417.748,212.26,1.0,407.171,1.0,8.549,1.0,101.682,1.0,0.0,1.0,1.903,0.824405,0.3043510839040657,0.9583333333333334,159.44774305555558,1.0,471.71010416666667,1.0,14.258819444444443,1.0,100.41215277777776,1.0,25.043611111111108,1.0,445.61736111111117,1.0,430.306,0.895833,24.644,24.453,24.387,24.127,23.627,23.136,22.105,20.744,14.329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.30777,1.0,109.644,0.994048,142.269,2.45067,10.2655,0.994048,13.32,0.921379,-1.2929,0.946429,0.33631,-1.56842,-1.48119,-1.36218,0.952381,0.952381,0.946429,7.87946,7.82373,7.99713,8.12177,9.63619,9.37736,9.4914,9.55152,14.1609,13.0234,14.1712,14.4007,13.3239,12.5667,13.0592,13.2406,-9999,-9999
20180903,20180909,25.551,1.0,404.5,202.085,1.0,407.88,1.0,6.984,1.0,101.476,1.0,0.0,1.0,2.149,0.0,-9999,-9999,145.95750812647756,0.9965277777777777,433.935625,1.0,14.131562500000001,1.0,91.8875,1.0,22.618576388888886,1.0,445.0263888888889,1.0,433.389,0.720238,24.659,24.44,24.328,24.049,23.568,23.143,22.135,20.82,14.341,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.0,28.758,21.881,20.448,20.423,9.07,14.788,-9999,0.342262,0.345238,0.25,0.300595,0.327381,0.303571,-9999,3.64425,1.0,96.8325,0.91369,122.278,2.50948,14.8145,0.89881,18.7075,0.892179,-0.277737,0.770833,0.35682,-0.379482,-0.346701,-0.311886,0.770833,0.782738,0.770833,7.71984,7.63906,7.72065,7.83661,8.28681,7.98576,8.1046,8.14047,16.3296,14.643,16.3392,17.0303,12.6365,11.3488,12.2188,12.5257,-9999,-9999
20180910,20180916,26.21,1.0,390.207,213.385,0.997024,411.407,1.0,7.286,1.0,101.256,0.943452,0.0,1.0,1.423,0.886905,0.22352478330974374,0.829861111111111,152.7379513888889,1.0,446.15642361111105,1.0,14.6246875,1.0,77.24479166666667,1.0,21.544861111111107,1.0,448.7763888888889,1.0,446.507,0.833333,25.428,25.18,24.978,24.586,23.917,23.484,22.253,20.918,14.325,0.967262,0.967262,0.967262,0.967262,0.967262,0.96131,0.967262,0.967262,0.0,28.621,21.988,20.506,20.415,9.059,14.793,-9999,0.922619,0.973214,0.77381,0.964286,0.907738,0.958333,-9999,4.67095,1.0,98.324,0.997024,123.091,2.85784,22.1318,0.985119,27.7066,0.902241,1.68415,0.901786,0.356325,1.48354,1.52705,1.62786,0.904762,0.901786,0.886905,8.07223,7.98649,8.24714,8.34183,6.56367,6.47915,6.63347,6.72458,8.97516,9.27535,9.99285,10.5644,8.97273,7.83392,8.38322,8.96096,-9999,-9999
20180917,20180923,27.604,1.0,374.992,232.726,1.0,402.152,1.0,10.811,1.0,101.323,0.964286,0.0,1.0,1.426,1.0,0.2041203728584644,0.9895833333333334,157.76253472222223,1.0,494.3520486111111,1.0,16.426319444444445,1.0,53.7037288647343,0.9930555555555555,23.88340277777778,1.0,456.4288194444444,1.0,439.097,0.985119,25.699,25.449,25.277,24.918,24.262,24.459,22.451,21.029,14.329,1.0,1.0,1.0,1.0,1.0,0.833333,1.0,1.0,0.0,24.938,19.424,19.819,19.332,8.966,14.779,30.633,1.0,1.0,0.952381,1.0,0.818452,1.0,0.363095,4.22861,1.0,125.455,1.0,135.471,3.30817,14.946,0.997024,16.1393,0.997229,0.291851,0.952381,0.343158,-0.0648814,0.058756,0.265315,0.955357,0.979167,0.955357,8.09175,8.02388,8.27735,8.53971,7.84148,7.82843,7.96231,8.55045,2.92439,4.19083,5.73464,6.43133,6.16826,6.01578,6.65836,7.04557,-9999,-9999
20180924,20180930,23.656,1.0,359.015,143.112,1.0,404.52,1.0,5.764,1.0,101.608,0.985119,3.919,1.0,1.529,0.934524,0.31124820995839303,0.9166666666666665,96.86878472222223,1.0,298.19944444444445,1.0,9.676354166666664,1.0,78.340625,1.0,14.357777777777779,1.0,434.8642361111111,1.0,438.657,0.994048,24.002,23.909,24.082,24.006,23.797,28.075,22.552,21.169,14.341,1.0,1.0,1.0,1.0,1.0,0.285714,1.0,1.0,0.0,27.498,18.776,18.363,18.106,8.895,14.691,33.586,1.0,0.997024,0.946429,0.988095,0.321429,0.994048,0.985119,-0.703011,0.997024,67.9529,0.997024,84.9336,2.10001,12.4674,0.994048,15.5828,0.992086,2.49866,0.979167,0.325902,2.31191,2.56901,2.74429,0.982143,0.979167,0.982143,6.6306,6.91087,7.22226,7.37552,4.70876,4.50633,4.61166,4.69078,8.51738,6.67284,7.53605,8.40429,4.88246,4.66321,5.01289,5.31327,-9999,-9999
20181001,20181007,25.868,1.0,342.478,192.807,1.0,392.758,1.0,9.369,1.0,101.716,0.952381,0.0,1.0,1.432,0.982143,0.16727497316755768,0.9722222222222222,123.40979166666666,1.0,407.62704861111115,1.0,13.923159722222223,1.0,60.20972222222222,1.0,18.86982638888889,1.0,444.56354166666665,1.0,438.283,0.994048,24.175,23.988,23.968,23.759,23.426,26.807,22.39,21.239,14.325,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,25.602,18.349,17.595,17.445,8.896,14.591,21.33,1.0,1.0,0.627976,1.0,0.0,0.982143,1.0,2.33233,1.0,94.4717,1.0,108.651,2.41968,11.6479,1.0,13.3962,1.05581,-0.673852,0.931548,0.243227,-0.711543,-0.511444,-0.373278,0.931548,0.931548,0.958333,6.39701,6.31714,6.40753,6.70602,7.01555,6.72299,6.97775,7.07804,5.19459,4.54808,5.90346,7.45147,6.54869,6.01101,6.76899,7.28112,-9999,-9999
