TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201910,19.842,0.998656,313.703,131.368,1.0,379.842,1.0,6.98,0.998656,101.262,0.981855,9.009,1.0,1.952,0.946909,0.348216872620374,0.941532258064516,74.52434392470184,0.9905913978494624,283.3819025396647,0.9912634408602151,10.857430680878261,0.9912634408602151,62.47120244003309,0.9919354838709677,14.645470705817482,0.9919354838709677,423.9232668183071,0.9919354838709677,430.694,0.990591,21.502,21.191,21.311,21.263,21.204,24.666,20.918,21.052,20.644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.679,16.282,12.253,19.404,12.172,17.172,36.522,0.99328,0.994624,0.983871,0.922715,0.971774,0.983199,0.435484,-4.53964,0.994624,44.256,0.983871,52.5403,0.746499,21.1381,0.975134,25.0949,0.519992,0.356733,0.962366,0.0954763,0.238217,0.335399,0.363439,0.975134,0.962366,0.958333,4.10815,3.83301,4.02738,4.09611,3.74795,3.59501,3.67231,3.71904,2.34802,2.16208,2.34802,2.47022,3.03116,2.80352,2.8709,2.92253,-9999,-9999
201911,11.309,0.998611,248.105,144.892,0.998611,306.095,0.998611,5.011,0.998611,101.687,0.992361,1.425,1.0,2.016,0.960417,0.349411739031102,0.9576388888888889,59.81138510101009,0.9972222222222221,300.33356207912465,0.9888888888888888,-9999,-9999,41.59184343434344,0.9972222222222221,16.297171717171718,0.9972222222222221,375.2715972222222,0.9972222222222221,428.963,0.995139,15.959,15.768,16.201,16.405,16.778,20.234,17.286,17.761,18.071,0.998611,0.998611,0.998611,0.998611,0.998611,0.998611,0.997222,0.998611,0.998611,26.093,21.201,16.878,19.488,19.78,26.404,-9999,0.9875,0.985417,0.963889,0.0118056,0.978472,0.195833,-9999,-9.54836,0.990278,30.1171,0.845139,36.199,0.529638,31.859,0.995139,38.2926,0.605173,1.04519,0.813194,0.0695392,1.00056,1.02072,1.04519,0.813889,0.815972,0.813194,2.33655,2.057,2.08386,2.35821,1.33479,1.03412,1.05008,1.35876,1.57299,1.47289,1.54883,1.57915,1.09725,1.09371,1.09986,1.11632,-9999,-9999
201912,11.305,0.998656,214.906,97.529,1.0,329.133,1.0,3.493,0.998656,101.577,0.721774,4.906,1.0,2.586,0.853495,0.42899448064349216,0.8131720430107527,41.04106328892006,0.9966397849462366,200.86801356836244,0.9959677419354839,-9999,-9999,36.98826534985196,0.9966397849462366,10.538675432445071,0.9966397849462366,376.12351235000784,0.9966397849462366,425.718,0.872984,14.533,14.344,14.73,14.893,15.209,18.574,15.7,16.165,16.544,0.802419,0.801075,0.801075,0.801075,0.802419,0.802419,0.801075,0.801075,0.801075,27.902,22.083,17.247,19.511,20.964,26.0,-9999,0.80914,0.795699,0.773522,0.0,0.751344,0.0,-9999,-5.78824,0.793011,15.2017,0.892473,18.4958,0.342443,21.29,0.99328,25.9034,0.528566,1.28317,0.74328,0.0428555,1.24928,1.2695,1.28317,0.739919,0.738575,0.74328,1.8838,1.77317,1.82356,1.8562,0.587476,0.528788,0.54773,0.581495,1.27938,1.28491,1.42706,2.15121,0.193012,0.178255,0.188794,0.881586,-9999,-9999
202001,11.115,0.994624,231.297,104.458,0.994624,324.232,0.994624,4.194,0.994624,101.841,0.935484,5.483,1.0,2.457,0.844086,0.43974523092074896,0.7728494623655915,42.729331269883744,0.9879032258064516,209.95797092585005,0.9858870967741935,-9999,-9999,38.51196631634409,0.9879032258064516,9.942733051033764,0.9879032258064516,376.3956985520961,0.9879032258064516,425.977,0.977823,12.554,12.394,12.768,12.961,13.314,15.052,13.881,14.775,14.804,0.475806,0.475806,0.475806,0.475806,0.475806,0.475806,0.475806,0.475806,0.475806,28.076,22.27,17.466,19.72,22.539,29.361,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-3.61375,0.473118,22.1685,0.986559,26.9722,0.429679,20.1531,0.991263,24.5202,0.550923,1.2958,0.688844,0.0430959,1.21212,1.24093,1.25494,0.668683,0.666667,0.688172,1.61792,1.61433,1.74625,1.85449,0.329232,0.360354,0.457479,0.6041,0.404229,0.403933,0.42631,0.666881,0.117556,0.0507644,0.0566456,0.0920034,-9999,-9999
202002,11.504,0.502155,288.547,121.212,0.503592,327.955,0.502155,3.545,0.502155,101.64,0.494971,5.895,1.0,2.578,0.311063,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,426.159,0.479167,13.412,13.264,13.337,13.244,13.198,13.896,13.47,14.128,14.144,0.491379,0.491379,0.491379,0.491379,0.491379,0.398707,0.492098,0.398707,0.492098,29.341,23.231,17.851,19.738,23.068,30.941,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,1.41757,0.483477,24.7764,0.460489,28.9532,0.405822,5.42144,0.46408,6.33539,0.687181,1.31263,0.451868,0.066063,1.31063,1.31084,1.31418,0.453305,0.451868,0.453305,2.40956,2.26054,2.42044,2.55973,1.10244,0.951928,1.1098,1.22735,2.13372,2.12266,2.12555,2.14499,1.84338,1.82912,1.83152,1.84345,-9999,-9999
202003,18.559,0.959677,361.662,166.686,0.952285,365.593,0.959677,6.363,0.959677,101.668,0.0,4.745,1.0,2.44,0.894489,0.46941035822704646,0.8756720430107526,99.5807282196668,0.9307795698924731,333.62441270721024,0.9327956989247311,-9999,-9999,-9999,-9999,18.566222380830858,0.9321236559139785,418.70377258179417,0.9321236559139785,424.128,0.0,13.38,13.205,13.274,13.185,13.183,13.847,13.487,14.13,14.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.967,23.744,18.133,19.733,23.868,30.981,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,3.10675,0.0,52.2246,0.0,66.3883,-9999,9.03496,0.0396505,11.4853,-9999,1.51184,0.0,-9999,1.51173,1.5118,1.51213,0.0,0.0,0.0,3.00813,2.97688,3.00359,3.00921,1.49554,1.46418,1.49032,1.49709,4.64429,4.63709,4.64431,4.66402,1.62517,1.61225,1.62007,1.62517,-9999,-9999
202004,17.524,0.769444,425.996,235.883,0.769444,342.742,0.769444,7.024,0.769444,101.185,0.0,4.605,1.0,2.2,0.690278,0.3947555568839807,0.6819444444444444,140.15782282954655,0.7354166666666667,477.061022885412,0.7354166666666668,-9999,-9999,-9999,-9999,36.39910203229791,0.736111111111111,408.7977362983632,0.736111111111111,425.208,0.0,13.364,13.217,13.313,13.235,13.222,13.884,13.516,14.142,14.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.056,24.562,22.034,32.469,23.915,31.943,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,2.4053,0.0,102.073,0.0,129.756,-9999,30.7053,0.0125,39.0329,1.95567,1.03485,0.0,-9999,1.03457,1.03483,1.03485,0.0,0.0,0.0,2.83508,2.79679,2.83457,2.83833,1.80062,1.76219,1.79974,1.80375,3.87641,3.86513,3.87651,3.95471,1.58422,1.56946,1.57615,1.58422,-9999,-9999
202005,21.177,0.997984,466.684,271.227,0.997984,365.598,0.997984,8.107,0.997984,101.332,0.0,3.43,1.0,2.089,0.958333,0.3697501172722953,0.9543010752688171,166.44652495541786,0.9926075268817204,548.8022409758023,0.9939516129032258,-9999,-9999,-9999,-9999,38.37061036101995,0.993279569892473,430.3218710710864,0.993279569892473,426.49,0.0,21.853,20.971,20.884,20.622,20.212,15.978,19.17,14.135,18.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.489,27.063,36.253,39.47,23.73,39.764,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,3.03736,0.0,127.059,0.530242,-9999,1.34684,29.9576,0.786962,-9999,0.399234,1.41331,0.0,-9999,1.41331,1.41331,1.41331,0.0,0.0,0.0,3.02406,2.90234,2.98796,3.02996,1.60573,1.48903,1.57465,1.61665,4.77473,4.75081,4.77475,4.89504,1.18819,1.1757,1.18293,1.18819,-9999,-9999
202006,25.218,1.0,481.743,260.512,1.0,402.224,1.0,8.201,1.0,101.328,0.0,3.545,1.0,2.011,0.965972,0.36420964353023616,0.9597222222222221,174.09486400103518,0.9847222222222223,538.1061893349656,0.986111111111111,-9999,-9999,-9999,-9999,34.36383938024023,0.9861111111111112,454.08501125133984,0.9847222222222223,427.497,0.0,25.948,24.845,24.698,24.35,23.724,18.175,21.973,14.134,20.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.772,26.623,36.006,39.468,23.708,39.764,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,2.36847,0.0,127.183,0.783333,-9999,1.3805,19.7938,0.975,-9999,0.484528,1.43031,0.0,-9999,1.43031,1.43031,1.43031,0.0,0.0,0.0,3.22274,3.01916,3.1429,3.23572,1.78145,1.58885,1.71259,1.80542,5.6559,5.63597,5.78207,5.8367,1.11176,1.09843,1.10728,1.11176,-9999,-9999
202007,26.679,0.995296,472.328,259.987,0.995296,421.551,0.994624,7.194,0.995296,101.224,0.741263,5.963,1.0,1.637,0.943548,0.28606832217517136,0.9341397849462366,183.85603623735355,0.9858870967741935,539.4357521190029,0.9872311827956989,-9999,-9999,-9999,-9999,30.75570386330127,0.9858870967741935,462.84381560860226,0.9858870967741935,426.725,0.0,26.02,24.93,24.777,24.397,23.735,18.382,21.971,14.133,20.374,0.0201613,0.0201613,0.0201613,0.0201613,0.0194892,0.0127688,0.0201613,0.0,0.0201613,32.751,26.116,35.704,39.219,23.77,39.763,-9999,0.0,0.0,0.0,0.0,0.0,0.0,-9999,2.89891,0.00873656,149.336,0.531586,-9999,1.55848,15.4133,0.976478,-9999,0.424129,2.18623,0.0,-9999,2.18396,2.19673,2.25225,0.0,0.0,0.0,3.21509,2.96236,3.12679,3.23058,1.01577,0.821513,0.990095,1.13984,5.44945,5.43518,5.61283,5.73159,0.914114,0.901186,0.910647,0.914114,-9999,-9999
202008,26.439,0.969758,438.331,240.383,0.972446,413.841,0.969758,7.975,0.966398,101.086,0.956317,4.78,1.0,1.66,0.913978,0.28593855023067616,0.8971774193548387,173.15144252873566,0.9301075268817204,-9999,-9999,-9999,-9999,86.09682471264368,0.9301075268817204,28.307015804597704,0.9301075268817204,452.56560344827585,0.9301075268817204,424.36,0.0,25.723,24.828,24.649,24.287,23.701,18.574,22.064,14.134,20.551,0.946909,0.946909,0.946909,0.946909,0.946909,0.191532,0.94422,0.0,0.943548,32.943,26.236,35.77,38.74,23.657,39.636,-9999,0.346774,0.346774,0.343414,0.0,0.0,0.0,-9999,3.84342,0.939516,136.046,0.0887097,-9999,2.80658,11.5396,0.0954301,-9999,0.685733,2.55405,0.0,-9999,2.54941,2.56901,2.66969,0.0,0.0,0.0,3.08452,2.8062,3.00511,3.09941,0.517877,0.283091,0.515791,0.600422,4.58195,4.57029,4.785,4.90146,0.607755,0.596656,0.605052,0.607755,-9999,-9999
202009,23.443,1.0,382.096,184.652,0.995833,394.981,1.0,6.621,1.0,101.209,0.99375,1.068,1.0,2.164,0.978472,0.3564559336180109,0.9756944444444444,124.93903516548463,0.9993055555555556,401.44065277777787,1.0,12.129083333333334,1.0,82.05666666666667,1.0,21.758387706855796,0.9993055555555556,435.2663888888889,1.0,424.683,0.0888889,23.811,23.223,23.272,23.118,22.901,18.949,22.079,15.039,20.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,23.253,20.376,29.429,38.735,23.704,39.589,-9999,0.96875,0.99375,0.971528,0.302778,0.000694444,0.0,-9999,-1.34917,1.0,90.5663,0.0,99.202,-9999,10.2506,0.308333,11.228,9.00207,2.53208,0.0,-9999,2.52337,2.54061,2.65034,0.0,0.0,0.0,2.77719,2.57424,2.74243,2.78709,0.238168,0.0359499,0.21847,0.347949,3.26238,3.25198,3.38523,3.5756,0.518165,0.505695,0.516222,0.518165,-9999,-9999
202010,19.314,0.997312,311.333,169.033,0.997984,359.125,0.997312,5.575,0.997312,101.366,0.891801,5.637,1.0,2.055,0.918683,0.3533083967055985,0.9106182795698924,98.79846333790893,0.987231182795699,367.9461697390409,0.9858870967741934,12.103952184854723,0.9872311827956989,50.75454301075269,0.9879032258064516,19.865293210935718,0.987231182795699,411.9511805078929,0.987231182795699,432.11,0.964382,20.613,19.979,20.116,20.063,20.056,21.015,20.187,16.331,20.374,0.997312,0.997312,0.997312,0.997312,0.997312,0.0,0.997312,0.0,0.997312,24.017,19.531,25.393,36.896,-9999,39.501,-9999,0.99328,0.984543,0.966398,0.953629,-9999,0.466398,-9999,-3.39269,0.997312,54.3945,0.542339,59.5812,0.157153,14.9584,0.681452,16.3847,0.468556,2.55285,0.0,-9999,2.47763,2.52062,2.59523,0.0,0.0,0.0,2.40665,2.30713,2.37925,2.41044,-0.0802198,-0.240947,-0.101922,-0.0717643,2.14726,2.10088,2.14732,2.50352,0.341519,0.32905,0.339172,0.341519,-9999,-9999
202011,14.765,1.0,246.359,124.42,1.0,330.666,1.0,4.759,1.0,101.859,0.613889,1.503,0.995833,2.045,0.93125,0.32936631943972866,0.9277777777777777,53.99118927304963,0.9979166666666667,269.01055289598105,0.9986111111111111,10.697440011820332,0.9986111111111111,43.35751920803782,0.9993055555555554,14.471458185579195,0.9993055555555554,387.41176713947993,0.9986111111111111,434.866,0.997917,17.842,17.271,17.654,17.823,18.076,21.079,18.499,16.331,19.081,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,25.672,21.947,31.186,-9999,-9999,-9999,-9999,0.959722,0.995833,0.986111,-9999,-9999,-9999,-9999,-6.83875,0.997917,22.5951,0.0590278,25.7018,0.22311,17.8483,0.154167,20.3023,0.594689,2.18159,0.0,0.106834,2.08493,2.11028,2.19664,0.0,0.0,0.0,2.03021,1.89541,2.02832,2.08534,-0.053321,-0.181897,-0.0960445,-0.0666092,1.48782,1.43975,1.48782,1.88348,0.162225,0.149832,0.161062,0.162225,-9999,-9999
202012,8.778,1.0,214.612,109.323,1.0,301.443,1.0,3.491,1.0,101.713,0.179435,2.665,0.976478,2.244,0.950269,0.36877516688432144,0.9462365591397851,40.27428091397851,1.0,236.9244996854267,0.9993279569892473,11.024716741020361,0.9993279569892473,33.58517644703729,0.9993279569892473,12.368118279569895,1.0,357.7352150537634,1.0,430.833,0.96371,13.906,13.457,14.156,14.535,15.024,21.075,15.676,16.332,16.583,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,35.668,25.124,34.113,-9999,-9999,-9999,-9999,0.962366,0.989247,0.992608,-9999,-9999,-9999,-9999,-9.58668,0.979167,16.749,0.853495,19.0519,0.321131,26.9873,0.875,30.6979,0.539469,1.94716,0.745968,0.0290063,1.89243,1.93517,2.00211,0.743952,0.758065,0.78629,1.85175,1.77019,1.84225,1.88833,-0.0486311,-0.164314,-0.0896498,-0.0406765,1.24128,1.23829,1.2583,1.38983,0.16896,0.139159,0.153895,0.173766,-9999,-9999
202101,8.796,1.0,231.297,100.751,1.0,315.574,1.0,3.398,1.0,101.571,0.997312,2.568,1.0,2.51,0.896505,0.4468149517753013,0.8931451612903227,46.18579615648592,0.9993279569892473,219.43086693548386,1.0,10.44356182795699,1.0,44.56841397849462,1.0,11.44029569892473,1.0,359.06122311827954,1.0,428.338,0.995968,12.788,12.262,12.773,13.031,13.403,20.808,13.95,16.331,14.886,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,36.879,25.415,34.281,-9999,-9999,-9999,-9999,0.99328,0.987231,0.985887,-9999,-9999,-9999,-9999,-5.70852,1.0,20.7551,0.99328,22.1239,0.345435,27.596,0.993952,29.416,0.462667,1.50384,0.980511,0.0239564,1.48446,1.49478,1.50436,0.980511,0.980511,0.980511,1.83736,1.83973,1.85165,1.91473,0.342891,0.342891,0.365269,0.40755,1.13266,1.11438,1.19066,1.28843,0.144327,0.0779723,0.105046,0.131841,-9999,-9999
202102,8.65,1.0,287.337,128.071,1.0,315.126,1.0,4.459,0.574405,101.584,0.995536,2.861,1.0,2.599,0.837054,0.4486983165946828,0.7976190476190476,69.76237161220872,0.9992559523809523,273.65676339285716,1.0,13.797001488095237,1.0,48.81835106382979,0.9992559523809523,14.208035714285714,1.0,359.6814732142858,1.0,431.044,0.997024,12.098,11.508,11.884,12.063,12.328,20.731,12.877,16.38,13.806,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.077,25.912,35.646,-9999,-9999,-9999,-9999,0.99628,0.99628,0.988839,-9999,-9999,-9999,-9999,-3.81492,1.0,17.6008,1.0,22.3743,0.412777,40.4168,1.0,51.3781,0.655655,1.39633,0.997768,0.0385817,1.36579,1.39533,1.40104,0.997768,0.997768,0.997768,1.61832,1.61248,1.62204,1.63441,0.242313,0.2237,0.24043,0.244147,1.24684,1.18846,1.21004,1.24678,0.146505,0.181137,0.192339,0.202318,-9999,-9999
202103,16.061,0.990591,359.271,161.229,0.992608,343.82,0.990591,6.546,0.989247,101.646,0.948925,4.05,1.0,2.469,0.948925,0.46405059895602385,0.9448924731182795,87.58903519205536,0.9717741935483871,338.1343969145263,0.9711021505376345,18.438713780317038,0.9711021505376345,63.93350671100454,0.9717741935483871,17.433384912304515,0.9717741935483871,399.7637987037959,0.9717741935483871,430.759,0.672715,15.491,14.901,14.722,14.457,14.138,20.756,13.907,16.52,14.306,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,34.754,26.117,-9999,-9999,-9999,-9999,-9999,0.575941,0.606183,-9999,-9999,-9999,-9999,-9999,2.98882,0.735215,28.3606,0.418011,36.0523,0.551612,36.1679,0.409274,45.9769,0.707135,1.31753,0.403226,0.0322534,1.17744,1.30325,1.35624,0.403226,0.403898,0.41129,2.3948,2.2506,2.73368,2.77171,1.45751,1.13748,1.41155,1.45675,3.56378,3.11833,3.51883,3.65312,1.41214,1.41115,1.62631,1.68314,-9999,-9999
202104,17.592,1.0,424.226,258.4,1.0,337.316,1.0,8.2,1.0,101.328,0.984722,4.184,1.0,2.071,0.980556,0.3870576626936547,0.9736111111111111,147.60870759456262,0.9993055555555554,525.1812638888889,1.0,20.856027777777772,1.0,80.97000000000001,1.0,35.5160625,1.0,409.39548611111115,1.0,433.763,0.989583,17.555,17.227,17.129,16.901,16.584,20.65,15.669,16.558,15.58,0.93125,0.93125,0.93125,0.93125,0.93125,0.0,0.28125,0.130556,0.28125,32.744,24.691,-9999,-9999,-9999,-9999,-9999,0.192361,0.172917,-9999,-9999,-9999,-9999,-9999,5.52511,0.0,69.1446,0.369444,-9999,4.16931,44.1176,0.689583,-9999,0.600153,-3.13738,0.304861,1.38162,-3.59298,-3.13738,-3.03569,0.301389,0.304861,0.304861,3.62639,3.26258,3.99344,4.46902,7.60323,6.98771,7.13725,7.50471,7.02108,5.79538,6.82055,7.09402,7.31464,7.31464,8.35781,8.5071,-9999,-9999
202105,21.617,0.997984,465.762,278.581,0.998656,371.046,0.997984,8.886,0.997984,101.537,0.985215,2.758,1.0,2.157,0.964382,0.4065176127864096,0.9630376344086021,177.16245843819112,0.991263440860215,576.2264112903225,0.9919354838709677,17.30821684587814,0.9919354838709677,95.05622759856628,0.9919354838709677,41.7641061827957,0.9919354838709677,431.083355734767,0.9919354838709677,432.954,0.994624,20.417,19.388,19.148,18.772,18.242,20.599,17.275,16.932,16.744,0.997984,0.997984,0.997984,0.997984,0.997984,0.0,0.994624,0.994624,0.994624,30.158,23.213,-9999,-9999,-9999,-9999,-9999,0.901882,0.963038,-9999,-9999,-9999,-9999,-9999,10.7398,0.0,96.3273,0.760753,-9999,1.01695,34.3137,0.831317,-9999,0.528638,-6.91111,0.705645,0.118613,-7.00879,-6.88362,-6.8195,0.729167,0.704301,0.715054,5.60008,5.16544,5.53133,5.74792,12.6327,12.2575,12.3835,12.6235,4.25648,3.90193,4.24789,4.47569,10.8864,10.8864,11.286,11.3278,-9999,-9999
202106,25.061,1.0,481.644,254.347,0.997917,412.374,1.0,7.099,1.0,101.265,0.985417,8.301,1.0,1.956,0.93125,0.34177057510713427,0.913888888888889,183.0074417270531,0.9923611111111111,538.615055112293,0.9916666666666667,14.561408781833855,0.9909722222222223,101.13962417771612,0.9923611111111111,34.45573773690079,0.9923611111111111,451.90625696767,0.9923611111111111,435.907,0.796528,23.532,22.941,22.633,22.096,21.297,21.026,19.556,17.886,18.24,0.998611,0.998611,0.998611,0.998611,0.998611,0.711806,0.997917,0.511111,0.997917,36.435,28.058,-9999,-9999,-9999,-9999,-9999,0.795833,0.865278,-9999,-9999,-9999,-9999,-9999,-0.344824,0.0,105.328,0.998611,-9999,1.0576,17.0038,0.997222,-9999,0.48873,-6.33153,0.977778,0.134058,-6.3505,-6.33099,-6.28846,0.982639,0.979167,0.982639,6.68151,6.7099,6.76569,6.80746,13.0509,13.0662,13.0982,13.1162,7.6202,7.37669,7.60371,7.64459,13.6208,13.3316,13.483,13.5356,-9999,-9999
202107,25.811,1.0,473.013,247.265,0.999328,422.03,1.0,5.568,1.0,101.38,0.988575,4.984,1.0,1.536,0.950269,0.27709049895971033,0.9448924731182796,181.83780278994058,0.9939516129032256,520.1352316089693,0.9952956989247311,13.799934434828218,0.9952956989247311,105.53996071133167,0.9939516129032258,29.61326362045177,0.9939516129032256,456.66181812221345,0.9952956989247311,434.061,0.000672043,25.126,24.341,24.127,23.676,22.963,-9999,21.293,17.994,19.835,1.0,1.0,1.0,1.0,1.0,-9999,0.998656,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.02033,0.0,99.3463,0.995968,-9999,1.08096,21.1149,0.997984,-9999,0.510955,-5.53424,0.96707,0.135267,-5.57107,-5.53419,-5.48096,0.966398,0.966398,0.968414,7.37088,7.26203,7.34239,7.37088,12.905,12.7638,12.8372,12.9376,6.30948,6.13475,6.25463,6.4408,11.9229,11.8716,11.9618,12.0099,-9999,-9999
202108,26.279,1.0,439.811,234.02,1.0,420.7,1.0,6.685,1.0,101.304,1.0,7.839,1.0,1.771,0.981183,0.30053965024530566,0.9764784946236559,168.7214852150538,1.0,491.34561155913974,1.0,13.173743279569893,1.0,88.06283602150538,1.0,25.87944892473118,1.0,458.53387096774196,1.0,430.884,0.0,25.705,24.898,24.794,24.469,23.951,-9999,22.449,18.065,20.959,1.0,1.0,1.0,1.0,1.0,-9999,1.0,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.68618,0.0,108.722,0.99664,-9999,1.20984,13.311,0.998656,-9999,0.527678,-3.64016,0.982527,0.156375,-4.03058,-3.66687,-3.41645,0.969086,0.985215,0.986559,7.16687,6.8788,7.5472,7.92402,11.0912,10.9399,11.2141,11.3568,8.70944,8.67465,9.17323,9.38002,12.1197,11.5321,11.768,11.9807,-9999,-9999
202109,23.318,1.0,384.246,198.863,1.0,395.98,1.0,5.77,1.0,101.304,0.989583,2.45,1.0,1.629,0.922222,0.2762814894325035,0.9131944444444444,129.9640884661836,0.9986111111111112,411.87815126811597,0.9986111111111112,11.52731582125604,0.9986111111111112,71.44888888888887,1.0,21.096685688405795,0.9986111111111112,440.88571256038654,0.9986111111111112,437.164,0.827778,23.025,22.619,22.789,22.742,22.717,-9999,22.477,17.438,21.573,0.725694,0.725694,0.725,0.725694,0.725,-9999,1.0,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.94555,0.0,82.8427,0.973611,-9999,0.904057,16.8555,0.975694,-9999,0.498575,-1.84887,0.960417,0.120702,-1.87209,-1.78723,-1.45873,0.959722,0.959028,0.958333,6.62851,6.57876,6.71611,7.01338,8.40397,8.40397,8.48571,8.56204,6.52572,6.37993,6.53382,7.21552,8.92476,8.27181,8.38144,8.64505,-9999,-9999
202110,19.985,1.0,313.703,171.361,1.0,367.834,1.0,5.525,1.0,101.254,0.995968,0.952,1.0,1.866,0.975806,0.31125599574945734,0.969758064516129,98.77380962594373,0.9986559139784946,354.22840053763434,1.0,11.10418010752688,1.0,57.224663978494625,1.0,16.73446908602151,1.0,421.34771505376347,1.0,437.55,0.982527,21.133,20.737,20.997,21.019,21.093,-9999,21.121,16.621,21.029,1.0,1.0,1.0,1.0,1.0,-9999,1.0,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.26805,0.330645,65.0806,0.997984,71.2863,0.813313,15.8471,0.999328,17.3582,0.471194,-0.413795,0.979839,0.0892299,-0.47157,-0.427591,-0.411,0.96707,0.980511,0.977823,5.20242,5.26347,5.29142,5.37042,5.66127,5.72347,5.75834,5.79853,5.42478,4.78327,5.17651,5.626,5.8752,5.47255,5.64873,5.8752,-9999,-9999
