TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180618,27.161,1.0,482.81,323.017,1.0,417.09,1.0,11.953,1.0,101.521,1.0,0.0,1.0,1.268,1.0,0.19522521393299105,0.9791666666666666,236.814375,1.0,670.148125,1.0,18.443125,1.0,131.19583333333333,1.0,41.067708333333336,1.0,460.175,1.0,426.046,0.0,24.385,24.086,23.737,23.272,22.307,21.387,19.995,18.445,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.0043,1.0,164.512,1.0,213.254,196.733,239.518,8.94552,16.2215,1.0,21.0277,19.3986,23.6175,2.64829,-7.09685,0.0,1.4406,-7.15293,-7.0463,-6.73548,0.0,0.0,0.0,6.88848,6.80054,6.88473,7.29848,14.0201,13.7024,14.0133,14.0899,7.69497,5.9618,6.5868,7.7584,9.75017,7.74576,9.55606,10.2041,-9999,-9999
20180619,27.835,1.0,482.842,307.853,1.0,410.058,1.0,10.84,1.0,101.261,0.9375,0.0,1.0,1.122,0.979167,0.1755152232070622,0.9791666666666666,214.40229166666666,1.0,637.62,1.0,17.517916666666665,1.0,106.925,1.0,39.094791666666666,1.0,464.6583333333333,1.0,425.466,0.0,24.872,24.508,24.033,23.474,22.422,21.486,20.076,18.493,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.4406,1.0,153.037,1.0,198.379,183.01,219.825,8.76976,21.0042,1.0,27.2273,25.118,30.1708,2.59652,-7.38872,0.0,1.72696,-7.30195,-7.27176,-7.06896,0.0,0.0,0.0,7.00099,6.90405,6.99648,7.42024,14.3897,14.0921,14.2919,14.3897,7.96886,6.17188,6.81865,8.02601,9.73267,7.78691,9.51604,10.1443,-9999,-9999
20180620,28.825,1.0,482.849,299.889,1.0,423.873,1.0,12.205,1.0,100.944,1.0,0.0,1.0,1.272,1.0,0.198116201802251,1.0,216.49270833333333,1.0,628.8539583333334,1.0,16.965625,1.0,111.09791666666668,1.0,38.291041666666665,1.0,469.79583333333335,1.0,423.552,0.0,25.357,24.95,24.387,23.752,22.587,21.593,20.151,18.539,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.8465,1.0,174.813,1.0,226.607,209.051,251.104,9.80037,10.4474,1.0,13.5427,12.4936,15.0068,2.37417,-7.6405,0.0,3.23632,-7.6405,-7.59204,-6.6947,0.0,0.0,0.0,7.15504,7.04468,7.14938,7.58608,14.7955,14.4443,14.6628,14.7894,8.37273,6.48754,7.16398,8.42982,9.40583,7.33058,9.13647,9.79564,-9999,-9999
20180621,26.169,1.0,482.829,212.674,1.0,419.406,1.0,5.461,1.0,100.759,1.0,0.0,1.0,2.432,1.0,0.4285188801860385,1.0,148.07874999999999,1.0,458.6622916666667,1.0,13.061041666666666,1.0,136.1916666666667,1.0,29.015625,1.0,456.2770833333334,1.0,432.873,0.104167,25.107,24.832,24.459,23.903,22.753,21.721,20.227,18.587,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.52775,1.0,108.359,1.0,140.464,124.939,155.649,5.9699,3.91056,1.0,5.06919,4.50888,5.6172,2.46826,-6.41808,0.0,1.48221,-6.59148,-6.41808,-5.95044,0.0208333,0.0,0.0208333,6.82855,6.75437,6.82618,7.24273,13.4531,13.1452,13.3416,13.6205,7.36206,5.65394,6.27333,7.44824,9.61332,8.01162,9.01836,9.5924,-9999,-9999
20180622,26.088,1.0,482.785,144.525,1.0,433.498,1.0,4.202,1.0,100.656,1.0,0.0,1.0,2.289,1.0,0.4051015861244463,1.0,102.84083333333332,1.0,313.726875,1.0,9.221875,1.0,127.12708333333335,1.0,20.352499999999996,1.0,455.9354166666667,1.0,435.666,0.291667,24.811,24.533,24.227,23.776,22.794,21.823,20.309,18.636,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.642,1.0,70.3537,1.0,90.3961,81.1179,101.057,5.23905,-0.970456,1.0,-1.24692,-1.39398,-1.11894,2.29222,-3.35009,0.0416667,1.24885,-4.02898,-3.53644,-3.2866,0.125,0.0416667,0.0416667,6.83914,6.76594,6.83689,7.25652,10.4009,10.1862,10.5384,10.8283,7.36545,5.64601,6.26963,7.45339,8.12365,6.50968,7.21832,7.78479,-9999,-9999
20180623,27.339,1.0,482.715,280.354,1.0,417.773,1.0,9.837,1.0,100.818,1.0,0.0,1.0,2.472,1.0,0.4440342268952029,1.0,198.84666666666666,1.0,591.673125,1.0,16.674791666666664,1.0,135.70416666666668,1.0,38.242916666666666,1.0,461.8895833333333,1.0,425.274,0.583333,25.025,24.692,24.298,23.802,22.819,21.884,20.394,18.686,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.25283,-9999,135.31,-9999,168.701,155.885,182.106,7.18283,12.9622,-9999,16.1609,14.9332,17.4451,2.73866,-6.60005,0.25,1.4865,-7.15972,-6.64932,-6.46165,0.416667,0.25,0.25,7.02589,6.93536,7.02214,7.45713,13.7092,13.6222,13.9188,14.1981,7.89575,6.06497,6.72552,7.96576,10.726,8.83865,10.4024,11.0384,-9999,-9999
20180624,28.877,1.0,482.618,322.195,1.0,418.448,1.0,11.024,1.0,101.096,1.0,0.0,1.0,2.022,1.0,0.35897349062100886,1.0,230.38583333333335,1.0,676.89,1.0,18.587083333333336,1.0,79.12708333333333,1.0,42.309999999999995,1.0,471.7333333333333,1.0,431.213,0.708333,25.691,25.258,24.671,24.037,22.915,21.947,20.467,18.739,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.8952,-9999,165.987,-9999,204.475,188.891,215.166,7.98642,11.735,-9999,14.4561,13.3543,15.2119,2.94703,-9.17377,0.458333,2.01425,-9.17377,-9.06292,-8.7097,0.458333,0.458333,0.458333,7.25388,7.14224,7.24829,7.70158,16.4277,15.9426,16.2369,16.4201,8.52338,6.55985,7.26472,8.58266,10.9026,8.89814,10.7517,11.4062,-9999,-9999
20180625,29.208,1.0,482.496,321.967,1.0,421.138,1.0,11.681,1.0,101.3,1.0,0.0,1.0,1.975,0.979167,0.3556251680757281,0.9791666666666666,230.64104166666664,1.0,683.1120833333334,1.0,18.549375,1.0,66.94791666666667,1.0,41.828125,1.0,473.60625,1.0,430.476,0.9375,26.1,25.659,25.03,24.33,23.087,22.047,20.533,18.793,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.3215,1.0,166.747,1.0,205.412,189.756,216.151,7.29169,11.4471,1.0,14.1014,13.0267,14.8387,2.87504,-9.20692,0.541667,2.16242,-9.35587,-9.20692,-8.95314,0.541667,0.541667,0.5625,7.32028,7.20388,7.31431,7.77469,16.5504,16.2283,16.5212,16.5814,8.6926,6.68459,7.40464,8.75265,10.5778,8.61318,10.4816,11.1167,-9999,-9999
20180626,27.94,1.0,482.348,315.791,1.0,413.66,1.0,11.584,1.0,101.338,1.0,0.0,1.0,1.687,1.0,0.30517096357696555,0.9583333333333334,225.7910416666667,1.0,666.7260416666667,1.0,18.038333333333334,1.0,69.3125,1.0,40.64291666666667,1.0,465.59375,1.0,428.098,0.854167,25.829,25.487,25.026,24.416,23.225,22.165,20.602,18.846,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.07157,0.979167,149.931,1.0,172.871,162.676,194.353,7.93454,11.2361,1.0,12.9552,12.1912,14.5651,2.71129,-8.98908,0.583333,2.46966,-9.02814,-8.98436,-8.58905,0.583333,0.583333,0.583333,7.17076,7.07153,7.16636,7.6186,16.1598,15.8223,16.1374,16.2131,8.24258,6.31186,7.00677,8.30543,10.7617,8.58349,10.5331,11.2347,-9999,-9999
20180627,28.3,1.0,482.176,288.707,0.5625,418.597,0.520833,10.855,1.0,101.185,1.0,0.0,1.0,1.782,1.0,0.3205083095855585,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,425.994,0.479167,25.796,25.412,24.939,24.363,23.255,22.245,20.676,18.897,17.306,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.63405,-9999,188.038,-9999,231.229,204.021,243.75,8.42393,8.29237,-9999,10.1971,8.99724,10.7492,2.55517,-6.04495,0.416667,1.40605,-6.41798,-6.04495,-5.49971,0.416667,0.416667,0.416667,7.24207,7.13769,7.23725,7.69694,13.287,13.1891,13.287,13.8429,8.41797,6.44073,7.15164,8.47714,10.5705,8.53517,10.3203,10.9868,-9999,-9999
20180628,27.08,1.0,481.977,266.147,0.4375,417.836,0.395833,8.057,1.0,101.265,0.708333,0.0,1.0,2.409,1.0,0.4500330812984708,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,433.316,0.583333,25.897,25.574,25.124,24.504,23.336,22.317,20.749,18.95,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.07574,-9999,166.119,-9999,204.277,180.24,215.337,8.25122,6.06673,-9999,7.46025,6.58242,7.86419,2.67611,-5.98165,0.375,1.44256,-5.98165,-5.71211,-5.38076,0.375,0.375,0.375,7.0975,7.00979,7.0942,7.54589,13.1298,12.5563,13.0747,13.1298,7.97809,6.078,6.76377,8.05379,9.7991,7.9344,9.54145,10.1515,-9999,-9999
20180629,26.619,1.0,481.753,328.259,1.0,406.312,1.0,9.978,1.0,101.415,1.0,0.0,1.0,1.559,1.0,0.28603677579310044,0.9791666666666666,242.125,1.0,702.9595833333333,1.0,19.640833333333333,1.0,92.30208333333333,1.0,42.05229166666667,1.0,452.53125,1.0,428.063,0.958333,24.973,24.71,24.502,24.142,23.291,22.368,20.817,19.002,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.95596,0.979167,147.385,1.0,179.571,159.913,189.372,7.12171,39.6463,1.0,48.3042,43.0163,50.9407,3.29877,-8.18456,0.666667,1.56412,-8.60059,-8.25859,-8.14366,0.666667,0.666667,0.666667,7.05656,6.88219,7.05165,7.50498,15.3151,15.2384,15.488,15.6898,7.83805,5.9548,6.63547,7.9203,11.9125,10.0555,11.8161,12.4396,-9999,-9999
20180630,27.537,1.0,481.504,306.036,1.0,411.375,1.0,9.563,1.0,101.336,1.0,0.0,1.0,1.724,1.0,0.3251893975771758,0.9791666666666666,223.58562499999996,1.0,654.8266666666667,1.0,17.841666666666665,1.0,70.96875,1.0,38.44916666666666,1.0,457.0041666666666,1.0,432.119,0.979167,25.699,25.335,24.883,24.325,23.304,22.384,20.879,19.053,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.1821,1.0,168.581,1.0,205.395,182.911,211.04,7.59695,15.0409,1.0,18.3255,16.3194,18.8292,2.78984,-5.8882,0.604167,1.41644,-6.38836,-5.97994,-5.84115,0.604167,0.604167,0.604167,7.20737,6.81144,7.20057,7.66776,13.1873,13.0787,13.1923,13.5089,8.19681,6.22814,6.93819,8.27181,10.3543,8.26018,10.1648,10.8348,-9999,-9999
20180701,25.735,1.0,481.229,257.819,1.0,413.267,1.0,6.916,1.0,101.347,1.0,0.0,1.0,1.251,0.979167,0.19455187498114465,0.9791666666666666,190.40354166666668,1.0,549.2310416666667,1.0,15.210416666666665,1.0,117.74166666666667,1.0,32.705625,1.0,447.82708333333335,1.0,434.217,1.0,25.126,24.884,24.662,24.247,23.334,22.424,20.931,19.103,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.45765,1.0,134.614,1.0,165.534,153.189,172.962,6.8477,28.5131,1.0,35.0625,32.4475,36.6359,3.19176,-4.4341,0.75,1.27605,-4.7884,-4.4994,-4.07643,0.729167,0.75,0.75,7.04055,6.57567,7.03452,7.47668,11.5404,11.3548,11.4581,11.5531,7.50253,5.6625,6.33056,7.60444,10.2525,8.53193,9.91971,10.4961,-9999,-9999
20180702,25.169,1.0,480.928,133.357,1.0,423.058,1.0,5.121,1.0,101.391,1.0,0.0,1.0,1.41,1.0,0.2315127716458634,0.9791666666666666,94.99875000000002,1.0,293.4029166666666,1.0,8.372708333333334,1.0,114.68958333333335,1.0,18.050625,1.0,444.30833333333334,1.0,444.487,0.979167,25.005,24.787,24.592,24.201,23.338,22.461,20.983,19.15,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.99978,1.0,71.3732,1.0,87.7674,81.2218,91.706,5.32871,10.1805,1.0,12.5189,11.5853,13.0807,2.33887,-0.135466,0.958333,1.14886,-0.660579,-0.203888,-0.0538681,0.958333,0.958333,0.958333,7.43243,6.75876,7.40795,7.79967,7.63631,7.40492,7.596,7.85354,7.29296,5.48461,6.14282,7.40526,8.22451,6.57295,7.27739,7.85514,-9999,-9999
20180703,26.104,1.0,480.602,236.082,1.0,412.767,1.0,6.803,1.0,101.53,0.9375,0.0,1.0,2.046,1.0,0.3566190689210309,1.0,171.85791666666668,1.0,502.08,1.0,14.45125,1.0,108.51666666666665,1.0,31.67854166666667,1.0,448.2270833333334,1.0,431.229,1.0,24.931,24.7,24.507,24.141,23.335,22.494,21.034,19.196,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.46709,1.0,140.174,1.0,170.785,152.089,180.106,6.77693,2.93192,1.0,3.57218,3.18114,3.76716,3.04906,-4.37019,0.854167,1.38363,-4.40935,-4.36737,-4.11254,0.854167,0.854167,0.854167,8.0155,7.26055,8.00066,8.32261,12.471,11.8109,12.3272,12.69,7.69978,5.7979,6.48769,7.80025,10.7846,8.9058,10.2336,10.8753,-9999,-9999
20180704,26.954,1.0,480.251,282.252,1.0,407.025,1.0,7.358,1.0,101.779,1.0,0.0,1.0,1.396,1.0,0.22941677638929078,1.0,202.59645833333332,1.0,594.704375,1.0,16.835833333333333,1.0,96.16041666666666,1.0,34.76,1.0,453.73125,1.0,438.45,1.0,25.242,24.947,24.641,24.209,23.352,22.515,21.08,19.243,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.04019,1.0,138.678,1.0,168.962,150.466,173.605,8.29991,21.761,1.0,26.5131,23.6107,27.2418,3.2066,-5.81218,0.75,1.27901,-6.07254,-5.81218,-5.62441,0.75,0.75,0.75,8.58188,7.8086,8.56415,8.82298,14.4864,13.8601,14.365,14.4871,8.06026,6.07249,6.79159,8.15178,11.5226,9.6178,11.2168,11.861,-9999,-9999
20180705,27.494,1.0,479.874,312.017,1.0,402.256,1.0,9.345,1.0,101.947,1.0,0.0,1.0,2.211,1.0,0.35299396566918917,1.0,222.39291666666668,1.0,660.3414583333333,1.0,18.806250000000002,1.0,84.74166666666666,1.0,39.96625,1.0,455.8354166666666,1.0,426.858,1.0,25.441,25.139,24.81,24.341,23.418,22.551,21.121,19.29,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.76263,1.0,160.719,1.0,195.817,174.381,201.198,8.74304,15.3866,1.0,18.7467,16.6945,19.2619,3.16826,-6.66526,0.6875,1.47628,-6.90263,-6.70571,-6.58927,0.708333,0.708333,0.6875,9.10931,8.3678,9.0979,9.26786,15.9482,15.1771,15.7543,15.9369,8.31057,6.25991,7.00049,8.39585,12.2039,10.0782,11.986,12.6927,-9999,-9999
20180706,26.881,1.0,479.471,292.132,1.0,406.883,1.0,8.493,1.0,101.82,1.0,0.0,1.0,1.472,1.0,0.2731367437500465,1.0,211.28166666666667,1.0,618.89875,1.0,17.079583333333332,1.0,83.63333333333334,1.0,35.22291666666667,1.0,453.4083333333333,1.0,434.333,1.0,25.523,25.23,24.904,24.424,23.481,22.6,21.161,19.336,17.306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.60618,1.0,144.802,1.0,176.424,157.111,181.273,8.87828,22.8947,1.0,27.8944,24.8408,28.6611,3.05088,-6.41811,0.75,1.25275,-6.68973,-6.41811,-6.22195,0.770833,0.75,0.75,9.42921,8.75011,9.41342,9.69055,15.9716,15.3285,15.8267,15.9611,8.10983,6.09199,6.82183,8.20245,10.8943,8.96764,10.7705,11.4027,-9999,-9999
20180707,24.682,1.0,479.042,264.412,1.0,409.731,1.0,6.42,1.0,101.633,1.0,0.0,1.0,1.417,1.0,0.2693879863151093,1.0,199.12625,1.0,556.9791666666666,1.0,15.592708333333333,1.0,140.73541666666668,1.0,32.529583333333335,1.0,442.3875,1.0,434.389,1.0,24.866,24.687,24.586,24.261,23.473,22.638,21.202,19.38,17.288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.63206,1.0,127.92,1.0,155.855,138.793,160.138,7.91663,30.6578,1.0,37.3528,33.2638,38.3794,3.23187,-4.50147,0.8125,1.19089,-4.91139,-4.54176,-4.28481,0.8125,0.8125,0.8125,9.43824,8.56458,9.38698,9.47114,13.8355,13.438,13.8357,14.0503,7.27172,5.42191,6.0957,7.39225,10.9988,9.33468,10.7636,11.3353,-9999,-9999
20180708,24.346,1.0,478.59,245.973,1.0,418.277,1.0,5.171,1.0,101.887,1.0,0.0,1.0,2.008,0.958333,0.3602275092384048,0.9583333333333334,194.77583333333334,1.0,522.665,1.0,14.668541666666668,1.0,136.08124999999998,1.0,32.39875,1.0,439.9083333333333,1.0,431.234,0.979167,24.409,24.258,24.233,24.0,23.376,22.634,21.244,19.422,17.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.2321,1.0,114.677,1.0,141.019,124.425,156.334,6.72555,26.0926,1.0,32.0861,28.3106,35.5707,2.94887,-3.97283,0.770833,1.20747,-4.81016,-4.46067,-4.04951,0.770833,0.791667,0.770833,9.32157,8.58905,9.1644,9.32505,13.3896,13.272,13.4256,13.6772,7.1556,5.32016,5.9897,7.28272,11.5307,9.80083,11.0764,11.6854,-9999,-9999
20180709,26.676,1.0,478.11,299.951,1.0,412.812,1.0,8.779,1.0,102.022,1.0,0.0,1.0,1.194,1.0,0.197541236555948,1.0,226.28708333333336,1.0,637.4808333333334,1.0,17.995833333333334,1.0,90.85416666666667,1.0,35.678958333333334,1.0,452.3854166666667,1.0,431.774,1.0,24.91,24.625,24.368,24.008,23.319,22.599,21.277,19.463,16.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.18931,1.0,124.422,1.0,153.377,148.719,169.617,8.0266,29.9903,1.0,36.9697,35.847,40.8842,2.81079,-6.02441,0.75,1.25066,-6.17297,-6.08395,-5.93018,0.770833,0.75,0.75,9.37369,9.00209,9.25849,9.43306,15.4576,15.1722,15.3902,15.4674,8.11635,6.06491,6.80753,8.21565,11.8123,9.7393,11.5902,12.2757,-9999,-9999
20180710,26.851,0.958333,477.606,238.553,0.958333,407.066,0.958333,5.83,0.958333,101.711,0.916667,0.0,1.0,1.216,0.916667,0.22771675173733905,0.9166666666666666,147.87818181818182,0.9166666666666666,473.40545454545446,0.9166666666666666,14.077954545454542,0.9166666666666666,116.32272727272726,0.9166666666666666,27.36318181818182,0.9166666666666666,452.17045454545445,0.9166666666666666,440.21,0.916667,25.395,25.086,24.739,24.266,23.404,22.613,21.3,19.502,15.096,0.958333,0.958333,0.9375,0.958333,0.9375,0.9375,0.958333,0.9375,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.8067,0.9375,112.804,0.958333,139.12,136.549,153.78,6.76495,24.3513,0.958333,30.0322,29.4773,33.1969,2.75675,-4.33007,0.75,1.37435,-5.20374,-4.82057,-4.5714,0.791667,0.75,0.75,9.06442,8.9556,9.06762,9.32404,13.5114,13.5622,14.1255,14.2638,8.19127,6.11108,6.86426,8.29281,12.1775,10.172,11.5474,12.2559,-9999,-9999
20180711,28.39,1.0,477.075,327.271,1.0,406.354,1.0,12.319,1.0,101.454,1.0,0.0,1.0,1.075,1.0,0.16502316538241876,1.0,233.681875,1.0,686.214375,1.0,19.331875,1.0,61.59166666666667,1.0,38.920833333333334,1.0,461.1979166666667,1.0,427.3,0.916667,25.737,25.376,24.964,24.447,23.509,22.669,21.324,19.544,14.396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.19595,0.958333,151.897,0.979167,188.638,185.068,207.073,9.14467,25.8508,1.0,32.1037,31.4961,35.241,2.92803,-6.26349,0.666667,1.29139,-6.84831,-6.56096,-6.35429,0.666667,0.666667,0.666667,9.25976,9.04432,9.2885,9.43994,15.596,15.5955,15.8069,16.174,8.90045,6.66068,7.46713,8.97675,11.7846,9.40789,11.6225,12.385,-9999,-9999
20180712,28.298,1.0,476.52,268.401,1.0,412.948,1.0,9.981,1.0,101.538,1.0,0.0,1.0,1.223,1.0,0.17785567264461513,1.0,189.18395833333332,1.0,564.55625,1.0,15.500416666666666,1.0,121.77291666666667,1.0,31.619583333333335,1.0,459.9750000000001,1.0,437.011,0.979167,26.055,25.699,25.255,24.684,23.645,22.745,21.355,19.582,14.283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.15522,1.0,147.122,1.0,184.177,179.251,203.481,8.93747,10.0234,1.0,12.5479,12.2123,13.8631,2.6045,-4.61103,0.770833,1.23632,-5.58182,-5.04136,-4.70144,0.708333,0.770833,0.770833,9.23525,8.95749,9.21396,9.29899,13.8455,13.9077,14.0752,14.6054,8.87053,6.62404,7.43365,8.95235,11.0194,8.69871,10.5512,11.3006,-9999,-9999
20180713,28.217,1.0,475.938,292.746,1.0,414.575,1.0,8.618,1.0,101.652,0.958333,0.0,1.0,1.611,1.0,0.26003161124288593,1.0,212.34062500000002,1.0,616.0727083333333,1.0,16.92979166666667,1.0,95.84999999999998,1.0,35.256458333333335,1.0,460.70625,1.0,423.513,1.0,26.174,25.812,25.374,24.81,23.765,22.833,21.394,19.618,14.316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.00367,1.0,151.832,1.0,190.073,184.989,209.995,10.3058,14.298,1.0,17.8991,17.4204,19.7752,2.78382,-5.95472,0.708333,1.14808,-6.47226,-6.25279,-6.01223,0.75,0.708333,0.708333,9.21055,8.70494,8.99271,9.20339,15.1972,15.0375,15.1924,15.2335,8.85916,6.60299,7.41655,8.94467,11.8669,9.74933,11.5914,12.2875,-9999,-9999
