TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20170101,-0.09,0.0,142.546,83.459,0.0,248.38,0.0,2.117,0.0,97.693,0.0,1.298,0.0,3.126,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.4855,-9999,-9999,-9999,58.3624,-9999,75.5444,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.89277,1.88008,1.89277,1.89443,0.343949,0.341292,0.343949,0.353534,1.03401,1.03401,1.04627,1.05224,0.109266,0.109266,0.113916,0.116472,-9999,-9999
20170102,-2.269,0.0,143.172,62.113,0.0,270.753,0.0,1.714,0.0,98.856,0.0,0.073,0.0,1.606,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,9.30396,-9999,-9999,-9999,66.0384,-9999,85.4801,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.61622,1.60207,1.61622,1.61808,0.225163,0.193997,0.225163,0.239927,0.878198,0.878198,0.889104,0.894086,0.10027,0.10027,0.104452,0.108302,-9999,-9999
20170103,1.136,0.0,143.857,7.823,0.0,328.101,0.0,0.853,0.0,97.235,0.0,11.116,0.0,4.015,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.99712,-9999,-9999,-9999,42.0504,-9999,54.4301,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,2.05668,2.04513,2.05668,2.0576,0.365385,0.335635,0.365385,0.437881,1.12676,1.12676,1.13979,1.14636,0.0479036,0.0479036,0.0495282,0.0583529,-9999,-9999
20170104,1.841,0.0,144.601,33.461,0.0,300.306,0.0,1.478,0.0,95.505,0.0,2.24,0.0,2.86,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.4229,-9999,-9999,-9999,58.3624,-9999,75.0932,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,2.16178,2.1514,2.16172,2.16178,0.612959,0.61261,0.612959,0.620955,1.18687,1.18687,1.20033,1.20729,0.0891157,0.0891157,0.0926661,0.0990764,-9999,-9999
20170105,-4.173,0.0,145.403,87.157,0.0,222.988,0.0,2.384,0.0,96.714,0.0,0.125,0.0,3.948,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,9.20673,-9999,-9999,-9999,66.0384,-9999,84.5867,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.36917,1.35356,1.36917,1.37122,-0.0218934,-0.0545087,-0.0218934,-0.00590737,0.738799,0.738799,0.748513,0.752606,0.110562,0.110562,0.115278,0.117669,-9999,-9999
20170106,-5.768,0.0,146.264,87.651,0.0,240.448,0.0,1.607,0.0,97.449,0.0,1.382,0.0,1.872,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.95535,-9999,-9999,-9999,42.0504,-9999,53.6716,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,1.18859,1.17272,1.18859,1.191,-0.502703,-0.536774,-0.502703,-0.426191,0.638072,0.638072,0.64741,0.650277,0.107544,0.107544,0.112117,0.114751,-9999,-9999
20170107,-9.348,0.0,147.183,26.436,0.0,252.677,0.0,1.009,0.0,98.009,0.0,6.92,0.0,2.703,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.3102,-9999,-9999,-9999,58.3624,-9999,74.2811,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,0.821589,0.806277,0.821589,0.824845,-0.727228,-0.73251,-0.727228,-0.713654,0.434925,0.434925,0.441379,0.443766,0.0833078,0.0833078,0.0865585,0.0938132,-9999,-9999
20170108,-10.695,0.0,148.16,91.329,0.0,194.519,0.0,1.197,0.0,97.97,0.0,0.26,0.0,3.163,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,9.16253,-9999,-9999,-9999,66.0384,-9999,84.1806,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,0.712945,0.698517,0.712945,0.716193,-0.678113,-0.709552,-0.678113,-0.660681,0.37582,0.37582,0.381397,0.383595,0.110985,0.110985,0.115718,0.118129,-9999,-9999
20170109,-12.648,0.0,149.193,79.668,0.0,194.762,0.0,1.023,0.0,99.257,0.0,0.002,0.0,2.404,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.95156,-9999,-9999,-9999,42.0504,-9999,53.6027,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,0.566637,0.553603,0.566637,0.569798,-1.12466,-1.1559,-1.12466,-1.04739,0.296514,0.296514,0.300944,0.303175,0.109535,0.109535,0.11418,0.116988,-9999,-9999
20170110,-6.69,0.0,150.285,76.65,0.0,255.34,0.0,1.047,0.0,98.967,0.0,1.098,0.0,3.333,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.3261,-9999,-9999,-9999,58.3624,-9999,74.396,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.18048,1.16718,1.18048,1.18224,-0.368336,-0.371608,-0.368336,-0.356506,0.637269,0.637269,0.645608,0.649146,0.107107,0.107107,0.111638,0.114611,-9999,-9999
20170111,4.794,0.0,151.433,96.23,0.0,289.943,0.0,2.24,0.0,97.997,0.0,5.486,0.0,4.516,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,9.16253,-9999,-9999,-9999,66.0384,-9999,84.1806,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,2.59607,2.59035,2.59209,2.59607,1.20501,1.19086,1.20501,1.21398,1.43501,1.43501,1.45027,1.45887,0.111335,0.111335,0.116092,0.118368,-9999,-9999
20170112,8.082,0.0,152.637,22.836,0.0,354.137,0.0,1.156,0.0,97.382,0.0,18.251,0.0,4.367,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.94017,-9999,-9999,-9999,42.0504,-9999,53.3958,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,3.1134,3.1134,3.1134,3.11476,1.42211,1.40818,1.42211,1.48669,1.73285,1.73285,1.75003,1.76065,0.077047,0.077047,0.0800081,0.0876154,-9999,-9999
20170113,1.398,0.0,153.898,105.506,0.0,246.405,0.0,2.719,0.0,98.504,0.0,0.101,0.0,4.436,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.2042,-9999,-9999,-9999,58.3624,-9999,73.5175,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,2.11741,2.1073,2.11732,2.11741,0.568588,0.568518,0.568588,0.576613,1.16262,1.16262,1.17579,1.18261,0.114485,0.114485,0.119409,0.121173,-9999,-9999
20170114,-6.36,0.0,155.215,97.4,0.0,228.479,0.0,1.951,0.0,99.047,0.0,0.025,0.0,1.909,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,8.9815,-9999,-9999,-9999,66.0384,-9999,82.5175,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.1347,1.11911,1.1347,1.13716,-0.25636,-0.288957,-0.25636,-0.239712,0.608527,0.608527,0.617556,0.620219,0.112598,0.112598,0.117416,0.119573,-9999,-9999
20170115,-4.047,0.0,156.586,108.521,0.0,218.164,0.0,1.814,0.0,98.275,0.0,0.001,0.0,1.764,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.88117,-9999,-9999,-9999,42.0504,-9999,50.1079,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,1.39713,1.38204,1.39713,1.39912,-0.294164,-0.327454,-0.294164,-0.218524,0.755094,0.755094,0.764894,0.7691,0.115583,0.115583,0.120563,0.122165,-9999,-9999
20170116,-3.789,0.0,158.012,105.923,0.0,229.367,0.0,2.061,0.0,98.429,0.0,0.0,0.0,2.081,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,10.0377,-9999,-9999,-9999,58.3624,-9999,69.2413,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.45855,1.44461,1.45855,1.46039,-0.0902625,-0.0941807,-0.0902625,-0.0789902,0.79088,0.79088,0.80087,0.805325,0.114736,0.114736,0.11967,0.121437,-9999,-9999
20170117,-0.358,0.0,159.492,66.391,0.0,281.904,0.0,2.118,0.0,97.889,0.0,9.81,0.0,2.186,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,8.62165,-9999,-9999,-9999,66.0384,-9999,75.7304,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.85984,1.84703,1.85984,1.86152,0.468778,0.439762,0.468778,0.482368,1.01554,1.01554,1.02763,1.03348,0.101971,0.101971,0.106226,0.110117,-9999,-9999
20170118,-0.225,0.0,161.027,18.673,0.0,320.795,0.0,0.822,0.0,97.307,0.0,7.639,0.0,2.564,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.76525,-9999,-9999,-9999,42.0504,-9999,46.5552,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,1.86828,1.85519,1.86828,1.87,0.176989,0.145691,0.176989,0.250573,1.01981,1.01981,1.03199,1.03787,0.0739216,0.0739216,0.0766963,0.0852564,-9999,-9999
20170119,1.158,0.0,162.614,65.919,0.0,293.034,0.0,1.44,0.0,97.319,0.0,0.394,0.0,1.709,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,9.31341,-9999,-9999,-9999,58.3624,-9999,62.0142,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,2.06417,2.05285,2.06417,2.06494,0.515353,0.514067,0.515353,0.523961,1.13126,1.13126,1.1443,1.1509,0.10825,0.10825,0.112799,0.116261,-9999,-9999
20170120,0.737,0.0,164.254,97.038,0.0,256.986,0.0,1.727,0.0,97.242,0.0,0.001,0.0,1.5,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,7.94364,-9999,-9999,-9999,66.0384,-9999,67.2279,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,2.00221,1.99024,2.00221,2.00353,0.61115,0.583562,0.61115,0.624034,1.09588,1.09588,1.10866,1.11502,0.114478,0.114478,0.119387,0.121352,-9999,-9999
20170121,3.885,0.0,165.946,46.913,0.0,320.532,0.0,1.401,0.0,96.742,0.0,0.047,0.0,1.941,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.45575,-9999,-9999,-9999,42.0504,-9999,40.9343,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,2.46472,2.4577,2.46187,2.46472,0.773428,0.748201,0.773428,0.843152,1.36012,1.36012,1.37482,1.38293,0.0950812,0.0950812,0.0989607,0.104162,-9999,-9999
20170122,2.394,0.0,167.689,30.608,0.0,322.545,0.0,0.929,0.0,96.732,0.0,1.196,0.0,2.547,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,8.23059,-9999,-9999,-9999,58.3624,-9999,53.1456,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,2.23907,2.22935,2.2384,2.23907,0.690248,0.690248,0.690248,0.697786,1.23079,1.23079,1.24459,1.25184,0.0887726,0.0887726,0.0922744,0.0992657,-9999,-9999
20170123,-0.27,0.0,169.483,32.332,0.0,312.312,0.0,1.262,0.0,97.036,0.0,8.426,0.0,5.19,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,7.0182,-9999,-9999,-9999,66.0384,-9999,56.3103,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.86252,1.84939,1.86252,1.86425,0.471463,0.441901,0.471463,0.485157,1.01656,1.01656,1.02872,1.03457,0.0895718,0.0895718,0.0931301,0.0997465,-9999,-9999
20170124,-0.672,0.0,171.327,14.527,0.0,317.737,0.0,0.919,0.0,95.54,0.0,26.217,0.0,5.936,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,2.16502,-9999,-9999,-9999,42.0504,-9999,34.1165,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,1.80824,1.79472,1.80824,1.81002,0.116946,0.0852182,0.116946,0.190855,0.985821,0.985821,0.997723,1.00338,0.0668018,0.0668018,0.0692361,0.0784332,-9999,-9999
20170125,0.461,0.0,173.22,113.725,0.0,274.241,0.0,1.717,0.0,95.769,0.0,4.042,0.0,3.755,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,7.2393,-9999,-9999,-9999,58.3624,-9999,44.9366,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.96434,1.95207,1.96434,1.96594,0.415522,0.413286,0.415522,0.424752,1.0744,1.0744,1.08701,1.09323,0.118114,0.118114,0.1232,0.124949,-9999,-9999
20170126,2.666,0.0,175.162,47.529,0.0,301.961,0.0,1.714,0.0,95.291,0.0,2.205,0.0,3.401,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,6.04466,-9999,-9999,-9999,66.0384,-9999,50.8467,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,2.27842,2.2691,2.27742,2.27842,0.887359,0.864285,0.887359,0.898513,1.25323,1.25323,1.2672,1.2746,0.101494,0.101494,0.10564,0.111063,-9999,-9999
20170127,1.191,0.0,177.151,68.772,0.0,274.428,0.0,2.736,0.0,95.594,0.0,0.124,0.0,5.013,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,1.85141,-9999,-9999,-9999,42.0504,-9999,29.8846,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,2.06413,2.05263,2.06413,2.06499,0.37283,0.343131,0.37283,0.445287,1.13097,1.13097,1.14404,1.15063,0.112666,0.112666,0.117396,0.121143,-9999,-9999
20170128,-0.476,0.0,179.187,62.609,0.0,260.309,0.0,2.509,0.0,95.891,0.0,0.302,0.0,3.988,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,6.42098,-9999,-9999,-9999,58.3624,-9999,41.0722,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.83567,1.82238,1.83567,1.83741,0.286849,0.283595,0.286849,0.29681,1.00141,1.00141,1.01343,1.01919,0.111356,0.111356,0.115998,0.120289,-9999,-9999
20170129,-1.124,0.0,181.269,91.881,0.0,238.482,0.0,2.484,0.0,96.224,0.0,0.165,0.0,2.867,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.49068,-9999,7.18786,-9999,5.44999,-9999,-9999,-9999,66.0384,-9999,46.4741,-9999,-9999,-9999,1.39106,0.0,-9999,1.37687,1.39106,1.3982,0.0,0.0,0.0,1.7534,1.73969,1.7534,1.7552,0.362339,0.331802,0.362339,0.37655,0.955085,0.955085,0.966702,0.972164,0.119581,0.119581,0.124671,0.127467,-9999,-9999
20170130,-4.389,0.0,183.397,95.216,0.0,220.526,0.0,2.096,0.0,96.55,0.0,0.131,0.0,2.78,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.5916,-9999,2.31545,-9999,1.75562,-9999,-9999,-9999,42.0504,-9999,29.3008,-9999,-9999,-9999,1.6913,0.0,-9999,1.62156,1.6913,1.70576,0.0,0.0,0.0,1.34829,1.33277,1.34829,1.35033,-0.343006,-0.376727,-0.343006,-0.267075,0.727326,0.727326,0.73691,0.740936,0.121548,0.121548,0.126734,0.129351,-9999,-9999
20170131,-7.481,0.0,185.57,84.012,0.0,238.951,0.0,1.163,0.0,96.952,0.0,1.589,0.0,1.845,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.50349,-9999,8.1007,-9999,6.14212,-9999,-9999,-9999,58.3624,-9999,40.667,-9999,-9999,-9999,1.54882,0.0,-9999,1.5385,1.53879,1.54882,0.0,0.0,0.0,1.01694,1.00142,1.01694,1.01971,-0.53188,-0.537366,-0.53188,-0.518789,0.543186,0.543186,0.551246,0.553809,0.115161,0.115161,0.120011,0.123652,-9999,-9999
